file_id,audio_path,known_origin_label,known_manipulation_labels,duration_sec,segment_count,has_true_timestamp_labels,usable_for_phase8e3_training,top_candidate_segment_ids,max_within_file_anomaly_score,max_neighbor_transition_score,file_level_acoustic_inside_outside_separation,file_level_ssl_inside_outside_separation,file_level_combined_inside_outside_separation,fabricated_segment_count,outside_segment_count,localization_status,review_note
phase7c1_collection_manifest_000001_ai_001_fabricated,data/phase7c1/raw/ai_fabricated/ai_001_fabricated.wav,mixed,edited_spliced;partial_fabrication,66.114,33,true,true,phase7c1_collection_manifest_000001_ai_001_fabricated_w0009;phase7c1_collection_manifest_000001_ai_001_fabricated_w0006;phase7c1_collection_manifest_000001_ai_001_fabricated_w0012;phase7c1_collection_manifest_000001_ai_001_fabricated_w0013;phase7c1_collection_manifest_000001_ai_001_fabricated_w0007,0.8939393939393939,0.9621212121212122,3.601311193425367,0.7230118625727381,-1.5477662854106122,6,27,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000045_human_006_fabricated,data/phase7c1/raw/human_fabricated/human_006_fabricated.wav,mixed,edited_spliced;partial_fabrication,44.352,22,true,true,phase7c1_collection_manifest_000045_human_006_fabricated_w0002;phase7c1_collection_manifest_000045_human_006_fabricated_w0003;phase7c1_collection_manifest_000045_human_006_fabricated_w0001;phase7c1_collection_manifest_000045_human_006_fabricated_w0005;phase7c1_collection_manifest_000045_human_006_fabricated_w0004,0.9772727272727273,0.9772727272727273,1.6263076209571632,0.3800617892848108,-0.848177987987718,3,19,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000049_ai_007_fabricated,data/phase7c1/raw/ai_fabricated/ai_007_fabricated.wav,mixed,edited_spliced;partial_fabrication,56.891,28,true,true,phase7c1_collection_manifest_000049_ai_007_fabricated_w0023;phase7c1_collection_manifest_000049_ai_007_fabricated_w0025;phase7c1_collection_manifest_000049_ai_007_fabricated_w0022;phase7c1_collection_manifest_000049_ai_007_fabricated_w0027;phase7c1_collection_manifest_000049_ai_007_fabricated_w0026,0.9642857142857143,0.8928571428571428,0.40026448197167874,0.33593827549045596,-0.38625269870923506,5,23,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000053_human_007_fabricated,data/phase7c1/raw/human_fabricated/human_007_fabricated.wav,mixed,edited_spliced;partial_fabrication,39.057,19,true,true,phase7c1_collection_manifest_000053_human_007_fabricated_w0005;phase7c1_collection_manifest_000053_human_007_fabricated_w0006;phase7c1_collection_manifest_000053_human_007_fabricated_w0007;phase7c1_collection_manifest_000053_human_007_fabricated_w0008;phase7c1_collection_manifest_000053_human_007_fabricated_w0009,0.9736842105263157,0.9210526315789473,6.7586369913186,0.5165356256509408,-2.372530980513926,4,15,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000057_ai_008_fabricated,data/phase7c1/raw/ai_fabricated/ai_008_fabricated.wav,mixed,edited_spliced;partial_fabrication,43.491,21,true,true,phase7c1_collection_manifest_000057_ai_008_fabricated_w0009;phase7c1_collection_manifest_000057_ai_008_fabricated_w0007;phase7c1_collection_manifest_000057_ai_008_fabricated_w0008;phase7c1_collection_manifest_000057_ai_008_fabricated_w0006;phase7c1_collection_manifest_000057_ai_008_fabricated_w0010,0.9761904761904762,0.8333333333333333,0.5841533910426555,0.4607186516209365,-0.37097146459297337,5,16,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000061_human_008_fabricated,data/phase7c1/raw/human_fabricated/human_008_fabricated.wav,mixed,edited_spliced;partial_fabrication,21.437,10,true,true,phase7c1_collection_manifest_000061_human_008_fabricated_w0002;phase7c1_collection_manifest_000061_human_008_fabricated_w0001;phase7c1_collection_manifest_000061_human_008_fabricated_w0000;phase7c1_collection_manifest_000061_human_008_fabricated_w0009;phase7c1_collection_manifest_000061_human_008_fabricated_w0003,0.8500000000000001,0.85,2.2058279871141195,0.21484456035483612,-0.9082302115731118,3,7,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000065_ai_009_fabricated,data/phase7c1/raw/ai_fabricated/ai_009_fabricated.wav,mixed,edited_spliced;partial_fabrication,53.776,26,true,true,phase7c1_collection_manifest_000065_ai_009_fabricated_w0006;phase7c1_collection_manifest_000065_ai_009_fabricated_w0007;phase7c1_collection_manifest_000065_ai_009_fabricated_w0015;phase7c1_collection_manifest_000065_ai_009_fabricated_w0005;phase7c1_collection_manifest_000065_ai_009_fabricated_w0004,0.9038461538461539,0.9038461538461537,0.19823109441189213,0.3011807767907504,-0.4204910020228389,6,20,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000069_human_009_fabricated,data/phase7c1/raw/human_fabricated/human_009_fabricated.wav,mixed,edited_spliced;partial_fabrication,56.512,28,true,true,phase7c1_collection_manifest_000069_human_009_fabricated_w0013;phase7c1_collection_manifest_000069_human_009_fabricated_w0012;phase7c1_collection_manifest_000069_human_009_fabricated_w0011;phase7c1_collection_manifest_000069_human_009_fabricated_w0027;phase7c1_collection_manifest_000069_human_009_fabricated_w0026,0.9285714285714286,0.875,8.068399669646995,0.15502615063196,-3.175867480893154,5,23,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000073_ai_010_fabricated,data/phase7c1/raw/ai_fabricated/ai_010_fabricated.wav,mixed,edited_spliced;partial_fabrication,51.103,25,true,true,phase7c1_collection_manifest_000073_ai_010_fabricated_w0020;phase7c1_collection_manifest_000073_ai_010_fabricated_w0019;phase7c1_collection_manifest_000073_ai_010_fabricated_w0022;phase7c1_collection_manifest_000073_ai_010_fabricated_w0021;phase7c1_collection_manifest_000073_ai_010_fabricated_w0015,0.94,0.94,0.913301837080849,0.2620055443594348,-0.5107332647915428,4,21,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000077_human_010_fabricated,data/phase7c1/raw/human_fabricated/human_010_fabricated.wav,mixed,edited_spliced;partial_fabrication,44.456,22,true,true,phase7c1_collection_manifest_000077_human_010_fabricated_w0015;phase7c1_collection_manifest_000077_human_010_fabricated_w0016;phase7c1_collection_manifest_000077_human_010_fabricated_w0014;phase7c1_collection_manifest_000077_human_010_fabricated_w0017;phase7c1_collection_manifest_000077_human_010_fabricated_w0018,0.9545454545454546,0.9204545454545454,2.419326022287377,0.30481277673915497,-0.757488569583063,5,17,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000081_ai_011_fabricated,data/phase7c1/raw/ai_fabricated/ai_011_fabricated.wav,mixed,edited_spliced;partial_fabrication,45.609,22,true,true,phase7c1_collection_manifest_000081_ai_011_fabricated_w0016;phase7c1_collection_manifest_000081_ai_011_fabricated_w0010;phase7c1_collection_manifest_000081_ai_011_fabricated_w0012;phase7c1_collection_manifest_000081_ai_011_fabricated_w0008;phase7c1_collection_manifest_000081_ai_011_fabricated_w0017,0.8863636363636365,0.8522727272727273,-0.0005178674302827035,0.4346579683266206,-0.2793592800679298,4,18,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000085_human_011_fabricated,data/phase7c1/raw/human_fabricated/human_011_fabricated.wav,mixed,edited_spliced;partial_fabrication,49.537,24,true,true,phase7c1_collection_manifest_000085_human_011_fabricated_w0019;phase7c1_collection_manifest_000085_human_011_fabricated_w0020;phase7c1_collection_manifest_000085_human_011_fabricated_w0021;phase7c1_collection_manifest_000085_human_011_fabricated_w0022;phase7c1_collection_manifest_000085_human_011_fabricated_w0018,0.9583333333333333,0.9791666666666666,9.072912008989645,0.4926599812140332,-1.159394541867443,5,19,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000089_ai_012_fabricated,data/phase7c1/raw/ai_fabricated/ai_012_fabricated.wav,mixed,edited_spliced;partial_fabrication,51.715,25,true,true,phase7c1_collection_manifest_000089_ai_012_fabricated_w0018;phase7c1_collection_manifest_000089_ai_012_fabricated_w0020;phase7c1_collection_manifest_000089_ai_012_fabricated_w0019;phase7c1_collection_manifest_000089_ai_012_fabricated_w0017;phase7c1_collection_manifest_000089_ai_012_fabricated_w0021,0.98,0.94,0.8515737786288152,0.3460381991976864,-0.47915606431477153,5,20,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000093_human_012_fabricated,data/phase7c1/raw/human_fabricated/human_012_fabricated.wav,mixed,edited_spliced;partial_fabrication,50.875,25,true,true,phase7c1_collection_manifest_000093_human_012_fabricated_w0021;phase7c1_collection_manifest_000093_human_012_fabricated_w0024;phase7c1_collection_manifest_000093_human_012_fabricated_w0022;phase7c1_collection_manifest_000093_human_012_fabricated_w0023;phase7c1_collection_manifest_000093_human_012_fabricated_w0020,1.0,0.98,1.3851773051157306,0.3801940167467647,-0.7471093650764906,4,21,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000097_ai_013_fabricated,data/phase7c1/raw/ai_fabricated/ai_013_fabricated.wav,mixed,edited_spliced;partial_fabrication,62.113,31,true,true,phase7c1_collection_manifest_000097_ai_013_fabricated_w0012;phase7c1_collection_manifest_000097_ai_013_fabricated_w0015;phase7c1_collection_manifest_000097_ai_013_fabricated_w0014;phase7c1_collection_manifest_000097_ai_013_fabricated_w0016;phase7c1_collection_manifest_000097_ai_013_fabricated_w0013,0.935483870967742,0.9516129032258065,2.6872222130179093,0.468761697106748,-0.8438020456522081,5,26,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000101_human_013_fabricated,data/phase7c1/raw/human_fabricated/human_013_fabricated.wav,mixed,edited_spliced;partial_fabrication,47.604,23,true,true,phase7c1_collection_manifest_000101_human_013_fabricated_w0013;phase7c1_collection_manifest_000101_human_013_fabricated_w0012;phase7c1_collection_manifest_000101_human_013_fabricated_w0010;phase7c1_collection_manifest_000101_human_013_fabricated_w0011;phase7c1_collection_manifest_000101_human_013_fabricated_w0014,0.9782608695652174,0.9782608695652174,1.649915181845884,0.41523298113913165,-0.5986962938730118,5,18,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000105_ai_014_fabricated,data/phase7c1/raw/ai_fabricated/ai_014_fabricated.wav,mixed,edited_spliced;partial_fabrication,54.474,27,true,true,phase7c1_collection_manifest_000105_ai_014_fabricated_w0004;phase7c1_collection_manifest_000105_ai_014_fabricated_w0002;phase7c1_collection_manifest_000105_ai_014_fabricated_w0001;phase7c1_collection_manifest_000105_ai_014_fabricated_w0005;phase7c1_collection_manifest_000105_ai_014_fabricated_w0003,0.9814814814814814,0.9444444444444444,1.4902963655527985,0.5183443396545914,-0.7050227179497773,5,22,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000109_human_014_fabricated,data/phase7c1/raw/human_fabricated/human_014_fabricated.wav,mixed,edited_spliced;partial_fabrication,47.019,23,true,true,phase7c1_collection_manifest_000109_human_014_fabricated_w0012;phase7c1_collection_manifest_000109_human_014_fabricated_w0011;phase7c1_collection_manifest_000109_human_014_fabricated_w0013;phase7c1_collection_manifest_000109_human_014_fabricated_w0014;phase7c1_collection_manifest_000109_human_014_fabricated_w0010,0.9782608695652174,0.9347826086956521,2.2297346651362546,0.6319964336704754,-1.004043361548949,4,19,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000113_ai_015_fabricated,data/phase7c1/raw/ai_fabricated/ai_015_fabricated.wav,mixed,edited_spliced;partial_fabrication,64.39,32,true,true,phase7c1_collection_manifest_000113_ai_015_fabricated_w0010;phase7c1_collection_manifest_000113_ai_015_fabricated_w0011;phase7c1_collection_manifest_000113_ai_015_fabricated_w0006;phase7c1_collection_manifest_000113_ai_015_fabricated_w0007;phase7c1_collection_manifest_000113_ai_015_fabricated_w0008,0.890625,0.9375,0.8423815636335437,0.2808332015434596,-0.7264243236865217,5,27,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000117_human_015_fabricated,data/phase7c1/raw/human_fabricated/human_015_fabricated.wav,mixed,edited_spliced;partial_fabrication,48.561,24,true,true,phase7c1_collection_manifest_000117_human_015_fabricated_w0004;phase7c1_collection_manifest_000117_human_015_fabricated_w0003;phase7c1_collection_manifest_000117_human_015_fabricated_w0001;phase7c1_collection_manifest_000117_human_015_fabricated_w0002;phase7c1_collection_manifest_000117_human_015_fabricated_w0005,0.9791666666666667,0.9479166666666666,10.779344414313664,0.9039997965195806,-3.882029919885292,4,20,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000121_ai_016_fabricated,data/phase7c1/raw/ai_fabricated/ai_016_fabricated.wav,mixed,edited_spliced;partial_fabrication,64.432,32,true,true,phase7c1_collection_manifest_000121_ai_016_fabricated_w0018;phase7c1_collection_manifest_000121_ai_016_fabricated_w0015;phase7c1_collection_manifest_000121_ai_016_fabricated_w0019;phase7c1_collection_manifest_000121_ai_016_fabricated_w0020;phase7c1_collection_manifest_000121_ai_016_fabricated_w0017,0.890625,0.953125,0.7084922401422005,0.4659940362322714,-0.36335453356415404,6,26,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000125_human_016_fabricated,data/phase7c1/raw/human_fabricated/human_016_fabricated.wav,mixed,edited_spliced;partial_fabrication,60.01,30,true,true,phase7c1_collection_manifest_000125_human_016_fabricated_w0007;phase7c1_collection_manifest_000125_human_016_fabricated_w0008;phase7c1_collection_manifest_000125_human_016_fabricated_w0009;phase7c1_collection_manifest_000125_human_016_fabricated_w0006;phase7c1_collection_manifest_000125_human_016_fabricated_w0011,0.9833333333333334,0.95,10.804492101891935,0.4771026926740709,-1.3385979170276803,5,25,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000129_ai_017_fabricated,data/phase7c1/raw/ai_fabricated/ai_017_fabricated.wav,mixed,edited_spliced;partial_fabrication,64.648,32,true,true,phase7c1_collection_manifest_000129_ai_017_fabricated_w0015;phase7c1_collection_manifest_000129_ai_017_fabricated_w0012;phase7c1_collection_manifest_000129_ai_017_fabricated_w0014;phase7c1_collection_manifest_000129_ai_017_fabricated_w0016;phase7c1_collection_manifest_000129_ai_017_fabricated_w0002,0.96875,0.921875,2.1733484724152086,0.234853740897491,-0.8406395945255918,6,26,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000133_human_017_fabricated,data/phase7c1/raw/human_fabricated/human_017_fabricated.wav,mixed,edited_spliced;partial_fabrication,58.388,29,true,true,phase7c1_collection_manifest_000133_human_017_fabricated_w0004;phase7c1_collection_manifest_000133_human_017_fabricated_w0001;phase7c1_collection_manifest_000133_human_017_fabricated_w0005;phase7c1_collection_manifest_000133_human_017_fabricated_w0017;phase7c1_collection_manifest_000133_human_017_fabricated_w0023,0.9482758620689655,0.896551724137931,0.8551102293111159,0.494698710997715,-0.4616057861975272,6,23,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000137_ai_018_fabricated,data/phase7c1/raw/ai_fabricated/ai_018_fabricated.wav,mixed,edited_spliced;partial_fabrication,69.577,34,true,true,phase7c1_collection_manifest_000137_ai_018_fabricated_w0023;phase7c1_collection_manifest_000137_ai_018_fabricated_w0026;phase7c1_collection_manifest_000137_ai_018_fabricated_w0024;phase7c1_collection_manifest_000137_ai_018_fabricated_w0025;phase7c1_collection_manifest_000137_ai_018_fabricated_w0027,0.9558823529411764,0.911764705882353,60.831677837275194,0.2404357929463996,-21.051634811489727,5,29,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000141_human_018_fabricated,data/phase7c1/raw/human_fabricated/human_018_fabricated.wav,mixed,edited_spliced;partial_fabrication,49.946,24,true,true,phase7c1_collection_manifest_000141_human_018_fabricated_w0018;phase7c1_collection_manifest_000141_human_018_fabricated_w0017;phase7c1_collection_manifest_000141_human_018_fabricated_w0016;phase7c1_collection_manifest_000141_human_018_fabricated_w0015;phase7c1_collection_manifest_000141_human_018_fabricated_w0022,0.9583333333333333,0.9166666666666666,15.207700302590393,0.4596028963682829,-3.8943169570461897,5,19,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000145_ai_019_fabricated,data/phase7c1/raw/ai_fabricated/ai_019_fabricated.wav,mixed,edited_spliced;partial_fabrication,66.436,33,true,true,phase7c1_collection_manifest_000145_ai_019_fabricated_w0020;phase7c1_collection_manifest_000145_ai_019_fabricated_w0022;phase7c1_collection_manifest_000145_ai_019_fabricated_w0023;phase7c1_collection_manifest_000145_ai_019_fabricated_w0021;phase7c1_collection_manifest_000145_ai_019_fabricated_w0024,0.9696969696969697,0.9090909090909092,1.1440136514417096,0.587754319281908,-0.42240351409077775,7,26,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000149_human_019_fabricated,data/phase7c1/raw/human_fabricated/human_019_fabricated.wav,mixed,edited_spliced;partial_fabrication,53.747,26,true,true,phase7c1_collection_manifest_000149_human_019_fabricated_w0005;phase7c1_collection_manifest_000149_human_019_fabricated_w0004;phase7c1_collection_manifest_000149_human_019_fabricated_w0006;phase7c1_collection_manifest_000149_human_019_fabricated_w0002;phase7c1_collection_manifest_000149_human_019_fabricated_w0003,0.9807692307692308,0.9230769230769231,12.924523424731365,0.612690345809907,-4.732326257771585,6,20,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000153_ai_020_fabricated,data/phase7c1/raw/ai_fabricated/ai_020_fabricated.wav,mixed,edited_spliced;partial_fabrication,63.37,31,true,true,phase7c1_collection_manifest_000153_ai_020_fabricated_w0005;phase7c1_collection_manifest_000153_ai_020_fabricated_w0006;phase7c1_collection_manifest_000153_ai_020_fabricated_w0004;phase7c1_collection_manifest_000153_ai_020_fabricated_w0001;phase7c1_collection_manifest_000153_ai_020_fabricated_w0009,0.967741935483871,0.9838709677419355,0.4560338060775788,0.2783333316835451,-0.40509063873440604,6,25,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000157_human_020_fabricated,data/phase7c1/raw/human_fabricated/human_020_fabricated.wav,mixed,edited_spliced;partial_fabrication,53.808,26,true,true,phase7c1_collection_manifest_000157_human_020_fabricated_w0010;phase7c1_collection_manifest_000157_human_020_fabricated_w0012;phase7c1_collection_manifest_000157_human_020_fabricated_w0023;phase7c1_collection_manifest_000157_human_020_fabricated_w0020;phase7c1_collection_manifest_000157_human_020_fabricated_w0013,0.8461538461538463,0.9038461538461539,1.3654938566584938,0.4408435073168243,-0.7662058770401997,5,21,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000161_ai_021_fabricated,data/phase7c1/raw/ai_fabricated/ai_021_fabricated.wav,mixed,edited_spliced;partial_fabrication,60.026,30,true,true,phase7c1_collection_manifest_000161_ai_021_fabricated_w0007;phase7c1_collection_manifest_000161_ai_021_fabricated_w0003;phase7c1_collection_manifest_000161_ai_021_fabricated_w0012;phase7c1_collection_manifest_000161_ai_021_fabricated_w0004;phase7c1_collection_manifest_000161_ai_021_fabricated_w0010,0.9166666666666667,0.8833333333333333,0.1715118302269425,0.2931167693801676,-0.3543307441204387,5,25,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000165_human_021_fabricated,data/phase7c1/raw/human_fabricated/human_021_fabricated.wav,mixed,edited_spliced;partial_fabrication,55.326,27,true,true,phase7c1_collection_manifest_000165_human_021_fabricated_w0012;phase7c1_collection_manifest_000165_human_021_fabricated_w0011;phase7c1_collection_manifest_000165_human_021_fabricated_w0013;phase7c1_collection_manifest_000165_human_021_fabricated_w0016;phase7c1_collection_manifest_000165_human_021_fabricated_w0015,0.8888888888888888,0.9444444444444444,1.6761989165693896,0.6250943679094983,-0.8103017043691989,5,22,timestamp_supervision_available,timestamp supervision available; still requires cautious review
phase7c1_collection_manifest_000169_ai_022_fabricated,data/phase7c1/raw/ai_fabricated/ai_022_fabricated.wav,mixed,edited_spliced;partial_fabrication,65.603,32,true,true,phase7c1_collection_manifest_000169_ai_022_fabricated_w0026;phase7c1_collection_manifest_000169_ai_022_fabricated_w0027;phase7c1_collection_manifest_000169_ai_022_fabricated_w0030;phase7c1_collection_manifest_000169_ai_022_fabricated_w0029;phase7c1_collection_manifest_000169_ai_022_fabricated_w0028,0.953125,0.890625,25.567435849248927,0.418061286309931,-7.778562400508073,6,26,timestamp_supervision_available,timestamp supervision available; still requires cautious review
