file_id,audio_path,known_origin_label,known_manipulation_labels,duration_sec,sample_rate,embedding_model_name,pooling,extraction_status,warning_message
phase7c1_collection_manifest_000032_ai_005_direct,data/phase7c1/raw/ai_direct/ai_005_direct.wav,ai_synthetic,clean,55.771,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000033_ai_005_fabricated,data/phase7c1/raw/ai_fabricated/ai_005_fabricated.wav,mixed,edited_spliced;partial_fabrication,62.614,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000034_ai_005_mixer_processed,data/phase7c1/raw/ai_mixer/ai_005_mixer_processed.wav,ai_synthetic,mixer_channel_processed,56.341,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000035_ai_005_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_005_replay_laptop_mobile.wav,ai_synthetic,replay_rerecorded,43.844,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000036_human_005_clean,data/phase7c1/raw/human_clean/human_005_clean.wav,human,clean,45.233,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000037_human_005_fabricated,data/phase7c1/raw/human_fabricated/human_005_fabricated.wav,mixed,edited_spliced;partial_fabrication,53.503,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000038_human_005_mixer_processed,data/phase7c1/raw/human_mixer/human_005_mixer_processed.wav,human,mixer_channel_processed,45.035,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000039_human_005_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_005_replay_laptop_mobile.wav,human,replay_rerecorded,27.435,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000040_ai_006_direct,data/phase7c1/raw/ai_direct/ai_006_direct.wav,ai_synthetic,clean,51.54,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000041_ai_006_fabricated,data/phase7c1/raw/ai_fabricated/ai_006_fabricated.wav,mixed,edited_spliced;partial_fabrication,61.087,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000042_ai_006_mixer_processed,data/phase7c1/raw/ai_mixer/ai_006_mixer_processed.wav,ai_synthetic,mixer_channel_processed,52.587,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000043_ai_006_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_006_replay_laptop_mobile.wav,ai_synthetic,replay_rerecorded,54.022,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000044_human_006_clean,data/phase7c1/raw/human_clean/human_006_clean.wav,human,clean,38.037,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000045_human_006_fabricated,data/phase7c1/raw/human_fabricated/human_006_fabricated.wav,mixed,edited_spliced;partial_fabrication,44.352,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000046_human_006_mixer_processed,data/phase7c1/raw/human_mixer/human_006_mixer_processed.wav,human,mixer_channel_processed,37.781,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000047_human_006_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_006_replay_laptop_mobile.wav,human,replay_rerecorded,32.172,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000048_ai_007_direct,data/phase7c1/raw/ai_direct/ai_007_direct.wav,ai_synthetic,clean,48.196,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000049_ai_007_fabricated,data/phase7c1/raw/ai_fabricated/ai_007_fabricated.wav,mixed,edited_spliced;partial_fabrication,56.891,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000050_ai_007_mixer_processed,data/phase7c1/raw/ai_mixer/ai_007_mixer_processed.wav,ai_synthetic,mixer_channel_processed,48.64,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000051_ai_007_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_007_replay_laptop_mobile.wav,ai_synthetic,replay_rerecorded,46.132,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000052_human_007_clean,data/phase7c1/raw/human_clean/human_007_clean.wav,human,clean,31.593,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000053_human_007_fabricated,data/phase7c1/raw/human_fabricated/human_007_fabricated.wav,mixed,edited_spliced;partial_fabrication,39.057,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000054_human_007_mixer_processed,data/phase7c1/raw/human_mixer/human_007_mixer_processed.wav,human,mixer_channel_processed,31.701,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000055_human_007_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_007_replay_laptop_mobile.wav,human,replay_rerecorded,37.095,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000056_ai_008_direct,data/phase7c1/raw/ai_direct/ai_008_direct.wav,ai_synthetic,clean,36.598,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000057_ai_008_fabricated,data/phase7c1/raw/ai_fabricated/ai_008_fabricated.wav,mixed,edited_spliced;partial_fabrication,43.491,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000058_ai_008_mixer_processed,data/phase7c1/raw/ai_mixer/ai_008_mixer_processed.wav,ai_synthetic,mixer_channel_processed,46.08,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000059_ai_008_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_008_replay_laptop_mobile.wav,ai_synthetic,replay_rerecorded,53.781,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000060_human_008_clean,data/phase7c1/raw/human_clean/human_008_clean.wav,human,clean,16.733,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000061_human_008_fabricated,data/phase7c1/raw/human_fabricated/human_008_fabricated.wav,mixed,edited_spliced;partial_fabrication,21.437,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000062_human_008_mixer_processed,data/phase7c1/raw/human_mixer/human_008_mixer_processed.wav,human,mixer_channel_processed,16.789,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_008_replay_laptop_mobile.wav,human,replay_rerecorded,39.974,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000064_ai_009_direct,data/phase7c1/raw/ai_direct/ai_009_direct.wav,ai_synthetic,clean,44.069,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000065_ai_009_fabricated,data/phase7c1/raw/ai_fabricated/ai_009_fabricated.wav,mixed,edited_spliced;partial_fabrication,53.776,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000066_ai_009_mixer_processed,data/phase7c1/raw/ai_mixer/ai_009_mixer_processed.wav,ai_synthetic,mixer_channel_processed,37.525,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000067_ai_009_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_009_replay_laptop_mobile.wav,ai_synthetic,replay_rerecorded,54.805,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000068_human_009_clean,data/phase7c1/raw/human_clean/human_009_clean.wav,human,clean,49.792,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000069_human_009_fabricated,data/phase7c1/raw/human_fabricated/human_009_fabricated.wav,mixed,edited_spliced;partial_fabrication,56.512,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000070_human_009_mixer_processed,data/phase7c1/raw/human_mixer/human_009_mixer_processed.wav,human,mixer_channel_processed,47.104,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000071_human_009_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_009_replay_laptop_mobile.wav,human,replay_rerecorded,28.271,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000072_ai_010_direct,data/phase7c1/raw/ai_direct/ai_010_direct.wav,ai_synthetic,clean,43.703,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000073_ai_010_fabricated,data/phase7c1/raw/ai_fabricated/ai_010_fabricated.wav,mixed,edited_spliced;partial_fabrication,51.103,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000074_ai_010_mixer_processed,data/phase7c1/raw/ai_mixer/ai_010_mixer_processed.wav,ai_synthetic,mixer_channel_processed,44.928,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000075_ai_010_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_010_replay_laptop_mobile.wav,ai_synthetic,replay_rerecorded,53.66,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000076_human_010_clean,data/phase7c1/raw/human_clean/human_010_clean.wav,human,clean,36.907,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000077_human_010_fabricated,data/phase7c1/raw/human_fabricated/human_010_fabricated.wav,mixed,edited_spliced;partial_fabrication,44.456,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000078_human_010_mixer_processed,data/phase7c1/raw/human_mixer/human_010_mixer_processed.wav,human,mixer_channel_processed,37.035,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000079_human_010_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_010_replay_laptop_mobile.wav,human,replay_rerecorded,28.364,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000080_ai_011_direct,data/phase7c1/raw/ai_direct/ai_011_direct.wav,ai_synthetic,clean,39.053,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000081_ai_011_fabricated,data/phase7c1/raw/ai_fabricated/ai_011_fabricated.wav,mixed,edited_spliced;partial_fabrication,45.609,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000082_ai_011_mixer_processed,data/phase7c1/raw/ai_mixer/ai_011_mixer_processed.wav,ai_synthetic,mixer_channel_processed,40.021,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000083_ai_011_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_011_replay_laptop_mobile.wav,ai_synthetic,replay_rerecorded,50.529,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000084_human_011_clean,data/phase7c1/raw/human_clean/human_011_clean.wav,human,clean,41.728,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000085_human_011_fabricated,data/phase7c1/raw/human_fabricated/human_011_fabricated.wav,mixed,edited_spliced;partial_fabrication,49.537,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000086_human_011_mixer_processed,data/phase7c1/raw/human_mixer/human_011_mixer_processed.wav,human,mixer_channel_processed,37.184,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000087_human_011_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_011_replay_laptop_mobile.wav,human,replay_rerecorded,34.401,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000088_ai_012_direct,data/phase7c1/raw/ai_direct/ai_012_direct.wav,ai_synthetic,clean,43.703,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000089_ai_012_fabricated,data/phase7c1/raw/ai_fabricated/ai_012_fabricated.wav,mixed,edited_spliced;partial_fabrication,51.715,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000090_ai_012_mixer_processed,data/phase7c1/raw/ai_mixer/ai_012_mixer_processed.wav,ai_synthetic,mixer_channel_processed,44.181,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000091_ai_012_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_012_replay_laptop_mobile.wav,ai_synthetic,replay_rerecorded,54.985,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000092_human_012_clean,data/phase7c1/raw/human_clean/human_012_clean.wav,human,clean,44.278,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000093_human_012_fabricated,data/phase7c1/raw/human_fabricated/human_012_fabricated.wav,mixed,edited_spliced;partial_fabrication,50.875,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000094_human_012_mixer_processed,data/phase7c1/raw/human_mixer/human_012_mixer_processed.wav,human,mixer_channel_processed,44.032,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000095_human_012_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_012_replay_laptop_mobile.wav,human,replay_rerecorded,31.429,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000096_ai_013_direct,data/phase7c1/raw/ai_direct/ai_013_direct.wav,ai_synthetic,clean,54.152,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000097_ai_013_fabricated,data/phase7c1/raw/ai_fabricated/ai_013_fabricated.wav,mixed,edited_spliced;partial_fabrication,62.113,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000098_ai_013_mixer_processed,data/phase7c1/raw/ai_mixer/ai_013_mixer_processed.wav,ai_synthetic,mixer_channel_processed,54.912,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000099_ai_013_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_013_replay_laptop_mobile.wav,ai_synthetic,replay_rerecorded,60.888,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000100_human_013_clean,data/phase7c1/raw/human_clean/human_013_clean.wav,human,clean,39.474,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000101_human_013_fabricated,data/phase7c1/raw/human_fabricated/human_013_fabricated.wav,mixed,edited_spliced;partial_fabrication,47.604,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000102_human_013_mixer_processed,data/phase7c1/raw/human_mixer/human_013_mixer_processed.wav,human,mixer_channel_processed,38.549,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000103_human_013_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_013_replay_laptop_mobile.wav,human,replay_rerecorded,39.417,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000104_ai_014_direct,data/phase7c1/raw/ai_direct/ai_014_direct.wav,ai_synthetic,clean,46.054,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000105_ai_014_fabricated,data/phase7c1/raw/ai_fabricated/ai_014_fabricated.wav,mixed,edited_spliced;partial_fabrication,54.474,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000106_ai_014_mixer_processed,data/phase7c1/raw/ai_mixer/ai_014_mixer_processed.wav,ai_synthetic,mixer_channel_processed,47.424,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000107_ai_014_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_014_replay_laptop_mobile.wav,ai_synthetic,replay_rerecorded,55.287,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000108_human_014_clean,data/phase7c1/raw/human_clean/human_014_clean.wav,human,clean,40.256,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000109_human_014_fabricated,data/phase7c1/raw/human_fabricated/human_014_fabricated.wav,mixed,edited_spliced;partial_fabrication,47.019,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000110_human_014_mixer_processed,data/phase7c1/raw/human_mixer/human_014_mixer_processed.wav,human,mixer_channel_processed,40.512,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000111_human_014_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_014_replay_laptop_mobile.wav,human,replay_rerecorded,29.386,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000112_ai_015_direct,data/phase7c1/raw/ai_direct/ai_015_direct.wav,ai_synthetic,clean,54.674,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000113_ai_015_fabricated,data/phase7c1/raw/ai_fabricated/ai_015_fabricated.wav,mixed,edited_spliced;partial_fabrication,64.39,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000114_ai_015_mixer_processed,data/phase7c1/raw/ai_mixer/ai_015_mixer_processed.wav,ai_synthetic,mixer_channel_processed,55.381,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000115_ai_015_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_015_replay_laptop_mobile.wav,ai_synthetic,replay_rerecorded,55.528,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000116_human_015_clean,data/phase7c1/raw/human_clean/human_015_clean.wav,human,clean,40.704,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000117_human_015_fabricated,data/phase7c1/raw/human_fabricated/human_015_fabricated.wav,mixed,edited_spliced;partial_fabrication,48.561,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000118_human_015_mixer_processed,data/phase7c1/raw/human_mixer/human_015_mixer_processed.wav,human,mixer_channel_processed,41.643,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000119_human_015_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_015_replay_laptop_mobile.wav,human,replay_rerecorded,37.844,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000120_ai_016_direct,data/phase7c1/raw/ai_direct/ai_016_direct.wav,ai_synthetic,clean,53.864,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000121_ai_016_fabricated,data/phase7c1/raw/ai_fabricated/ai_016_fabricated.wav,mixed,edited_spliced;partial_fabrication,64.432,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000122_ai_016_mixer_processed,data/phase7c1/raw/ai_mixer/ai_016_mixer_processed.wav,ai_synthetic,mixer_channel_processed,54.869,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000123_ai_016_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_016_replay_laptop_mobile.wav,ai_synthetic,replay_rerecorded,51.733,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000124_human_016_clean,data/phase7c1/raw/human_clean/human_016_clean.wav,human,clean,50.731,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000125_human_016_fabricated,data/phase7c1/raw/human_fabricated/human_016_fabricated.wav,mixed,edited_spliced;partial_fabrication,60.01,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000126_human_016_mixer_processed,data/phase7c1/raw/human_mixer/human_016_mixer_processed.wav,human,mixer_channel_processed,49.941,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000127_human_016_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_016_replay_laptop_mobile.wav,human,replay_rerecorded,27.9,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000128_ai_017_direct,data/phase7c1/raw/ai_direct/ai_017_direct.wav,ai_synthetic,clean,55.014,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000129_ai_017_fabricated,data/phase7c1/raw/ai_fabricated/ai_017_fabricated.wav,mixed,edited_spliced;partial_fabrication,64.648,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000130_ai_017_mixer_processed,data/phase7c1/raw/ai_mixer/ai_017_mixer_processed.wav,ai_synthetic,mixer_channel_processed,55.552,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000131_ai_017_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_017_replay_laptop_mobile.wav,ai_synthetic,replay_rerecorded,40.291,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000132_human_017_clean,data/phase7c1/raw/human_clean/human_017_clean.wav,human,clean,48.578,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000133_human_017_fabricated,data/phase7c1/raw/human_fabricated/human_017_fabricated.wav,mixed,edited_spliced;partial_fabrication,58.388,44100,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000134_human_017_mixer_processed,data/phase7c1/raw/human_mixer/human_017_mixer_processed.wav,human,mixer_channel_processed,51.221,48000,microsoft/wavlm-base-plus,mean,ok,
phase7c1_collection_manifest_000135_human_017_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_017_replay_laptop_mobile.wav,human,replay_rerecorded,37.717,48000,microsoft/wavlm-base-plus,mean,ok,
