file_id,source_file_id,source_audio_path,augmented_audio_path,audit_condition,origin_target_processed_ai,codec_rate,snr_db,gain
phase7c1_collection_manifest_000030_human_004_mixer_processed__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000030_human_004_mixer_processed,data/phase7c1/raw/human_mixer/human_004_mixer_processed.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000030_human_004_mixer_processed__aug_codec_noise_gain_v1.wav,human_mixer_processed,0,8000,20.30832164946737,0.9919256106352216
phase7c1_collection_manifest_000031_human_004_replay_laptop_mobile__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000031_human_004_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_004_replay_laptop_mobile.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000031_human_004_replay_laptop_mobile__aug_codec_noise_gain_v1.wav,human_replayed,0,12000,19.178274842638988,0.9229061290988246
phase7c1_collection_manifest_000048_ai_007_direct__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000048_ai_007_direct,data/phase7c1/raw/ai_direct/ai_007_direct.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000048_ai_007_direct__aug_codec_noise_gain_v1.wav,ai_clean_direct,1,8000,18.26038863595415,0.8991418114523672
phase7c1_collection_manifest_000050_ai_007_mixer_processed__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000050_ai_007_mixer_processed,data/phase7c1/raw/ai_mixer/ai_007_mixer_processed.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000050_ai_007_mixer_processed__aug_codec_noise_gain_v1.wav,ai_mixer_processed,1,8000,24.40473428890874,1.027407603107592
phase7c1_collection_manifest_000051_ai_007_replay_laptop_mobile__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000051_ai_007_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_007_replay_laptop_mobile.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000051_ai_007_replay_laptop_mobile__aug_codec_noise_gain_v1.wav,ai_replayed,1,8000,22.354331229272034,0.9513987800691338
phase7c1_collection_manifest_000052_human_007_clean__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000052_human_007_clean,data/phase7c1/raw/human_clean/human_007_clean.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000052_human_007_clean__aug_codec_noise_gain_v1.wav,human_clean,0,12000,22.88927316441836,0.8873888707165701
phase7c1_collection_manifest_000054_human_007_mixer_processed__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000054_human_007_mixer_processed,data/phase7c1/raw/human_mixer/human_007_mixer_processed.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000054_human_007_mixer_processed__aug_codec_noise_gain_v1.wav,human_mixer_processed,0,8000,22.27447119741889,1.0796551697081849
phase7c1_collection_manifest_000055_human_007_replay_laptop_mobile__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000055_human_007_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_007_replay_laptop_mobile.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000055_human_007_replay_laptop_mobile__aug_codec_noise_gain_v1.wav,human_replayed,0,8000,18.21834430701032,1.1452291986563752
phase7c1_collection_manifest_000056_ai_008_direct__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000056_ai_008_direct,data/phase7c1/raw/ai_direct/ai_008_direct.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000056_ai_008_direct__aug_codec_noise_gain_v1.wav,ai_clean_direct,1,12000,19.85786686478449,0.9865084938241888
phase7c1_collection_manifest_000058_ai_008_mixer_processed__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000058_ai_008_mixer_processed,data/phase7c1/raw/ai_mixer/ai_008_mixer_processed.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000058_ai_008_mixer_processed__aug_codec_noise_gain_v1.wav,ai_mixer_processed,1,12000,18.04713079727122,1.069638585244411
phase7c1_collection_manifest_000059_ai_008_replay_laptop_mobile__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000059_ai_008_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_008_replay_laptop_mobile.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000059_ai_008_replay_laptop_mobile__aug_codec_noise_gain_v1.wav,ai_replayed,1,8000,23.587889869895875,0.9715130148117438
phase7c1_collection_manifest_000060_human_008_clean__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000060_human_008_clean,data/phase7c1/raw/human_clean/human_008_clean.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000060_human_008_clean__aug_codec_noise_gain_v1.wav,human_clean,0,12000,22.45466848178216,1.0874640618277915
phase7c1_collection_manifest_000062_human_008_mixer_processed__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000062_human_008_mixer_processed,data/phase7c1/raw/human_mixer/human_008_mixer_processed.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000062_human_008_mixer_processed__aug_codec_noise_gain_v1.wav,human_mixer_processed,0,12000,24.899629138953912,1.0140013097241207
phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_008_replay_laptop_mobile.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile__aug_codec_noise_gain_v1.wav,human_replayed,0,8000,18.747972346554036,1.0891691757358128
phase7c1_collection_manifest_000072_ai_010_direct__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000072_ai_010_direct,data/phase7c1/raw/ai_direct/ai_010_direct.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000072_ai_010_direct__aug_codec_noise_gain_v1.wav,ai_clean_direct,1,12000,25.805552635720773,1.1096945565631924
phase7c1_collection_manifest_000074_ai_010_mixer_processed__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000074_ai_010_mixer_processed,data/phase7c1/raw/ai_mixer/ai_010_mixer_processed.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000074_ai_010_mixer_processed__aug_codec_noise_gain_v1.wav,ai_mixer_processed,1,12000,19.115849723804125,0.8863833491620488
phase7c1_collection_manifest_000075_ai_010_replay_laptop_mobile__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000075_ai_010_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_010_replay_laptop_mobile.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000075_ai_010_replay_laptop_mobile__aug_codec_noise_gain_v1.wav,ai_replayed,1,12000,18.31461681476546,1.1433404097058286
phase7c1_collection_manifest_000076_human_010_clean__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000076_human_010_clean,data/phase7c1/raw/human_clean/human_010_clean.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000076_human_010_clean__aug_codec_noise_gain_v1.wav,human_clean,0,12000,22.52525438476854,1.0125579321219285
phase7c1_collection_manifest_000078_human_010_mixer_processed__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000078_human_010_mixer_processed,data/phase7c1/raw/human_mixer/human_010_mixer_processed.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000078_human_010_mixer_processed__aug_codec_noise_gain_v1.wav,human_mixer_processed,0,8000,21.241845806195574,0.9704537113167608
phase7c1_collection_manifest_000079_human_010_replay_laptop_mobile__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000079_human_010_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_010_replay_laptop_mobile.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000079_human_010_replay_laptop_mobile__aug_codec_noise_gain_v1.wav,human_replayed,0,12000,24.60082954748638,0.9094567073897871
phase7c1_collection_manifest_000080_ai_011_direct__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000080_ai_011_direct,data/phase7c1/raw/ai_direct/ai_011_direct.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000080_ai_011_direct__aug_codec_noise_gain_v1.wav,ai_clean_direct,1,12000,21.413493413911503,1.1204682895968552
phase7c1_collection_manifest_000082_ai_011_mixer_processed__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000082_ai_011_mixer_processed,data/phase7c1/raw/ai_mixer/ai_011_mixer_processed.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000082_ai_011_mixer_processed__aug_codec_noise_gain_v1.wav,ai_mixer_processed,1,12000,19.190287288187267,1.0934376421573178
phase7c1_collection_manifest_000083_ai_011_replay_laptop_mobile__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000083_ai_011_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_011_replay_laptop_mobile.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000083_ai_011_replay_laptop_mobile__aug_codec_noise_gain_v1.wav,ai_replayed,1,12000,22.01846116195035,1.0359994298117405
phase7c1_collection_manifest_000084_human_011_clean__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000084_human_011_clean,data/phase7c1/raw/human_clean/human_011_clean.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000084_human_011_clean__aug_codec_noise_gain_v1.wav,human_clean,0,8000,18.064641188655266,0.9077710566029218
phase7c1_collection_manifest_000086_human_011_mixer_processed__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000086_human_011_mixer_processed,data/phase7c1/raw/human_mixer/human_011_mixer_processed.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000086_human_011_mixer_processed__aug_codec_noise_gain_v1.wav,human_mixer_processed,0,8000,25.578900654204187,1.0512550525823834
phase7c1_collection_manifest_000087_human_011_replay_laptop_mobile__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000087_human_011_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_011_replay_laptop_mobile.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000087_human_011_replay_laptop_mobile__aug_codec_noise_gain_v1.wav,human_replayed,0,12000,18.492225169004676,0.9584550656297981
phase7c1_collection_manifest_000096_ai_013_direct__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000096_ai_013_direct,data/phase7c1/raw/ai_direct/ai_013_direct.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000096_ai_013_direct__aug_codec_noise_gain_v1.wav,ai_clean_direct,1,12000,21.554875824435452,1.0875687668381617
phase7c1_collection_manifest_000098_ai_013_mixer_processed__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000098_ai_013_mixer_processed,data/phase7c1/raw/ai_mixer/ai_013_mixer_processed.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000098_ai_013_mixer_processed__aug_codec_noise_gain_v1.wav,ai_mixer_processed,1,12000,19.652164427143322,1.061516204267872
phase7c1_collection_manifest_000099_ai_013_replay_laptop_mobile__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000099_ai_013_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_013_replay_laptop_mobile.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000099_ai_013_replay_laptop_mobile__aug_codec_noise_gain_v1.wav,ai_replayed,1,12000,25.09987739700655,0.981412058308201
phase7c1_collection_manifest_000100_human_013_clean__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000100_human_013_clean,data/phase7c1/raw/human_clean/human_013_clean.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000100_human_013_clean__aug_codec_noise_gain_v1.wav,human_clean,0,12000,23.380946422112476,0.9602518636273454
phase7c1_collection_manifest_000102_human_013_mixer_processed__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000102_human_013_mixer_processed,data/phase7c1/raw/human_mixer/human_013_mixer_processed.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000102_human_013_mixer_processed__aug_codec_noise_gain_v1.wav,human_mixer_processed,0,12000,25.42825219298886,0.8533865957917747
phase7c1_collection_manifest_000103_human_013_replay_laptop_mobile__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000103_human_013_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_013_replay_laptop_mobile.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000103_human_013_replay_laptop_mobile__aug_codec_noise_gain_v1.wav,human_replayed,0,12000,21.469968857292187,0.9656536776720526
phase7c1_collection_manifest_000120_ai_016_direct__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000120_ai_016_direct,data/phase7c1/raw/ai_direct/ai_016_direct.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000120_ai_016_direct__aug_codec_noise_gain_v1.wav,ai_clean_direct,1,8000,20.408808460175873,1.0821884698315487
phase7c1_collection_manifest_000122_ai_016_mixer_processed__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000122_ai_016_mixer_processed,data/phase7c1/raw/ai_mixer/ai_016_mixer_processed.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000122_ai_016_mixer_processed__aug_codec_noise_gain_v1.wav,ai_mixer_processed,1,12000,23.806802386437845,1.0381691748341204
phase7c1_collection_manifest_000123_ai_016_replay_laptop_mobile__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000123_ai_016_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_016_replay_laptop_mobile.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000123_ai_016_replay_laptop_mobile__aug_codec_noise_gain_v1.wav,ai_replayed,1,12000,18.685453213549316,1.0756502619312271
phase7c1_collection_manifest_000124_human_016_clean__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000124_human_016_clean,data/phase7c1/raw/human_clean/human_016_clean.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000124_human_016_clean__aug_codec_noise_gain_v1.wav,human_clean,0,8000,18.383403246663246,1.106480334699782
phase7c1_collection_manifest_000126_human_016_mixer_processed__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000126_human_016_mixer_processed,data/phase7c1/raw/human_mixer/human_016_mixer_processed.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000126_human_016_mixer_processed__aug_codec_noise_gain_v1.wav,human_mixer_processed,0,8000,20.407002974187847,1.095182136686054
phase7c1_collection_manifest_000127_human_016_replay_laptop_mobile__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000127_human_016_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_016_replay_laptop_mobile.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000127_human_016_replay_laptop_mobile__aug_codec_noise_gain_v1.wav,human_replayed,0,12000,20.174519650814556,1.0592829398822194
phase7c1_collection_manifest_000128_ai_017_direct__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000128_ai_017_direct,data/phase7c1/raw/ai_direct/ai_017_direct.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000128_ai_017_direct__aug_codec_noise_gain_v1.wav,ai_clean_direct,1,12000,19.138080712777466,0.9105792971320785
phase7c1_collection_manifest_000130_ai_017_mixer_processed__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000130_ai_017_mixer_processed,data/phase7c1/raw/ai_mixer/ai_017_mixer_processed.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000130_ai_017_mixer_processed__aug_codec_noise_gain_v1.wav,ai_mixer_processed,1,8000,24.585286425089453,1.0795092008045568
phase7c1_collection_manifest_000131_ai_017_replay_laptop_mobile__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000131_ai_017_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_017_replay_laptop_mobile.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000131_ai_017_replay_laptop_mobile__aug_codec_noise_gain_v1.wav,ai_replayed,1,8000,22.752628718490577,1.0143585554686372
phase7c1_collection_manifest_000132_human_017_clean__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000132_human_017_clean,data/phase7c1/raw/human_clean/human_017_clean.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000132_human_017_clean__aug_codec_noise_gain_v1.wav,human_clean,0,8000,25.04846869456593,1.0942264215549071
phase7c1_collection_manifest_000134_human_017_mixer_processed__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000134_human_017_mixer_processed,data/phase7c1/raw/human_mixer/human_017_mixer_processed.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000134_human_017_mixer_processed__aug_codec_noise_gain_v1.wav,human_mixer_processed,0,8000,18.89038775489324,0.9848687762497303
phase7c1_collection_manifest_000135_human_017_replay_laptop_mobile__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000135_human_017_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_017_replay_laptop_mobile.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000135_human_017_replay_laptop_mobile__aug_codec_noise_gain_v1.wav,human_replayed,0,8000,23.411496331019375,1.0699483929906455
phase7c1_collection_manifest_000136_ai_018_direct__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000136_ai_018_direct,data/phase7c1/raw/ai_direct/ai_018_direct.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000136_ai_018_direct__aug_codec_noise_gain_v1.wav,ai_clean_direct,1,12000,19.04737755661786,0.9066938542339663
phase7c1_collection_manifest_000138_ai_018_mixer_processed__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000138_ai_018_mixer_processed,data/phase7c1/raw/ai_mixer/ai_018_mixer_processed.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000138_ai_018_mixer_processed__aug_codec_noise_gain_v1.wav,ai_mixer_processed,1,8000,23.667875719121028,1.0523219883354948
phase7c1_collection_manifest_000139_ai_018_replay_laptop_mobile__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000139_ai_018_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_018_replay_laptop_mobile.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000139_ai_018_replay_laptop_mobile__aug_codec_noise_gain_v1.wav,ai_replayed,1,12000,18.085107946955812,1.1365229913289596
phase7c1_collection_manifest_000140_human_018_clean__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000140_human_018_clean,data/phase7c1/raw/human_clean/human_018_clean.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000140_human_018_clean__aug_codec_noise_gain_v1.wav,human_clean,0,8000,21.605891508428495,0.9245363450158031
phase7c1_collection_manifest_000142_human_018_mixer_processed__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000142_human_018_mixer_processed,data/phase7c1/raw/human_mixer/human_018_mixer_processed.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000142_human_018_mixer_processed__aug_codec_noise_gain_v1.wav,human_mixer_processed,0,12000,25.177824389313443,0.9995320517899626
phase7c1_collection_manifest_000143_human_018_replay_laptop_mobile__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000143_human_018_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_018_replay_laptop_mobile.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000143_human_018_replay_laptop_mobile__aug_codec_noise_gain_v1.wav,human_replayed,0,12000,20.771898553846537,0.960717198010781
phase7c1_collection_manifest_000144_ai_019_direct__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000144_ai_019_direct,data/phase7c1/raw/ai_direct/ai_019_direct.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000144_ai_019_direct__aug_codec_noise_gain_v1.wav,ai_clean_direct,1,12000,22.68631119447327,1.1176747764573305
phase7c1_collection_manifest_000146_ai_019_mixer_processed__aug_codec_noise_gain_v1,phase7c1_collection_manifest_000146_ai_019_mixer_processed,data/phase7c1/raw/ai_mixer/ai_019_mixer_processed.wav,E:\FYP\reports\release_audit\origin_retrain_processed_ai_augmented_2026-06-13\augmented_audio\phase7c1_collection_manifest_000146_ai_019_mixer_processed__aug_codec_noise_gain_v1.wav,ai_mixer_processed,1,8000,21.731076721661427,0.9112636565151285
