case_type,file_path,file_name,segment_rank,segment_index_chronological,segment_start,segment_end,segment_probability,is_high_segment,has_timestamp_label,timestamp_start,timestamp_end,overlaps_known_fabricated_timestamp,expected_segment_label,segment_relation_to_timestamp,segment_manual_review_note
fabricated_20pct_false_negative,testing_audios/fabricated_20pct/human_003_clean_partial_fake_20pct.wav,human_003_clean_partial_fake_20pct.wav,1,6,12.0,16.0,0.6080105776660463,False,True,6.635646,14.483991,True,1,overlaps_fabricated_timestamp,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
fabricated_20pct_false_negative,testing_audios/fabricated_20pct/human_007_clean_partial_fake_20pct.wav,human_007_clean_partial_fake_20pct.wav,2,13,26.0,30.0,0.9968092374788908,True,True,22.079292,28.397979,True,1,overlaps_fabricated_timestamp,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
fabricated_20pct_false_negative,testing_audios/fabricated_20pct/human_007_clean_partial_fake_20pct.wav,human_007_clean_partial_fake_20pct.wav,3,12,24.0,28.0,0.925976062848922,True,True,22.079292,28.397979,True,1,overlaps_fabricated_timestamp,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
fabricated_20pct_false_negative,testing_audios/fabricated_20pct/human_007_clean_partial_fake_20pct.wav,human_007_clean_partial_fake_20pct.wav,4,10,20.0,24.0,0.8519570853821025,False,True,22.079292,28.397979,True,1,overlaps_fabricated_timestamp,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
fabricated_20pct_false_negative,testing_audios/fabricated_20pct/human_007_clean_partial_fake_20pct.wav,human_007_clean_partial_fake_20pct.wav,5,5,10.0,14.0,0.004762706397719,False,True,22.079292,28.397979,False,0,outside_fabricated_timestamp,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
fabricated_20pct_false_negative,testing_audios/fabricated_20pct/human_007_clean_partial_fake_20pct.wav,human_007_clean_partial_fake_20pct.wav,6,6,12.0,16.0,0.004096741195214,False,True,22.079292,28.397979,False,0,outside_fabricated_timestamp,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
fabricated_20pct_false_negative,testing_audios/fabricated_20pct/human_007_clean_partial_fake_20pct.wav,human_007_clean_partial_fake_20pct.wav,7,0,0.0,4.0,0.0020127173461622,False,True,22.079292,28.397979,False,0,outside_fabricated_timestamp,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
fabricated_20pct_false_negative,testing_audios/fabricated_20pct/human_007_clean_partial_fake_20pct.wav,human_007_clean_partial_fake_20pct.wav,8,15,30.0,31.5935,0.0011902891496715,False,True,22.079292,28.397979,False,0,outside_fabricated_timestamp,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
fabricated_20pct_false_negative,testing_audios/fabricated_20pct/human_007_clean_partial_fake_20pct.wav,human_007_clean_partial_fake_20pct.wav,9,9,18.0,22.0,0.0003144673447251,False,True,22.079292,28.397979,False,0,outside_fabricated_timestamp,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
fabricated_20pct_false_negative,testing_audios/fabricated_20pct/human_007_clean_partial_fake_20pct.wav,human_007_clean_partial_fake_20pct.wav,10,14,28.0,31.5935,0.0002632767074165,False,True,22.079292,28.397979,True,1,overlaps_fabricated_timestamp,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
fabricated_20pct_false_negative,testing_audios/fabricated_20pct/human_009_clean_partial_fake_20pct.wav,human_009_clean_partial_fake_20pct.wav,1,11,22.0,26.0,0.9860544380595414,True,True,18.329083,28.287479,True,1,overlaps_fabricated_timestamp,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
fabricated_20pct_false_negative,testing_audios/fabricated_20pct/human_009_clean_partial_fake_20pct.wav,human_009_clean_partial_fake_20pct.wav,2,10,20.0,24.0,0.983609461490608,True,True,18.329083,28.287479,True,1,overlaps_fabricated_timestamp,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
fabricated_20pct_false_negative,testing_audios/fabricated_20pct/human_009_clean_partial_fake_20pct.wav,human_009_clean_partial_fake_20pct.wav,3,13,26.0,30.0,0.9811131207718388,True,True,18.329083,28.287479,True,1,overlaps_fabricated_timestamp,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
fabricated_20pct_false_negative,testing_audios/fabricated_20pct/human_009_clean_partial_fake_20pct.wav,human_009_clean_partial_fake_20pct.wav,4,9,18.0,22.0,0.8173973490107395,False,True,18.329083,28.287479,True,1,overlaps_fabricated_timestamp,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
fabricated_20pct_false_negative,testing_audios/fabricated_20pct/human_009_clean_partial_fake_20pct.wav,human_009_clean_partial_fake_20pct.wav,5,12,24.0,28.0,0.7642093477180476,False,True,18.329083,28.287479,True,1,overlaps_fabricated_timestamp,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
fabricated_20pct_false_negative,testing_audios/fabricated_20pct/human_009_clean_partial_fake_20pct.wav,human_009_clean_partial_fake_20pct.wav,6,1,2.0,6.0,0.1644336940928669,False,True,18.329083,28.287479,False,0,outside_fabricated_timestamp,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
fabricated_20pct_false_negative,testing_audios/fabricated_20pct/human_009_clean_partial_fake_20pct.wav,human_009_clean_partial_fake_20pct.wav,7,5,10.0,14.0,0.0763335500486068,False,True,18.329083,28.287479,False,0,outside_fabricated_timestamp,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
fabricated_20pct_false_negative,testing_audios/fabricated_20pct/human_009_clean_partial_fake_20pct.wav,human_009_clean_partial_fake_20pct.wav,8,20,40.0,44.0,0.0417678754237255,False,True,18.329083,28.287479,False,0,outside_fabricated_timestamp,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
fabricated_20pct_false_negative,testing_audios/fabricated_20pct/human_009_clean_partial_fake_20pct.wav,human_009_clean_partial_fake_20pct.wav,9,2,4.0,8.0,0.0311139768581524,False,True,18.329083,28.287479,False,0,outside_fabricated_timestamp,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
fabricated_20pct_false_negative,testing_audios/fabricated_20pct/human_009_clean_partial_fake_20pct.wav,human_009_clean_partial_fake_20pct.wav,10,14,28.0,32.0,0.0193664419598432,False,True,18.329083,28.287479,False,0,outside_fabricated_timestamp,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
nonpartial_false_positive,testing_audios/T1/T1.2.mp3,T1.2.mp3,1,59,118.0,118.9758125,0.9999999999601212,True,False,,,False,0,timestamp_unavailable,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
nonpartial_false_positive,testing_audios/T1/T1.2.mp3,T1.2.mp3,2,38,76.0,80.0,0.999991652647275,True,False,,,False,0,timestamp_unavailable,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
nonpartial_false_positive,testing_audios/T1/T1.2.mp3,T1.2.mp3,3,24,48.0,52.0,0.997555439170622,True,False,,,False,0,timestamp_unavailable,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
nonpartial_false_positive,testing_audios/T1/T1.2.mp3,T1.2.mp3,4,39,78.0,82.0,0.9962577429565036,True,False,,,False,0,timestamp_unavailable,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
nonpartial_false_positive,testing_audios/T1/T1.2.mp3,T1.2.mp3,5,56,112.0,116.0,0.9950161473316632,True,False,,,False,0,timestamp_unavailable,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
nonpartial_false_positive,testing_audios/T1/T1.2.mp3,T1.2.mp3,6,25,50.0,54.0,0.9902002584601995,True,False,,,False,0,timestamp_unavailable,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
nonpartial_false_positive,testing_audios/T1/T1.2.mp3,T1.2.mp3,7,9,18.0,22.0,0.9890188739275176,True,False,,,False,0,timestamp_unavailable,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
nonpartial_false_positive,testing_audios/T1/T1.2.mp3,T1.2.mp3,8,10,20.0,24.0,0.9878737011240244,True,False,,,False,0,timestamp_unavailable,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
nonpartial_false_positive,testing_audios/T1/T1.2.mp3,T1.2.mp3,9,46,92.0,96.0,0.9794190853556768,True,False,,,False,0,timestamp_unavailable,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
nonpartial_false_positive,testing_audios/T1/T1.2.mp3,T1.2.mp3,10,18,36.0,40.0,0.9694878332507116,True,False,,,False,0,timestamp_unavailable,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
nonpartial_false_positive,testing_audios/T4/T4.1.mp3,T4.1.mp3,1,78,156.0,160.0,0.9999999924017696,True,False,,,False,0,timestamp_unavailable,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
nonpartial_false_positive,testing_audios/T4/T4.1.mp3,T4.1.mp3,2,32,64.0,68.0,0.9999934823161064,True,False,,,False,0,timestamp_unavailable,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
nonpartial_false_positive,testing_audios/T4/T4.1.mp3,T4.1.mp3,3,7,14.0,18.0,0.9999916759535634,True,False,,,False,0,timestamp_unavailable,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
nonpartial_false_positive,testing_audios/T4/T4.1.mp3,T4.1.mp3,4,0,0.0,4.0,0.9999885194579352,True,False,,,False,0,timestamp_unavailable,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
nonpartial_false_positive,testing_audios/T4/T4.1.mp3,T4.1.mp3,5,40,80.0,84.0,0.9999492791055744,True,False,,,False,0,timestamp_unavailable,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
nonpartial_false_positive,testing_audios/T4/T4.1.mp3,T4.1.mp3,6,82,164.0,168.0,0.999885243405964,True,False,,,False,0,timestamp_unavailable,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
nonpartial_false_positive,testing_audios/T4/T4.1.mp3,T4.1.mp3,7,1,2.0,6.0,0.9997752040643392,True,False,,,False,0,timestamp_unavailable,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
nonpartial_false_positive,testing_audios/T4/T4.1.mp3,T4.1.mp3,8,81,162.0,166.0,0.9997481809979016,True,False,,,False,0,timestamp_unavailable,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
nonpartial_false_positive,testing_audios/T4/T4.1.mp3,T4.1.mp3,9,84,168.0,172.0,0.9996335263760608,True,False,,,False,0,timestamp_unavailable,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
nonpartial_false_positive,testing_audios/T4/T4.1.mp3,T4.1.mp3,10,9,18.0,22.0,0.9994533844771686,True,False,,,False,0,timestamp_unavailable,Top-ranked candidate segment for diagnostic review; experimental evidence indicator only.
