level,comparison_name,level_a,level_b,embedding_dim_name,group_a_count,group_b_count,group_a_mean,group_b_mean,group_a_median,group_b_median,abs_mean_difference,effect_size,missing_percent,direction,interpretation_note
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_434,23,23,0.022394756260125482,-0.02238019899991539,0.0224666967988014,-0.0218448899686336,0.04477495526004087,4.796534648330947,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_719,23,23,-0.04518316305525921,-0.013453525308843495,-0.0450029894709587,-0.0148814693093299,0.03172963774641572,3.2716412583373176,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_108,23,23,-0.027752098789357568,0.016618209227960017,-0.0228851158171892,0.0146028269082307,0.04437030801731759,3.2465739937659026,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_754,23,23,-0.01737089801336755,0.015382989178128179,-0.0166932772845029,0.0172301642596721,0.03275388719149573,3.245187627119692,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_263,23,23,-0.0870933820614996,0.033223609612120876,-0.0855033099651336,0.0453940741717815,0.12031699167362048,3.210241343049507,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_575,23,23,0.04004441059963855,-0.003009744044190834,0.035998597741127,-0.0066798324696719,0.04305415464382938,3.2030802374777587,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_162,23,23,-0.05827498063445087,-0.014835627597716172,-0.0569116175174713,-0.0128639340400695,0.0434393530367347,3.119024879798517,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_139,23,23,-0.060095363499029796,-0.02792499158227731,-0.0601911023259162,-0.0297307092696428,0.03217037191675248,3.09597062754365,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_360,23,23,-0.04657135887638377,-0.0058629844013763305,-0.0467701703310012,-0.0096044968813657,0.04070837447500744,3.0937713262248097,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_407,23,23,0.005971398194441952,0.04708550117262027,0.0076744155958294,0.0479714348912239,0.041114102978178316,3.075411231199282,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_534,23,23,-0.021655731328317607,0.02267032091343851,-0.0201843492686748,0.0210019201040267,0.04432605224175612,3.0627953502317906,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,ssl_emb_390,46,46,-0.007312355455170541,-0.03763848101801194,-0.008966089691966751,-0.0391403697431087,0.0303261255628414,2.5638082515508613,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,ssl_emb_336,46,46,-0.026329515142487738,0.02030897281783042,-0.031243310309946502,0.01619018055498595,0.04663848796031816,2.2334407459772785,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,ssl_emb_582,46,46,0.005607775965472655,-0.02406061980519034,0.0062190731987357,-0.0267203571274876,0.029668395770662995,2.220135691240053,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,ssl_emb_369,46,46,-0.00846024689836548,0.04858218881797609,-0.01248467667028305,0.04539788514375685,0.05704243571634157,2.2192354733553823,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,ssl_emb_445,46,46,0.004635932607767302,-0.02927028741080147,0.0062597251962869995,-0.0286886934190988,0.03390622001856877,2.141742731050344,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,ssl_emb_668,46,46,0.008863822930557605,0.0487390229195032,0.0065490342676639,0.052626760676503154,0.0398751999889456,2.10534019665883,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,ssl_emb_527,46,46,-0.018911629483741466,0.019297687616452296,-0.01642296649515625,0.01889411825686685,0.03820931710019376,2.0960323450853737,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,ssl_emb_703,46,46,0.016435958062926182,-0.00827662470723935,0.01773233711719505,-0.008300628978759,0.024712582770165532,2.05792324933527,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,ssl_emb_695,46,46,-0.01105812257446811,0.013302597116031047,-0.013275788165628851,0.01550334179773925,0.024360719690499157,2.042957431190617,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,ssl_emb_095,46,46,-0.08439156107867701,-0.18957822883258696,-0.08054003119468685,-0.19270750880241394,0.10518666775390995,2.0241249279421973,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,ssl_emb_398,46,46,-0.05616299917670874,0.014408904087284324,-0.055047839879989555,0.016770952381193603,0.07057190326399307,2.0222973867457354,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,ssl_emb_590,46,46,0.0060318602143366465,-0.01551317632208294,0.00732176890596745,-0.01786367595195765,0.021545036536419586,2.0204833304531897,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,ssl_emb_197,46,46,0.0017036102850081195,0.032120668248313895,0.00121836704784065,0.03046602662652725,0.030417057963305776,1.9660026507480166,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,ssl_emb_382,46,46,0.00341257398236927,-0.020838108652716708,0.00305709405802185,-0.02156896796077485,0.02425068263508598,1.9637723069893647,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,ssl_emb_358,46,46,0.0020633068498168397,0.02384580472236212,-0.0007250616909004,0.025588952004909453,0.02178249787254528,1.921665188886062,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,ssl_emb_384,46,46,0.012254394808342482,-0.020587521681116615,0.0127835287712514,-0.01912627089768645,0.0328419164894591,1.920286721144287,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,ssl_emb_585,46,46,-0.03925138212102664,0.011832499652645415,-0.043715437874197904,0.013156171888112949,0.051083881773672055,1.9144916249248631,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,ssl_emb_191,46,46,0.02532064014509235,0.05178471120155372,0.02285679243505,0.049168469384312546,0.026464071056461373,1.8499378941985045,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,ssl_emb_350,46,46,-0.04223585440574777,-0.015557724527594519,-0.04276805557310575,-0.016397306695580448,0.026678129878153253,1.8416961033367678,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,ssl_emb_540,46,46,0.02513334223223625,-0.07844348437071814,0.03061215765774245,-0.08314163982868189,0.10357682660295439,1.818766240020857,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,ssl_emb_265,46,46,-0.01758356662448138,0.005335738745760967,-0.0196171728894114,0.0037872995017096,0.022919305370242348,1.818732767456874,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,ssl_emb_447,46,46,0.02553449379806606,-0.0013098617548720252,0.02571697812527415,-5.998439155520001e-05,0.026844355552938085,1.8186982922753214,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,ssl_emb_457,46,46,-0.003036260093643274,-0.02031489266791253,-0.0055311913602053495,-0.021319520659744698,0.017278632574269256,1.8091581353809425,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,ssl_emb_256,46,46,-0.027506359055025832,-0.058976957250548405,-0.0274207824841141,-0.05706007033586495,0.03147059819552257,1.780400627025087,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,ssl_emb_229,46,46,0.00935542160827341,0.04172916364167691,0.0080131483264267,0.040377415716648046,0.0323737420334035,1.7783495133303584,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,ssl_emb_445,46,138,0.004635932607767302,-0.024513504019958623,0.0062597251962869995,-0.028586365282535497,0.029149436627725928,1.377939837280158,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,ssl_emb_369,46,138,-0.00846024689836548,0.04392184035100067,-0.01248467667028305,0.04491170868277545,0.05238208724936615,1.371115894390167,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,ssl_emb_762,46,138,-0.03748271142071838,-0.0017469339950037098,-0.0425124447792768,-0.00436564791016275,0.03573577742571467,1.3440190462085913,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,ssl_emb_336,46,138,-0.026329515142487738,0.017749301034938603,-0.031243310309946502,0.01598329469561575,0.044078816177426344,1.342884010501598,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,ssl_emb_370,46,138,0.057362125553798056,0.015275261629342446,0.05683079361915585,0.01614088658243415,0.04208686392445561,1.335677333647915,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,ssl_emb_581,46,138,-0.005422626690984596,-0.02879447086604115,-0.00457871914841225,-0.0242614112794399,0.023371844175056555,1.319788426691729,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,ssl_emb_390,46,138,-0.007312355455170541,-0.028454900874656686,-0.008966089691966751,-0.0316908936947584,0.021142545419486146,1.3051902760351013,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,ssl_emb_576,46,138,0.009374759959625757,0.09216719046251953,0.0099187223240733,0.06624815985560414,0.08279243050289378,1.2952707195115973,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,ssl_emb_265,46,138,-0.01758356662448138,0.00695618161209521,-0.0196171728894114,0.0030965082114562,0.024539748236576592,1.2928550472442382,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,ssl_emb_582,46,138,0.005607775965472655,-0.017962681319013265,0.0062190731987357,-0.0188848115503788,0.02357045728448592,1.2754170207860087,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,ssl_emb_063,46,138,-0.0011608808898650436,-0.03251738808593587,0.0006212343287188499,-0.0299110189080238,0.031356507196070825,1.274201080410467,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,ssl_emb_377,46,138,-0.013391260019726223,0.04910328956337751,-0.01867060177028175,0.0437431652098894,0.062494549583103735,1.2547019467656046,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,ssl_emb_703,46,138,0.016435958062926182,-0.00865949902578469,0.01773233711719505,-0.00701461965218185,0.025095457088710874,1.2452056476643407,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,ssl_emb_142,46,138,0.051328168534066326,0.038524090818574844,0.05132024548947805,0.0403504334390163,0.012804077715491483,1.2381311936052892,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,ssl_emb_741,46,138,0.04726656773330073,0.028129935783500218,0.047747565433382946,0.0294023249298334,0.01913663194980051,1.2361408934530655,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,ssl_emb_378,46,138,-0.012534916200978734,-0.046106578338051006,-0.01154867326840755,-0.03739455528557295,0.03357166213707227,1.2337334844534096,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,ssl_emb_384,46,138,0.012254394808342482,-0.017265319432160614,0.0127835287712514,-0.016919831745326498,0.029519714240503096,1.2281925268572578,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,ssl_emb_755,46,138,-0.03405721161929563,-0.0630498896690382,-0.03687044419348235,-0.06085537560284135,0.028992678049742565,1.2239825977203544,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,ssl_emb_283,46,138,-0.01213768875419663,0.014757281463022538,-0.00947383325546975,0.011454777326434799,0.026894970217219167,1.2207828436972992,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,ssl_emb_282,46,138,0.0338581193329604,0.009336928734398937,0.0336855445057153,0.01159794116392725,0.024521190598561463,1.2123094842223325,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,ssl_emb_713,46,138,-0.021661835785894413,0.00010246453097932324,-0.02177320327609775,-0.00088632217375555,0.021764300316873736,1.203978221316759,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,ssl_emb_319,46,138,0.04292368338159889,0.0290529340032346,0.043821005150675704,0.03222059272229665,0.01387074937836429,1.1992598590575565,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,ssl_emb_646,46,138,0.1735531978167431,0.3055045601466428,0.17356865853071204,0.2818436473608017,0.13195136232989968,1.197911018698254,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,ssl_emb_457,46,138,-0.003036260093643274,-0.01683096438985857,-0.0055311913602053495,-0.016987608745694098,0.013794704296215295,1.1831946904898862,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,ssl_emb_156,46,138,0.04347547866231961,0.09039880787832252,0.042375579476356506,0.08960986882448195,0.04692332921600292,1.178166002801112,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_partial_combo,clean,partial_combo,ssl_emb_375,46,46,-0.012235777710726382,-0.025513340716513407,-0.01013501919805995,-0.02528030611574645,0.013277563005787025,0.9390369882593382,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_partial_combo,clean,partial_combo,ssl_emb_542,46,46,0.05817676586625365,0.051604424319837354,0.05747463740408415,0.05311948060989375,0.0065723415464162965,0.8826301038461113,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_partial_combo,clean,partial_combo,ssl_emb_470,46,46,0.007588863410764226,-0.0009611845630190674,0.005681274458765951,-0.0019626086577773,0.008550047973783293,0.8366170682408062,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_partial_combo,clean,partial_combo,ssl_emb_279,46,46,0.012232388278631373,0.02089950624592698,0.0103415707126259,0.0198374548926949,0.008667117967295605,0.8169520554987453,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_partial_combo,clean,partial_combo,ssl_emb_142,46,46,0.051328168534066326,0.04530311311068738,0.05132024548947805,0.04543163813650605,0.006025055423378944,0.8075029006372918,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_vs_partial_combo,clean,partial_combo,ssl_emb_526,46,46,-0.025273239422265562,-0.0343430694395109,-0.0222050165757536,-0.0334019064903259,0.009069830017245335,0.77907416008466,0.0,higher_in_group_a,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_vs_partial_combo,clean,partial_combo,ssl_emb_124,46,46,0.002358054621056537,-0.008038680033717766,0.00281580991577355,-0.0101263830438256,0.010396734654774302,0.7705167599664338,0.0,higher_in_group_a,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_vs_partial_combo,clean,partial_combo,ssl_emb_044,46,46,-0.0134768129592766,-0.006377569790144998,-0.0135242785327136,-0.0058593736030161,0.007099243169131603,0.7651708917750415,0.0,higher_in_group_b,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_vs_partial_combo,clean,partial_combo,ssl_emb_319,46,46,0.04292368338159889,0.03738495140619896,0.043821005150675704,0.03806672804057595,0.005538731975399926,0.7397442403526858,0.0,higher_in_group_a,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_vs_partial_combo,clean,partial_combo,ssl_emb_713,46,46,-0.021661835785894413,-0.008645703414557535,-0.02177320327609775,-0.011625915300101,0.013016132371336878,0.7386570776297867,0.0,higher_in_group_b,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_vs_partial_combo,clean,partial_combo,ssl_emb_176,46,46,0.011606847189123823,0.0035495444583078825,0.01272693881765005,0.0044351182878017,0.00805730273081594,0.7252187709054888,0.0,higher_in_group_a,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_vs_partial_combo,clean,partial_combo,ssl_emb_471,46,46,0.02535069369680609,0.016110228460646477,0.0277975155040621,0.0182349029928445,0.009240465236159612,0.7209880487400313,0.0,higher_in_group_a,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_vs_partial_combo,clean,partial_combo,ssl_emb_255,46,46,0.03162943718590486,0.016995405294279464,0.03249511681497095,0.0163468355312943,0.014634031891625394,0.7202311871705014,0.0,higher_in_group_a,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_vs_partial_combo,clean,partial_combo,ssl_emb_566,46,46,0.010251706562880613,0.02165687397633594,0.009558633435517501,0.02054868452250955,0.011405167413455326,0.72012250898911,0.0,higher_in_group_b,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_vs_partial_combo,clean,partial_combo,ssl_emb_418,46,46,-0.009603885521557987,-0.022636999520371914,-0.00967942597344515,-0.0234911413863301,0.013033113998813926,0.7094400065681186,0.0,higher_in_group_a,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_vs_partial_combo,clean,partial_combo,ssl_emb_120,46,46,-0.022537924078515802,-0.030771753953202866,-0.0217303680256009,-0.0312227914109826,0.008233829874687064,0.6945997493303323,0.0,higher_in_group_a,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_vs_partial_combo,clean,partial_combo,ssl_emb_447,46,46,0.02553449379806606,0.03299062063350621,0.02571697812527415,0.03347966820001595,0.0074561268354401515,0.6909041836119693,0.0,higher_in_group_b,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_vs_partial_combo,clean,partial_combo,ssl_emb_061,46,46,-0.042993380252838734,-0.05321892909705635,-0.0434031970798969,-0.053862998262047754,0.010225548844217613,0.6766527206438084,0.0,higher_in_group_a,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_vs_partial_combo,clean,partial_combo,ssl_emb_084,46,46,0.015205821946121556,0.022968839141907147,0.0157538494095206,0.0239225029945373,0.007763017195785591,0.6722379216166952,0.0,higher_in_group_b,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_vs_partial_combo,clean,partial_combo,ssl_emb_026,46,46,0.042809435681429774,0.030705185202152804,0.0418253485113382,0.032294055446982356,0.01210425047927697,0.6571394892562049,0.0,higher_in_group_a,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_vs_partial_combo,clean,partial_combo,ssl_emb_196,46,46,0.01205406896485286,0.005737671446379091,0.0121099730022251,0.00708620972000055,0.006316397518473769,0.6460815832490191,0.0,higher_in_group_a,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_vs_partial_combo,clean,partial_combo,ssl_emb_187,46,46,-0.012248835513752904,0.00017593761098713025,-0.0137178367003798,-0.0025774567620828,0.012424773124740034,0.6309404005243995,0.0,higher_in_group_b,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
