level,comparison_name,level_a,level_b,embedding_dim_name,group_a_count,group_b_count,group_a_mean,group_b_mean,group_a_median,group_b_median,abs_mean_difference,effect_size,missing_percent,direction,interpretation_note
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_000,23,23,-0.029216401359957154,-0.05750750750303264,-0.0328096263110637,-0.0534745790064334,0.02829110614307549,1.919886874635806,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_049,23,23,-0.01230987923159059,0.016229088571297134,-0.0125540792942047,0.0163669623434543,0.028538967802887723,2.770356818887487,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_050,23,23,0.05251774350282449,-0.08241642639040944,0.0466394573450088,-0.0925337895750999,0.13493416989323392,3.004064974171271,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_051,23,23,0.016175550256815246,0.02398341876940554,0.0138804176822304,0.0258019175380468,0.007807868512590292,0.6680276189693054,0.0,higher_in_group_b,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_052,23,23,-0.028854947942106562,-0.022952648993257555,-0.0258520282804965,-0.0249714441597461,0.005902298948849007,0.4834501281740098,0.0,higher_in_group_b,weak descriptive separation; not a standalone detector; requires validation in Phase 8E
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_053,23,23,-0.007687287643025409,-0.022446229335163555,-0.005010416265577,-0.0219571460038423,0.014758941692138147,0.9557063507083287,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_054,23,23,-0.005934856263870022,-0.010480669967364487,-0.0053726262412965,-0.0112671460956335,0.004545813703494465,0.5670116027961755,0.0,higher_in_group_a,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_055,23,23,-0.013026629007704831,-0.01839772166441312,-0.0136770391836762,-0.0185696259140968,0.005371092656708289,0.5182170231460536,0.0,higher_in_group_a,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_056,23,23,-0.022775176826499998,-0.029932320360904124,-0.0228677280247211,-0.0283561013638973,0.007157143534404126,0.5800894754747948,0.0,higher_in_group_a,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_057,23,23,0.6591788556264795,0.6313921109489773,0.6611780524253845,0.6318307518959045,0.027786744677502195,2.2217084899633455,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_058,23,23,-0.030108307346539596,-0.019971128816351894,-0.0298281870782375,-0.0222730822861194,0.010137178530187703,0.8979458648612513,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_059,23,23,0.052426624314292576,0.019126429688185415,0.0499837324023246,0.0193462427705526,0.03330019462610716,2.0190254256773335,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_060,23,23,-0.016973869495458205,0.01542976273871631,-0.0162869319319725,0.02007507532835,0.032403632234174515,2.8524862860210556,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_061,23,23,-0.0483034766765068,-0.03768328382917067,-0.0478067211806774,-0.040325179696083,0.010620192847336132,0.7271726052229044,0.0,higher_in_group_b,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_062,23,23,0.02092673026187259,-0.011801916210021291,0.0161982476711273,-0.0125836869701743,0.032728646471893885,2.6871227626036203,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_063,23,23,-0.008458017475356364,0.006136255695626279,-0.0069340243935585,0.0065206494182348,0.014594273170982643,0.7929793028135158,0.0,higher_in_group_b,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_064,23,23,-0.008050461282002014,0.012395507462117672,-0.0051341354846954,0.0118544036522507,0.020445968744119684,1.9823527543739092,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_065,23,23,-0.009891455624196854,-0.0015036674430239378,-0.0089003210887312,-0.0036291100550442,0.008387788181172917,0.689961885343951,0.0,higher_in_group_b,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_066,23,23,0.02834613752834819,-0.014028784391247518,0.0312491226941347,-0.0170638002455234,0.04237492191959571,3.3812706581147753,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_067,23,23,-0.0013595553742640609,0.020628159149529608,-0.0036022551357746,0.020179484039545,0.021987714523793667,1.6080835365609505,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_068,23,23,-0.006323113693961953,0.009947759651012042,-0.0047388919629156,0.0106713194400072,0.016270873344973995,1.9134044546309439,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_069,23,23,-0.047548186033964115,-0.05051573511698967,-0.0445978157222271,-0.0492580458521842,0.0029675490830255516,0.21279485276357962,0.0,higher_in_group_a,weak descriptive separation; not a standalone detector; requires validation in Phase 8E
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_070,23,23,0.011442070933180313,-0.008124597163101547,0.0062636910006403,-0.0086431084200739,0.01956666809628186,0.880463147561362,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_071,23,23,0.2263270830330641,0.282739601381447,0.2070761770009994,0.2957952916622162,0.0564125183483829,0.7832275367725096,0.0,higher_in_group_b,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_072,23,23,0.016621313708247175,0.037537000506468396,0.0151738049462437,0.0355089828372001,0.02091568679822122,1.4181317145426597,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_073,23,23,0.010530787877581538,0.019011638673913166,0.0170459318906068,0.0183789990842342,0.008480850796331627,0.6024145652979652,0.0,higher_in_group_b,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_074,23,23,0.017604836442447022,0.013272001054682027,0.0207578223198652,0.0117755504325032,0.004332835387764996,0.3447383241997035,0.0,higher_in_group_a,weak descriptive separation; not a standalone detector; requires validation in Phase 8E
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_075,23,23,-0.008115293969319204,-0.016611029110524925,-0.0077546527609229,-0.0153811816126108,0.008495735141205722,1.3230152336987042,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_076,23,23,0.002507166059766153,0.014116919467873494,0.0024350062012672,0.0149252237752079,0.01160975340810734,1.4576183844339008,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_077,23,23,0.2357575689320979,0.135461442982373,0.2165009379386901,0.1122437864542007,0.1002961259497249,1.3779638940729932,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_078,23,23,0.014965354034717587,0.008314316859468783,0.0140743497759103,0.0081804422661662,0.006651037175248804,0.6986827557413243,0.0,higher_in_group_a,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_079,23,23,-0.0027932974651617786,0.004388271169812893,-0.0055574565194547,0.0047012139111757,0.007181568634974671,0.498616491086036,0.0,higher_in_group_b,weak descriptive separation; not a standalone detector; requires validation in Phase 8E
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_080,23,23,-0.013518093635945588,-0.03762853696294446,-0.0164482276886701,-0.0358128994703292,0.024110443326998868,1.560669346215374,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_081,23,23,-0.04790899181819477,-0.00011697499607891763,-0.0430171526968479,-0.0038581136614084,0.04779201682211585,1.6756814354746747,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_082,23,23,0.02308328165014717,0.02663103069948109,0.0265542492270469,0.0249230712652206,0.0035477490493339217,0.35058761271276867,0.0,higher_in_group_b,weak descriptive separation; not a standalone detector; requires validation in Phase 8E
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_083,23,23,-0.04874564577703886,-0.030488670884591052,-0.0496602095663547,-0.0306886006146669,0.01825697489244781,1.1641276285168767,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_084,23,23,0.007930975594638791,0.022480668297604325,0.0083484183996915,0.0234325304627418,0.014549692702965534,1.5795363791137913,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_085,23,23,0.04673118873134898,-0.0018323534370764303,0.0472686067223548,-0.0042334082536399,0.048563542168425414,3.4738454717939775,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_086,23,23,0.005255586978898408,0.00892746425486857,0.0023451305460184,0.0068916738964617,0.003671877275970162,0.31548908031139944,0.0,higher_in_group_b,weak descriptive separation; not a standalone detector; requires validation in Phase 8E
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_087,23,23,0.013230984716716621,0.014978155288744039,0.0131401205435395,0.0160617642104625,0.0017471705720274178,0.18473434262626992,0.0,higher_in_group_b,weak descriptive separation; not a standalone detector; requires validation in Phase 8E
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_088,23,23,0.029472760866274615,0.11210903007051215,0.0256249643862247,0.1191415339708328,0.08263626920423753,1.3226810595992864,0.0,higher_in_group_b,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_089,23,23,-0.0016399586127827867,-0.008140500665277866,-0.0032647491898387,-0.005864645820111,0.006500542052495079,0.5366192509434033,0.0,higher_in_group_a,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_090,23,23,-0.029794539001000927,-0.019442141228152954,-0.0218271650373935,-0.0186859145760536,0.010352397772847972,0.7798812235407836,0.0,higher_in_group_b,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_091,23,23,-0.014235673209085371,-0.003334500472587722,-0.0195449367165565,-0.0028296627569943,0.01090117273649765,0.7607114332171979,0.0,higher_in_group_b,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_092,23,23,-0.0037819449739206782,-0.028414323885479643,0.0024040169082581,-0.0320855192840099,0.024632378911558964,1.503662087393329,0.0,higher_in_group_a,embedding dimension shows descriptive separation; possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,ssl_emb_093,23,23,0.020144433167803504,0.011179256492102007,0.0217436663806438,0.013987828977406,0.008965176675701497,0.6588494535261655,0.0,higher_in_group_a,possible candidate for later modeling; descriptive only; requires validation in Phase 8E
