file_id,known_origin_label,known_manipulation_labels,l2_norm,mean_abs_value,max_abs_value,finite_row,level,segment_id
phase7c1_collection_manifest_000018_ai_003_mixer_processed,ai_synthetic,mixer_channel_processed,2.238793918627698,0.03725236979155018,0.7140862345695496,True,file,
phase7c1_collection_manifest_000019_ai_003_replay_laptop_mobile,ai_synthetic,replay_rerecorded,2.3526191872931177,0.04227196435434877,0.8643413782119751,True,file,
phase7c1_collection_manifest_000020_human_003_clean,human,clean,2.0785376602999173,0.03570204024779855,0.6338474750518799,True,file,
phase7c1_collection_manifest_000021_human_003_fabricated,mixed,edited_spliced;partial_fabrication,2.1744229237756763,0.03661103740104465,0.6817821860313416,True,file,
phase7c1_collection_manifest_000022_human_003_mixer_processed,human,mixer_channel_processed,2.089442580640943,0.03703324955095865,0.6166385412216187,True,file,
phase7c1_collection_manifest_000023_human_003_replay_laptop_mobile,human,replay_rerecorded,2.125142647308945,0.03805199505967967,0.7637182474136353,True,file,
phase7c1_collection_manifest_000024_ai_004_direct,ai_synthetic,clean,2.0749837686687953,0.03535560246979822,0.6420431137084961,True,file,
phase7c1_collection_manifest_000025_ai_004_fabricated,mixed,edited_spliced;partial_fabrication,1.9625514301739535,0.03272262602914614,0.6237420439720154,True,file,
phase7c1_collection_manifest_000026_ai_004_mixer_processed,ai_synthetic,mixer_channel_processed,2.2127063931073834,0.03678232175624411,0.8035311102867126,True,file,
phase7c1_collection_manifest_000027_ai_004_replay_laptop_mobile,ai_synthetic,replay_rerecorded,2.1718213687633625,0.03974905792991971,0.6725217700004578,True,file,
phase7c1_collection_manifest_000028_human_004_clean,human,clean,2.128811109442777,0.036546427198961354,0.7612257599830627,True,file,
phase7c1_collection_manifest_000029_human_004_fabricated,mixed,edited_spliced;partial_fabrication,2.0926949652631435,0.03567571939951363,0.7200072407722473,True,file,
phase7c1_collection_manifest_000030_human_004_mixer_processed,human,mixer_channel_processed,2.067350107876844,0.03558155335468053,0.754118800163269,True,file,
phase7c1_collection_manifest_000031_human_004_replay_laptop_mobile,human,replay_rerecorded,2.589580770333026,0.05085451006205705,0.809667706489563,True,file,
phase7c1_collection_manifest_000032_ai_005_direct,ai_synthetic,clean,2.2264644759664556,0.03775884010363483,0.7441195845603943,True,file,
phase7c1_collection_manifest_000033_ai_005_fabricated,mixed,edited_spliced;partial_fabrication,2.0408766804052547,0.03373309546534386,0.6442778706550598,True,file,
phase7c1_collection_manifest_000034_ai_005_mixer_processed,ai_synthetic,mixer_channel_processed,2.4021301584296286,0.03977979978995212,0.8762096166610718,True,file,
phase7c1_collection_manifest_000035_ai_005_replay_laptop_mobile,ai_synthetic,replay_rerecorded,2.3110342468930827,0.041614112244985194,0.7998002171516418,True,file,
phase7c1_collection_manifest_000036_human_005_clean,human,clean,2.142797624815413,0.036635348655946524,0.6636918187141418,True,file,
phase7c1_collection_manifest_000037_human_005_fabricated,mixed,edited_spliced;partial_fabrication,2.140091508396026,0.03598703069600143,0.6483526229858398,True,file,
phase7c1_collection_manifest_000038_human_005_mixer_processed,human,mixer_channel_processed,2.2352202859610713,0.042679957070954316,0.6953625082969666,True,file,
phase7c1_collection_manifest_000039_human_005_replay_laptop_mobile,human,replay_rerecorded,2.1966121731928743,0.03883465845767612,0.7672639489173889,True,file,
phase7c1_collection_manifest_000040_ai_006_direct,ai_synthetic,clean,2.0919012556025556,0.03586301250121914,0.6412162184715271,True,file,
phase7c1_collection_manifest_000041_ai_006_fabricated,mixed,edited_spliced;partial_fabrication,2.007155979530983,0.03381264530431357,0.6136919260025024,True,file,
phase7c1_collection_manifest_000042_ai_006_mixer_processed,ai_synthetic,mixer_channel_processed,2.309172230944382,0.03867957941346844,0.788027286529541,True,file,
phase7c1_collection_manifest_000043_ai_006_replay_laptop_mobile,ai_synthetic,replay_rerecorded,2.7439804772494405,0.04990241184908465,1.0556987524032593,True,file,
phase7c1_collection_manifest_000044_human_006_clean,human,clean,2.1537866387141964,0.03649956527193391,0.6966925263404846,True,file,
phase7c1_collection_manifest_000045_human_006_fabricated,mixed,edited_spliced;partial_fabrication,2.1766606467741805,0.03608675896438739,0.714056670665741,True,file,
phase7c1_collection_manifest_000046_human_006_mixer_processed,human,mixer_channel_processed,2.1262420111642957,0.035940745459627735,0.6957421898841858,True,file,
phase7c1_collection_manifest_000047_human_006_replay_laptop_mobile,human,replay_rerecorded,2.1593733904841974,0.03911962306118729,0.8493412137031555,True,file,
phase7c1_collection_manifest_000048_ai_007_direct,ai_synthetic,clean,2.0158441864632968,0.03342991339548954,0.6353186964988708,True,file,
phase7c1_collection_manifest_000049_ai_007_fabricated,mixed,edited_spliced;partial_fabrication,1.9532137246135655,0.031932007558745916,0.6295236349105835,True,file,
phase7c1_collection_manifest_000050_ai_007_mixer_processed,ai_synthetic,mixer_channel_processed,2.1044020775791097,0.03504294611195272,0.6382191777229309,True,file,
phase7c1_collection_manifest_000051_ai_007_replay_laptop_mobile,ai_synthetic,replay_rerecorded,2.4752159504572795,0.044385213692161564,0.9801594018936156,True,file,
phase7c1_collection_manifest_000052_human_007_clean,human,clean,2.158856794392581,0.036073823376000284,0.6899978518486023,True,file,
phase7c1_collection_manifest_000053_human_007_fabricated,mixed,edited_spliced;partial_fabrication,2.098767781507835,0.034226054020398536,0.6522749066352844,True,file,
phase7c1_collection_manifest_000054_human_007_mixer_processed,human,mixer_channel_processed,2.105195950759986,0.03529866423565408,0.6499485969543457,True,file,
phase7c1_collection_manifest_000055_human_007_replay_laptop_mobile,human,replay_rerecorded,2.329785400277602,0.042694450352219825,0.6701536178588867,True,file,
phase7c1_collection_manifest_000056_ai_008_direct,ai_synthetic,clean,1.8877899982900064,0.032773460614502405,0.6135144233703613,True,file,
phase7c1_collection_manifest_000057_ai_008_fabricated,mixed,edited_spliced;partial_fabrication,1.8461893548942803,0.03178016877615874,0.6053750514984131,True,file,
phase7c1_collection_manifest_000058_ai_008_mixer_processed,ai_synthetic,mixer_channel_processed,2.15088944392471,0.03578143214976314,0.6500031352043152,True,file,
phase7c1_collection_manifest_000059_ai_008_replay_laptop_mobile,ai_synthetic,replay_rerecorded,2.4235897395627424,0.04546556179868824,0.9713826179504396,True,file,
phase7c1_collection_manifest_000060_human_008_clean,human,clean,2.2286546856261693,0.038097921268748294,0.6582127213478088,True,file,
phase7c1_collection_manifest_000061_human_008_fabricated,mixed,edited_spliced;partial_fabrication,2.1852984861915536,0.03651950808356237,0.6471536755561829,True,file,
phase7c1_collection_manifest_000062_human_008_mixer_processed,human,mixer_channel_processed,2.126336526555254,0.03661013907560572,0.6285099387168884,True,file,
phase7c1_collection_manifest_000063_human_008_replay_laptop_mobile,human,replay_rerecorded,2.477321083454815,0.045222895304916,0.8217059373855591,True,file,
phase7c1_collection_manifest_000064_ai_009_direct,ai_synthetic,clean,2.0118739558894725,0.03466880645719546,0.6913668513298035,True,file,
phase7c1_collection_manifest_000065_ai_009_fabricated,mixed,edited_spliced;partial_fabrication,2.036586909956397,0.034471340919215734,0.6284476518630981,True,file,
phase7c1_collection_manifest_000066_ai_009_mixer_processed,ai_synthetic,mixer_channel_processed,2.0155357446704927,0.03400210762554693,0.6252621412277222,True,file,
phase7c1_collection_manifest_000067_ai_009_replay_laptop_mobile,ai_synthetic,replay_rerecorded,2.4825477648181793,0.04439049980498428,0.963090479373932,True,file,
phase7c1_collection_manifest_000068_human_009_clean,human,clean,2.220964684395664,0.03666292132985897,0.6883448362350464,True,file,
phase7c1_collection_manifest_000069_human_009_fabricated,mixed,edited_spliced;partial_fabrication,2.1908310024792352,0.03553536157179356,0.700011670589447,True,file,
phase7c1_collection_manifest_000070_human_009_mixer_processed,human,mixer_channel_processed,2.1562965794414777,0.03644438927838204,0.7761655449867249,True,file,
phase7c1_collection_manifest_000071_human_009_replay_laptop_mobile,human,replay_rerecorded,2.6833438773636136,0.050490976014221665,0.8649527430534363,True,file,
phase7c1_collection_manifest_000072_ai_010_direct,ai_synthetic,clean,1.9716508018569086,0.0335536758423179,0.6318307518959045,True,file,
phase7c1_collection_manifest_000073_ai_010_fabricated,mixed,edited_spliced;partial_fabrication,1.9617376973553475,0.03294985768296025,0.6305567622184753,True,file,
phase7c1_collection_manifest_000074_ai_010_mixer_processed,ai_synthetic,mixer_channel_processed,2.1068039955883937,0.034840653148274704,0.6276140213012695,True,file,
phase7c1_collection_manifest_000075_ai_010_replay_laptop_mobile,ai_synthetic,replay_rerecorded,2.5389983112245074,0.04557029964563833,0.9318747520446776,True,file,
phase7c1_collection_manifest_000076_human_010_clean,human,clean,2.0502007619796765,0.03426974250359175,0.6570920944213867,True,file,
phase7c1_collection_manifest_000077_human_010_fabricated,mixed,edited_spliced;partial_fabrication,2.050662749954532,0.03407189339082587,0.6447742581367493,True,file,
phase7c1_collection_manifest_000078_human_010_mixer_processed,human,mixer_channel_processed,2.046247560465186,0.03583103625205789,0.7124780416488647,True,file,
phase7c1_collection_manifest_000079_human_010_replay_laptop_mobile,human,replay_rerecorded,2.2709155134734824,0.04010343224766188,0.7888036370277405,True,file,
phase7c1_collection_manifest_000080_ai_011_direct,ai_synthetic,clean,1.9088941587635757,0.033311880889148895,0.6569086313247681,True,file,
phase7c1_collection_manifest_000081_ai_011_fabricated,mixed,edited_spliced;partial_fabrication,1.846456899481617,0.03190399499447002,0.6142208576202393,True,file,
phase7c1_collection_manifest_000082_ai_011_mixer_processed,ai_synthetic,mixer_channel_processed,2.03523342102546,0.034441002591194085,0.6266905069351196,True,file,
phase7c1_collection_manifest_000083_ai_011_replay_laptop_mobile,ai_synthetic,replay_rerecorded,2.5733095116631564,0.04697808970681194,1.0016841888427734,True,file,
phase7c1_collection_manifest_000084_human_011_clean,human,clean,2.269714034342358,0.036697346855463074,0.654427707195282,True,file,
phase7c1_collection_manifest_000085_human_011_fabricated,mixed,edited_spliced;partial_fabrication,2.230161287207199,0.036183451561229006,0.641538679599762,True,file,
phase7c1_collection_manifest_000086_human_011_mixer_processed,human,mixer_channel_processed,2.0910387094969387,0.03484971492924415,0.6613056063652039,True,file,
phase7c1_collection_manifest_000087_human_011_replay_laptop_mobile,human,replay_rerecorded,3.7474744561972635,0.0717603044228478,1.3832420110702517,True,file,
phase7c1_collection_manifest_000088_ai_012_direct,ai_synthetic,clean,1.9917024258068858,0.035450096739793636,0.6415967345237732,True,file,
phase7c1_collection_manifest_000089_ai_012_fabricated,mixed,edited_spliced;partial_fabrication,1.9479566105893986,0.03467944437363712,0.6441569328308105,True,file,
phase7c1_collection_manifest_000090_ai_012_mixer_processed,ai_synthetic,mixer_channel_processed,2.128353419331313,0.03597252233073315,0.6445367932319641,True,file,
phase7c1_collection_manifest_000091_ai_012_replay_laptop_mobile,ai_synthetic,replay_rerecorded,2.6955927666189807,0.04962491556242791,0.9993390440940856,True,file,
phase7c1_collection_manifest_000092_human_012_clean,human,clean,2.078170924371152,0.03519272809067312,0.6580607295036316,True,file,
phase7c1_collection_manifest_000093_human_012_fabricated,mixed,edited_spliced;partial_fabrication,2.0581873106172557,0.03472635240957326,0.6450000405311584,True,file,
phase7c1_collection_manifest_000094_human_012_mixer_processed,human,mixer_channel_processed,2.0856816175550543,0.03515814683214557,0.6458737850189209,True,file,
phase7c1_collection_manifest_000095_human_012_replay_laptop_mobile,human,replay_rerecorded,2.436961386680371,0.04484800188402952,0.8588117957115173,True,file,
phase7c1_collection_manifest_000096_ai_013_direct,ai_synthetic,clean,2.1644628294124186,0.03663072606820113,0.7059861421585083,True,file,
phase7c1_collection_manifest_000097_ai_013_fabricated,mixed,edited_spliced;partial_fabrication,2.074545869453612,0.03458473857514358,0.6756850481033325,True,file,
phase7c1_collection_manifest_000098_ai_013_mixer_processed,ai_synthetic,mixer_channel_processed,2.3571698608296896,0.0387688368170842,0.8520632386207581,True,file,
phase7c1_collection_manifest_000099_ai_013_replay_laptop_mobile,ai_synthetic,replay_rerecorded,3.0321801025792467,0.055477931131785375,1.184392333030701,True,file,
phase7c1_collection_manifest_000100_human_013_clean,human,clean,2.124841223616849,0.035894399330943585,0.66523277759552,True,file,
phase7c1_collection_manifest_000101_human_013_fabricated,mixed,edited_spliced;partial_fabrication,2.061760055450559,0.034391117805166495,0.6485463976860046,True,file,
phase7c1_collection_manifest_000102_human_013_mixer_processed,human,mixer_channel_processed,2.0515618890621887,0.03645735045161302,0.650668740272522,True,file,
phase7c1_collection_manifest_000103_human_013_replay_laptop_mobile,human,replay_rerecorded,2.769087996303848,0.0504058357545413,1.007368087768555,True,file,
phase7c1_collection_manifest_000104_ai_014_direct,ai_synthetic,clean,1.9909699572462058,0.03408014242781595,0.6164295673370361,True,file,
phase7c1_collection_manifest_000105_ai_014_fabricated,mixed,edited_spliced;partial_fabrication,2.0861204719361317,0.0360400259647804,0.636198103427887,True,file,
phase7c1_collection_manifest_000106_ai_014_mixer_processed,ai_synthetic,mixer_channel_processed,2.168644859809769,0.036560353535492134,0.6997991800308228,True,file,
phase7c1_collection_manifest_000107_ai_014_replay_laptop_mobile,ai_synthetic,replay_rerecorded,2.632118576290245,0.04621100697128591,1.1261543035507202,True,file,
phase7c1_collection_manifest_000108_human_014_clean,human,clean,2.1228803634909417,0.035874300863876364,0.7049245238304138,True,file,
phase7c1_collection_manifest_000109_human_014_fabricated,mixed,edited_spliced;partial_fabrication,2.0870636764793487,0.03499268393398817,0.6502270102500916,True,file,
phase7c1_collection_manifest_000110_human_014_mixer_processed,human,mixer_channel_processed,2.058380647628053,0.03538164076371449,0.7812387943267822,True,file,
phase7c1_collection_manifest_000111_human_014_replay_laptop_mobile,human,replay_rerecorded,2.2735660873685033,0.04160545596741371,0.8186392784118652,True,file,
phase7c1_collection_manifest_000112_ai_015_direct,ai_synthetic,clean,2.032184979329092,0.036104598249538114,0.6398212313652039,True,file,
phase7c1_collection_manifest_000113_ai_015_fabricated,mixed,edited_spliced;partial_fabrication,2.05778064133621,0.03580384945292299,0.6381443738937378,True,file,
phase7c1_collection_manifest_000114_ai_015_mixer_processed,ai_synthetic,mixer_channel_processed,2.2559378967793617,0.03747550011460217,0.8057736158370972,True,file,
phase7c1_collection_manifest_000115_ai_015_replay_laptop_mobile,ai_synthetic,replay_rerecorded,2.612014558136041,0.04792579751028942,1.023746371269226,True,file,
phase7c1_collection_manifest_000116_human_015_clean,human,clean,2.2359216749162854,0.037866358790092626,0.7317043542861938,True,file,
phase7c1_collection_manifest_000117_human_015_fabricated,mixed,edited_spliced;partial_fabrication,2.194457616232627,0.03620573433771549,0.7521539926528931,True,file,
phase7c1_collection_manifest_000118_human_015_mixer_processed,human,mixer_channel_processed,2.2446387651697197,0.0393511163998473,0.7817846536636353,True,file,
phase7c1_collection_manifest_000119_human_015_replay_laptop_mobile,human,replay_rerecorded,2.8898638357808966,0.05550247564183763,0.8192852735519409,True,file,
phase7c1_collection_manifest_000120_ai_016_direct,ai_synthetic,clean,2.004269419952376,0.03567328413024028,0.6455586552619934,True,file,
phase7c1_collection_manifest_000121_ai_016_fabricated,mixed,edited_spliced;partial_fabrication,1.9643604197850686,0.035208660650667405,0.6418246626853943,True,file,
phase7c1_collection_manifest_000122_ai_016_mixer_processed,ai_synthetic,mixer_channel_processed,2.2008583501784877,0.03658360651837711,0.6451607942581177,True,file,
phase7c1_collection_manifest_000123_ai_016_replay_laptop_mobile,ai_synthetic,replay_rerecorded,2.6489013702237494,0.04984423333479526,0.956356942653656,True,file,
phase7c1_collection_manifest_000124_human_016_clean,human,clean,2.2155693150705913,0.03775177078167265,0.7377728819847107,True,file,
phase7c1_collection_manifest_000125_human_016_fabricated,mixed,edited_spliced;partial_fabrication,2.192731875022692,0.03612291556620069,0.732075035572052,True,file,
phase7c1_collection_manifest_000126_human_016_mixer_processed,human,mixer_channel_processed,2.2802103390773047,0.03986225543807838,0.785392165184021,True,file,
phase7c1_collection_manifest_000127_human_016_replay_laptop_mobile,human,replay_rerecorded,2.469504206683866,0.046692948391685356,0.7860844135284424,True,file,
phase7c1_collection_manifest_000128_ai_017_direct,ai_synthetic,clean,2.0570890249668357,0.03622998020753698,0.6529913544654846,True,file,
phase7c1_collection_manifest_000129_ai_017_fabricated,mixed,edited_spliced;partial_fabrication,2.054104288709261,0.03584794093801295,0.6515017747879028,True,file,
phase7c1_collection_manifest_000130_ai_017_mixer_processed,ai_synthetic,mixer_channel_processed,2.2490081911002586,0.036668134558968404,0.6503981947898865,True,file,
phase7c1_collection_manifest_000131_ai_017_replay_laptop_mobile,ai_synthetic,replay_rerecorded,2.2665125651342706,0.04135239972643489,0.7601102590560913,True,file,
phase7c1_collection_manifest_000132_human_017_clean,human,clean,2.182343697115231,0.036186191360873934,0.6611780524253845,True,file,
phase7c1_collection_manifest_000133_human_017_fabricated,mixed,edited_spliced;partial_fabrication,2.131118840103602,0.03498474389297238,0.6470595598220825,True,file,
phase7c1_collection_manifest_000134_human_017_mixer_processed,human,mixer_channel_processed,2.1436062854360545,0.03746134266536671,0.7005001902580261,True,file,
phase7c1_collection_manifest_000135_human_017_replay_laptop_mobile,human,replay_rerecorded,2.3662752894089425,0.04533913498080248,0.8332062363624573,True,file,
phase7c1_collection_manifest_000136_ai_018_direct,ai_synthetic,clean,2.2268902111126687,0.03879176370001739,0.7667815685272217,True,file,
phase7c1_collection_manifest_000137_ai_018_fabricated,mixed,edited_spliced;partial_fabrication,2.1855816255946023,0.037250575096204365,0.7306756973266602,True,file,
phase7c1_collection_manifest_000138_ai_018_mixer_processed,ai_synthetic,mixer_channel_processed,2.649857494952813,0.044207292013984066,1.0377864837646484,True,file,
phase7c1_collection_manifest_000139_ai_018_replay_laptop_mobile,ai_synthetic,replay_rerecorded,2.5274445410027413,0.04711694911564734,0.8296568393707275,True,file,
phase7c1_collection_manifest_000140_human_018_clean,human,clean,2.16779144622097,0.03601058412887899,0.6938220262527466,True,file,
phase7c1_collection_manifest_000141_human_018_fabricated,mixed,edited_spliced;partial_fabrication,2.1385641884691515,0.03563935371960506,0.6319287419319153,True,file,
phase7c1_collection_manifest_000142_human_018_mixer_processed,human,mixer_channel_processed,2.085212909602045,0.03702681774263065,0.7328584790229797,True,file,
phase7c1_collection_manifest_000143_human_018_replay_laptop_mobile,human,replay_rerecorded,2.2464886674077347,0.038974840026526174,0.7737089395523071,True,file,
phase7c1_collection_manifest_000144_ai_019_direct,ai_synthetic,clean,2.070275646019453,0.036490994777286304,0.643126904964447,True,file,
phase7c1_collection_manifest_000145_ai_019_fabricated,mixed,edited_spliced;partial_fabrication,2.044988623131973,0.03513059072107201,0.6302646398544312,True,file,
phase7c1_collection_manifest_000146_ai_019_mixer_processed,ai_synthetic,mixer_channel_processed,2.3546159911521283,0.03886935220971476,0.7799115180969238,True,file,
phase7c1_collection_manifest_000147_ai_019_replay_laptop_mobile,ai_synthetic,replay_rerecorded,2.5142995641764596,0.04492391184267793,0.8532009720802307,True,file,
phase7c1_collection_manifest_000148_human_019_clean,human,clean,2.197713055520972,0.03679298508360536,0.6653100252151489,True,file,
phase7c1_collection_manifest_000149_human_019_fabricated,mixed,edited_spliced;partial_fabrication,2.148452045089726,0.035230383427856296,0.648832380771637,True,file,
phase7c1_collection_manifest_000150_human_019_mixer_processed,human,mixer_channel_processed,2.210433878578367,0.038075542684753806,0.729053258895874,True,file,
phase7c1_collection_manifest_000151_human_019_replay_laptop_mobile,human,replay_rerecorded,2.2758910485153225,0.04381973476718789,0.7112318277359009,True,file,
phase7c1_collection_manifest_000152_ai_020_direct,ai_synthetic,clean,2.006069438691871,0.03366210396046653,0.6377685070037842,True,file,
phase7c1_collection_manifest_000153_ai_020_fabricated,mixed,edited_spliced;partial_fabrication,2.2080485636168623,0.035934252615732014,0.6550703644752502,True,file,
phase7c1_collection_manifest_000154_ai_020_mixer_processed,ai_synthetic,mixer_channel_processed,2.1354089212693217,0.0354663341709814,0.6445407271385193,True,file,
phase7c1_collection_manifest_000155_ai_020_replay_laptop_mobile,ai_synthetic,replay_rerecorded,2.7045415019627512,0.04991684861595521,0.9147879481315612,True,file,
phase7c1_collection_manifest_000156_human_020_clean,human,clean,2.115242885841864,0.03582369390535215,0.7210766673088074,True,file,
phase7c1_collection_manifest_000157_human_020_fabricated,mixed,edited_spliced;partial_fabrication,2.0944640466988385,0.03561855541698832,0.6991022825241089,True,file,
phase7c1_collection_manifest_000158_human_020_mixer_processed,human,mixer_channel_processed,2.2734043509948694,0.04257858245145485,0.8414686918258667,True,file,
phase7c1_collection_manifest_000159_human_020_replay_laptop_mobile,human,replay_rerecorded,2.3759931461562553,0.0440923661133373,0.8040325045585632,True,file,
phase7c1_collection_manifest_000160_ai_021_direct,ai_synthetic,clean,2.0699519887732394,0.03552423658127423,0.7255099415779114,True,file,
phase7c1_collection_manifest_000161_ai_021_fabricated,mixed,edited_spliced;partial_fabrication,2.0247218023040587,0.034562864055222534,0.6414333581924438,True,file,
phase7c1_collection_manifest_000162_ai_021_mixer_processed,ai_synthetic,mixer_channel_processed,2.231317793551165,0.037354589907674075,0.6616030335426331,True,file,
phase7c1_collection_manifest_000163_ai_021_replay_laptop_mobile,ai_synthetic,replay_rerecorded,2.5839152989183796,0.046061119493828066,0.971490204334259,True,file,
phase7c1_collection_manifest_000164_human_021_clean,human,clean,2.388625924959979,0.04613320660790046,0.8289453983306885,True,file,
phase7c1_collection_manifest_000165_human_021_fabricated,mixed,edited_spliced;partial_fabrication,2.3743181635724944,0.04559286012682465,0.6979308128356934,True,file,
phase7c1_collection_manifest_000166_human_021_mixer_processed,human,mixer_channel_processed,3.252512283089084,0.06207690058004308,1.103043556213379,True,file,
phase7c1_collection_manifest_000167_human_021_replay_laptop_mobile,human,replay_rerecorded,2.2059974902418955,0.0421386619695312,0.6775369644165039,True,file,
phase7c1_collection_manifest_000168_ai_022_direct,ai_synthetic,clean,2.07507128950162,0.03648735340478026,0.6217511892318726,True,file,
phase7c1_collection_manifest_000169_ai_022_fabricated,mixed,edited_spliced;partial_fabrication,1.9478038093973609,0.033453589878204085,0.6114272475242615,True,file,
phase7c1_collection_manifest_000170_ai_022_mixer_processed,ai_synthetic,mixer_channel_processed,2.307549922291321,0.038137441902975404,0.7732090950012207,True,file,
phase7c1_collection_manifest_000171_ai_022_replay_laptop_mobile,ai_synthetic,replay_rerecorded,2.2990175859512494,0.04189951542182661,0.8974901437759399,True,file,
phase7c1_collection_manifest_000172_human_022_clean,human,clean,2.199489974496448,0.039030500246179635,0.7895832061767578,True,file,
phase7c1_collection_manifest_000173_human_022_fabricated,mixed,edited_spliced;partial_fabrication,2.089563838746282,0.03632371996366383,0.65902179479599,True,file,
phase7c1_collection_manifest_000174_human_022_mixer_processed,human,mixer_channel_processed,2.3337277027773013,0.04441149650534725,0.8334875702857971,True,file,
phase7c1_collection_manifest_000175_human_022_replay_laptop_mobile,human,replay_rerecorded,2.206475087150419,0.03768495577615264,0.79897540807724,True,file,
phase7c1_collection_manifest_000176_ai_023_direct,ai_synthetic,clean,2.039750652260864,0.034838510439068195,0.6305763721466064,True,file,
phase7c1_collection_manifest_000177_ai_023_fabricated,mixed,edited_spliced;partial_fabrication,1.9813374553861232,0.03381689940549392,0.6219719052314758,True,file,
phase7c1_collection_manifest_000178_ai_023_mixer_processed,ai_synthetic,mixer_channel_processed,2.203732306298809,0.03689613439087225,0.7234534025192261,True,file,
phase7c1_collection_manifest_000179_ai_023_replay_laptop_mobile,ai_synthetic,replay_rerecorded,2.178187227134557,0.0395014822432671,0.7441321611404419,True,file,
phase7c1_collection_manifest_000180_human_023_clean,human,clean,2.1668569914242353,0.03700570432145866,0.6857709288597107,True,file,
phase7c1_collection_manifest_000181_human_023_fabricated,mixed,edited_spliced;partial_fabrication,2.1185151662236716,0.035791883339509105,0.6465776562690735,True,file,
phase7c1_collection_manifest_000182_human_023_mixer_processed,human,mixer_channel_processed,2.2092079667260256,0.03774111323954798,0.8049839735031128,True,file,
phase7c1_collection_manifest_000183_human_023_replay_laptop_mobile,human,replay_rerecorded,3.2388032419066066,0.062007713901234496,1.0440019369125366,True,file,
phase7c1_collection_manifest_000000_ai_001_direct,ai_synthetic,clean,1.9416806035819327,0.03552972763470782,0.6771510243415833,True,segment,phase7c1_collection_manifest_000000_ai_001_direct_w0000
phase7c1_collection_manifest_000000_ai_001_direct,ai_synthetic,clean,2.090961394975025,0.038340957266910884,0.731920599937439,True,segment,phase7c1_collection_manifest_000000_ai_001_direct_w0001
phase7c1_collection_manifest_000000_ai_001_direct,ai_synthetic,clean,2.129377478139879,0.038392061288899264,0.6938134431838989,True,segment,phase7c1_collection_manifest_000000_ai_001_direct_w0002
phase7c1_collection_manifest_000000_ai_001_direct,ai_synthetic,clean,2.015181609705783,0.03578797071561723,0.6747188568115234,True,segment,phase7c1_collection_manifest_000000_ai_001_direct_w0003
phase7c1_collection_manifest_000000_ai_001_direct,ai_synthetic,clean,2.0563103261464826,0.03797634597224449,0.6745672821998596,True,segment,phase7c1_collection_manifest_000000_ai_001_direct_w0004
