embedding_dim_a,embedding_dim_b,correlation,abs_correlation
ssl_emb_103,ssl_emb_209,0.785803641158745,0.785803641158745
ssl_emb_088,ssl_emb_050,-0.78552740692547,0.78552740692547
ssl_emb_275,ssl_emb_161,-0.7852964427617101,0.7852964427617101
ssl_emb_114,ssl_emb_294,-0.7851561678734834,0.7851561678734834
ssl_emb_336,ssl_emb_013,-0.7850682052195656,0.7850682052195656
ssl_emb_673,ssl_emb_081,-0.7845551399712932,0.7845551399712932
ssl_emb_187,ssl_emb_161,0.7841847918399955,0.7841847918399955
ssl_emb_576,ssl_emb_280,-0.7839212123240763,0.7839212123240763
ssl_emb_081,ssl_emb_369,-0.7836424319030713,0.7836424319030713
ssl_emb_377,ssl_emb_369,0.7835159000251835,0.7835159000251835
ssl_emb_088,ssl_emb_548,-0.7826802134729028,0.7826802134729028
ssl_emb_370,ssl_emb_201,0.7820854398065593,0.7820854398065593
ssl_emb_211,ssl_emb_148,0.7813834857445465,0.7813834857445465
ssl_emb_088,ssl_emb_646,-0.7810433053857192,0.7810433053857192
ssl_emb_377,ssl_emb_619,0.7808216114297585,0.7808216114297585
ssl_emb_364,ssl_emb_411,-0.7803962624087742,0.7803962624087742
ssl_emb_088,ssl_emb_156,-0.7803810631986341,0.7803810631986341
ssl_emb_212,ssl_emb_263,0.7795426168790738,0.7795426168790738
ssl_emb_293,ssl_emb_677,-0.7787789799372664,0.7787789799372664
ssl_emb_263,ssl_emb_206,-0.7787232686076573,0.7787232686076573
ssl_emb_211,ssl_emb_166,0.7780784312992959,0.7780784312992959
ssl_emb_038,ssl_emb_294,0.7768999819705547,0.7768999819705547
ssl_emb_364,ssl_emb_088,-0.77671708640948,0.77671708640948
ssl_emb_263,ssl_emb_228,0.775780609090071,0.775780609090071
ssl_emb_369,ssl_emb_619,0.7755084995732877,0.7755084995732877
ssl_emb_548,ssl_emb_619,0.7747876466847334,0.7747876466847334
ssl_emb_411,ssl_emb_336,-0.7747678406686607,0.7747678406686607
ssl_emb_349,ssl_emb_156,0.7747057098532336,0.7747057098532336
ssl_emb_088,ssl_emb_081,0.7739568933799494,0.7739568933799494
ssl_emb_050,ssl_emb_255,-0.7729301788177482,0.7729301788177482
ssl_emb_585,ssl_emb_619,0.7714250514619403,0.7714250514619403
ssl_emb_673,ssl_emb_211,0.7714181766593746,0.7714181766593746
ssl_emb_334,ssl_emb_228,-0.7709951757507099,0.7709951757507099
ssl_emb_081,ssl_emb_148,-0.7698721645227836,0.7698721645227836
ssl_emb_548,ssl_emb_576,0.76922442867674,0.76922442867674
ssl_emb_088,ssl_emb_228,0.7691666613182273,0.7691666613182273
ssl_emb_349,ssl_emb_050,0.7690445352646647,0.7690445352646647
ssl_emb_567,ssl_emb_576,-0.7683230533558805,0.7683230533558805
ssl_emb_349,ssl_emb_576,0.7682809751576996,0.7682809751576996
ssl_emb_081,ssl_emb_255,0.7681917113667945,0.7681917113667945
ssl_emb_156,ssl_emb_378,-0.7679876211187955,0.7679876211187955
ssl_emb_095,ssl_emb_398,-0.7662703405324142,0.7662703405324142
ssl_emb_187,ssl_emb_418,-0.7660948769011982,0.7660948769011982
ssl_emb_130,ssl_emb_378,-0.7660180106447947,0.7660180106447947
ssl_emb_088,ssl_emb_275,0.7657372115522607,0.7657372115522607
ssl_emb_088,ssl_emb_211,-0.765549931340757,0.765549931340757
ssl_emb_280,ssl_emb_289,0.7650146029558667,0.7650146029558667
ssl_emb_013,ssl_emb_294,-0.7648341103435846,0.7648341103435846
ssl_emb_364,ssl_emb_211,0.7638678159959403,0.7638678159959403
ssl_emb_212,ssl_emb_472,0.7632982073215527,0.7632982073215527
ssl_emb_349,ssl_emb_161,0.7631462475175874,0.7631462475175874
ssl_emb_217,ssl_emb_206,0.7628898017503007,0.7628898017503007
ssl_emb_128,ssl_emb_263,-0.762680070103517,0.762680070103517
ssl_emb_377,ssl_emb_370,-0.7625839058664926,0.7625839058664926
ssl_emb_228,ssl_emb_209,-0.7625489893473262,0.7625489893473262
ssl_emb_548,ssl_emb_255,-0.7624005289117858,0.7624005289117858
ssl_emb_619,ssl_emb_378,-0.7623689007301138,0.7623689007301138
ssl_emb_576,ssl_emb_472,-0.7623325979012666,0.7623325979012666
ssl_emb_411,ssl_emb_013,0.7622545358245117,0.7622545358245117
ssl_emb_576,ssl_emb_411,-0.7616332728441841,0.7616332728441841
ssl_emb_088,ssl_emb_377,-0.7610669361367006,0.7610669361367006
ssl_emb_619,ssl_emb_209,0.7598049310860754,0.7598049310860754
ssl_emb_567,ssl_emb_134,0.7595592048757873,0.7595592048757873
ssl_emb_223,ssl_emb_217,0.7595197669404643,0.7595197669404643
ssl_emb_369,ssl_emb_130,0.7591860361014474,0.7591860361014474
ssl_emb_646,ssl_emb_275,-0.7588811221418843,0.7588811221418843
ssl_emb_646,ssl_emb_255,-0.7583898778357367,0.7583898778357367
ssl_emb_114,ssl_emb_212,0.7582702522192438,0.7582702522192438
ssl_emb_217,ssl_emb_050,0.7581087292614038,0.7581087292614038
ssl_emb_156,ssl_emb_148,0.7576962542905771,0.7576962542905771
ssl_emb_228,ssl_emb_294,-0.7575006683473304,0.7575006683473304
ssl_emb_567,ssl_emb_280,0.7566036341594495,0.7566036341594495
ssl_emb_576,ssl_emb_377,0.7565977100763771,0.7565977100763771
ssl_emb_088,ssl_emb_209,-0.756387165543737,0.756387165543737
ssl_emb_548,ssl_emb_585,0.7560368279929592,0.7560368279929592
ssl_emb_211,ssl_emb_156,0.7560160497522438,0.7560160497522438
ssl_emb_576,ssl_emb_336,0.7558186637293173,0.7558186637293173
ssl_emb_212,ssl_emb_369,-0.7552027258895414,0.7552027258895414
ssl_emb_377,ssl_emb_462,-0.7551294323446562,0.7551294323446562
ssl_emb_156,ssl_emb_294,0.755055979601862,0.755055979601862
ssl_emb_206,ssl_emb_038,0.7545720358748297,0.7545720358748297
ssl_emb_446,ssl_emb_411,-0.754547232473588,0.754547232473588
ssl_emb_103,ssl_emb_255,-0.7543776565176443,0.7543776565176443
ssl_emb_370,ssl_emb_013,0.7543752803915934,0.7543752803915934
ssl_emb_212,ssl_emb_228,0.7542391610675286,0.7542391610675286
ssl_emb_088,ssl_emb_619,-0.7541601263544324,0.7541601263544324
ssl_emb_081,ssl_emb_209,-0.7540393448421062,0.7540393448421062
ssl_emb_088,ssl_emb_336,-0.753904847463555,0.753904847463555
ssl_emb_156,ssl_emb_336,0.7534813450200339,0.7534813450200339
ssl_emb_156,ssl_emb_228,-0.7526935314578973,0.7526935314578973
ssl_emb_767,ssl_emb_255,-0.7524415406443512,0.7524415406443512
ssl_emb_548,ssl_emb_378,-0.7522379933230565,0.7522379933230565
ssl_emb_217,ssl_emb_294,0.7520404719218202,0.7520404719218202
ssl_emb_201,ssl_emb_209,-0.7517702347129633,0.7517702347129633
ssl_emb_088,ssl_emb_378,0.7514827835343939,0.7514827835343939
ssl_emb_334,ssl_emb_576,0.7513485694848251,0.7513485694848251
ssl_emb_028,ssl_emb_411,-0.7507720120437501,0.7507720120437501
ssl_emb_369,ssl_emb_275,-0.7506483309386769,0.7506483309386769
ssl_emb_166,ssl_emb_378,-0.7502244745525051,0.7502244745525051
ssl_emb_287,ssl_emb_370,-0.7498502567150815,0.7498502567150815
ssl_emb_088,ssl_emb_013,0.7497329781343721,0.7497329781343721
ssl_emb_081,ssl_emb_013,0.7495236011469177,0.7495236011469177
ssl_emb_472,ssl_emb_280,0.7494085769203209,0.7494085769203209
ssl_emb_255,ssl_emb_289,0.7492322894628636,0.7492322894628636
ssl_emb_293,ssl_emb_156,-0.7492070083932189,0.7492070083932189
ssl_emb_211,ssl_emb_081,-0.7490209262964266,0.7490209262964266
ssl_emb_212,ssl_emb_462,0.7489970562788106,0.7489970562788106
ssl_emb_187,ssl_emb_130,0.7488900668033193,0.7488900668033193
ssl_emb_187,ssl_emb_255,-0.7488743830664402,0.7488743830664402
ssl_emb_349,ssl_emb_369,0.7485054909285358,0.7485054909285358
ssl_emb_673,ssl_emb_217,0.7482677487002579,0.7482677487002579
ssl_emb_280,ssl_emb_275,0.7482293764612794,0.7482293764612794
ssl_emb_677,ssl_emb_619,0.7480286327773505,0.7480286327773505
ssl_emb_050,ssl_emb_472,-0.7476228886991392,0.7476228886991392
ssl_emb_673,ssl_emb_088,-0.7469629251411407,0.7469629251411407
ssl_emb_211,ssl_emb_294,0.7469180579974672,0.7469180579974672
ssl_emb_336,ssl_emb_677,0.74646102012871,0.74646102012871
ssl_emb_187,ssl_emb_462,-0.7461381192442218,0.7461381192442218
ssl_emb_088,ssl_emb_370,0.7454862351429714,0.7454862351429714
ssl_emb_217,ssl_emb_038,0.7451746316608856,0.7451746316608856
ssl_emb_334,ssl_emb_050,0.7445624828778643,0.7445624828778643
ssl_emb_255,ssl_emb_275,0.7442833150182261,0.7442833150182261
ssl_emb_576,ssl_emb_370,-0.7437019356848076,0.7437019356848076
ssl_emb_114,ssl_emb_228,0.7431106160997752,0.7431106160997752
ssl_emb_677,ssl_emb_585,0.7425726183987214,0.7425726183987214
ssl_emb_411,ssl_emb_209,-0.7423783851607109,0.7423783851607109
ssl_emb_114,ssl_emb_156,-0.742281080646878,0.742281080646878
ssl_emb_334,ssl_emb_411,-0.7421041587765752,0.7421041587765752
ssl_emb_646,ssl_emb_548,0.7416458202000034,0.7416458202000034
ssl_emb_364,ssl_emb_446,0.7406381604519487,0.7406381604519487
ssl_emb_028,ssl_emb_212,-0.7401900551759901,0.7401900551759901
ssl_emb_673,ssl_emb_135,-0.7400327710530246,0.7400327710530246
ssl_emb_280,ssl_emb_187,-0.7400271458651577,0.7400271458651577
ssl_emb_576,ssl_emb_462,-0.7396195259173376,0.7396195259173376
ssl_emb_128,ssl_emb_135,-0.7395511417404866,0.7395511417404866
ssl_emb_334,ssl_emb_294,0.7391280600904263,0.7391280600904263
ssl_emb_411,ssl_emb_228,0.7389446124435829,0.7389446124435829
ssl_emb_369,ssl_emb_378,-0.7385425838085043,0.7385425838085043
ssl_emb_673,ssl_emb_028,0.7381266417395486,0.7381266417395486
ssl_emb_677,ssl_emb_209,0.7380876722429772,0.7380876722429772
ssl_emb_364,ssl_emb_280,-0.7380229133378676,0.7380229133378676
ssl_emb_161,ssl_emb_378,-0.7377420685096833,0.7377420685096833
ssl_emb_081,ssl_emb_370,0.7373075017780836,0.7373075017780836
ssl_emb_472,ssl_emb_201,0.7372295075640696,0.7372295075640696
ssl_emb_472,ssl_emb_287,-0.7372071455197706,0.7372071455197706
ssl_emb_472,ssl_emb_161,-0.7368678213830764,0.7368678213830764
ssl_emb_767,ssl_emb_156,0.7367735623531961,0.7367735623531961
ssl_emb_349,ssl_emb_619,0.7367429586286065,0.7367429586286065
ssl_emb_088,ssl_emb_187,-0.7362771413632717,0.7362771413632717
ssl_emb_540,ssl_emb_156,-0.736158460290722,0.736158460290722
ssl_emb_377,ssl_emb_148,0.7360354866561203,0.7360354866561203
ssl_emb_199,ssl_emb_228,-0.7358190812624616,0.7358190812624616
ssl_emb_293,ssl_emb_159,-0.7357555973749229,0.7357555973749229
ssl_emb_349,ssl_emb_289,-0.7349788248414132,0.7349788248414132
ssl_emb_540,ssl_emb_369,-0.7346361550607035,0.7346361550607035
ssl_emb_050,ssl_emb_081,-0.7344953481552239,0.7344953481552239
ssl_emb_156,ssl_emb_161,0.7344622044776712,0.7344622044776712
ssl_emb_364,ssl_emb_349,0.7340756892129057,0.7340756892129057
ssl_emb_038,ssl_emb_013,-0.7336165941425933,0.7336165941425933
ssl_emb_349,ssl_emb_767,0.733579847414723,0.733579847414723
ssl_emb_411,ssl_emb_677,-0.7334741910915373,0.7334741910915373
ssl_emb_199,ssl_emb_472,-0.7333039201575791,0.7333039201575791
ssl_emb_201,ssl_emb_013,0.7332272000262837,0.7332272000262837
ssl_emb_156,ssl_emb_275,-0.7329460099645172,0.7329460099645172
ssl_emb_114,ssl_emb_211,-0.7329284008987159,0.7329284008987159
ssl_emb_156,ssl_emb_370,-0.7318105379891745,0.7318105379891745
ssl_emb_369,ssl_emb_585,0.7311425619138102,0.7311425619138102
ssl_emb_263,ssl_emb_081,0.7304710709665108,0.7304710709665108
ssl_emb_576,ssl_emb_294,0.7301931037830774,0.7301931037830774
ssl_emb_212,ssl_emb_206,-0.7299656075164672,0.7299656075164672
ssl_emb_377,ssl_emb_275,-0.7298253401797093,0.7298253401797093
ssl_emb_211,ssl_emb_377,0.7298243902604248,0.7298243902604248
ssl_emb_548,ssl_emb_201,-0.7291601648727641,0.7291601648727641
ssl_emb_081,ssl_emb_135,0.7290957876609939,0.7290957876609939
ssl_emb_567,ssl_emb_161,-0.7290739439793502,0.7290739439793502
ssl_emb_369,ssl_emb_255,-0.728742018937463,0.728742018937463
ssl_emb_349,ssl_emb_472,-0.7284410263396568,0.7284410263396568
ssl_emb_211,ssl_emb_334,0.7283025463783293,0.7283025463783293
ssl_emb_255,ssl_emb_294,-0.7282376946421912,0.7282376946421912
ssl_emb_646,ssl_emb_767,0.7279834615893166,0.7279834615893166
ssl_emb_336,ssl_emb_275,-0.7274575109356743,0.7274575109356743
ssl_emb_114,ssl_emb_411,0.7274133666433913,0.7274133666433913
ssl_emb_414,ssl_emb_209,0.7270393565832172,0.7270393565832172
ssl_emb_130,ssl_emb_462,-0.7267563340686881,0.7267563340686881
ssl_emb_472,ssl_emb_148,-0.726496442169883,0.726496442169883
ssl_emb_211,ssl_emb_028,0.7261328240627258,0.7261328240627258
ssl_emb_280,ssl_emb_378,0.7260293004014963,0.7260293004014963
ssl_emb_114,ssl_emb_334,-0.7258237564893593,0.7258237564893593
ssl_emb_369,ssl_emb_161,0.7257061643816465,0.7257061643816465
ssl_emb_334,ssl_emb_187,0.7256122853241436,0.7256122853241436
ssl_emb_103,ssl_emb_377,0.7254514500630611,0.7254514500630611
ssl_emb_334,ssl_emb_130,0.7252835797517134,0.7252835797517134
ssl_emb_156,ssl_emb_130,0.7250611492049472,0.7250611492049472
ssl_emb_334,ssl_emb_369,0.7250494315038644,0.7250494315038644
ssl_emb_646,ssl_emb_130,0.7250382665861494,0.7250382665861494
ssl_emb_349,ssl_emb_228,-0.7246394217596082,0.7246394217596082
ssl_emb_336,ssl_emb_462,-0.7239908774293753,0.7239908774293753
ssl_emb_103,ssl_emb_548,0.7239189069218651,0.7239189069218651
ssl_emb_576,ssl_emb_228,-0.7233762324250177,0.7233762324250177
ssl_emb_050,ssl_emb_263,-0.7232783355746556,0.7232783355746556
ssl_emb_103,ssl_emb_334,0.7231634512868603,0.7231634512868603
ssl_emb_673,ssl_emb_263,-0.7231134493750173,0.7231134493750173
ssl_emb_148,ssl_emb_462,-0.7230878959716712,0.7230878959716712
ssl_emb_263,ssl_emb_294,-0.7223135488850535,0.7223135488850535
ssl_emb_472,ssl_emb_619,-0.721879190725034,0.721879190725034
ssl_emb_364,ssl_emb_081,-0.7217417756741907,0.7217417756741907
ssl_emb_767,ssl_emb_576,0.7216785663496894,0.7216785663496894
ssl_emb_370,ssl_emb_462,0.7215824444165198,0.7215824444165198
ssl_emb_103,ssl_emb_228,-0.7213653705795259,0.7213653705795259
ssl_emb_377,ssl_emb_336,0.720805975096387,0.720805975096387
ssl_emb_472,ssl_emb_585,-0.7206881489209624,0.7206881489209624
ssl_emb_211,ssl_emb_446,0.7206848630276257,0.7206848630276257
ssl_emb_148,ssl_emb_677,0.7205323711316236,0.7205323711316236
ssl_emb_540,ssl_emb_209,-0.7203006424799704,0.7203006424799704
ssl_emb_576,ssl_emb_209,0.7198494023157075,0.7198494023157075
ssl_emb_101,ssl_emb_619,-0.7197213201449136,0.7197213201449136
ssl_emb_567,ssl_emb_101,0.7194968362223002,0.7194968362223002
ssl_emb_548,ssl_emb_275,-0.7194878334712671,0.7194878334712671
ssl_emb_411,ssl_emb_130,-0.7194533555218304,0.7194533555218304
ssl_emb_255,ssl_emb_209,-0.7193907748162433,0.7193907748162433
ssl_emb_081,ssl_emb_336,-0.7191227314099021,0.7191227314099021
ssl_emb_166,ssl_emb_462,-0.7187870762146262,0.7187870762146262
ssl_emb_540,ssl_emb_095,0.7186735127607186,0.7186735127607186
ssl_emb_377,ssl_emb_130,0.7186554068222513,0.7186554068222513
ssl_emb_103,ssl_emb_013,-0.7185694946059507,0.7185694946059507
ssl_emb_548,ssl_emb_334,0.7185363911595983,0.7185363911595983
ssl_emb_228,ssl_emb_013,0.7182677276758701,0.7182677276758701
ssl_emb_411,ssl_emb_619,-0.717901376346544,0.717901376346544
ssl_emb_228,ssl_emb_038,-0.7177776005302806,0.7177776005302806
ssl_emb_673,ssl_emb_228,-0.7177338928524813,0.7177338928524813
ssl_emb_156,ssl_emb_159,0.7176303117186338,0.7176303117186338
ssl_emb_540,ssl_emb_212,0.7172368473793839,0.7172368473793839
ssl_emb_540,ssl_emb_411,0.717173957537632,0.717173957537632
ssl_emb_377,ssl_emb_156,0.7169382234516523,0.7169382234516523
ssl_emb_369,ssl_emb_280,-0.7166761314707806,0.7166761314707806
ssl_emb_673,ssl_emb_148,0.7165543781387814,0.7165543781387814
ssl_emb_134,ssl_emb_101,0.7158045664877727,0.7158045664877727
ssl_emb_128,ssl_emb_038,0.7158007284171272,0.7158007284171272
ssl_emb_548,ssl_emb_228,-0.7154775730232074,0.7154775730232074
ssl_emb_151,ssl_emb_038,-0.7151680256156014,0.7151680256156014
ssl_emb_103,ssl_emb_088,-0.7151091807516354,0.7151091807516354
ssl_emb_336,ssl_emb_294,0.714806592857994,0.714806592857994
ssl_emb_548,ssl_emb_081,-0.7145243668877184,0.7145243668877184
ssl_emb_673,ssl_emb_206,0.7145157184747714,0.7145157184747714
ssl_emb_088,ssl_emb_289,0.7144761090485809,0.7144761090485809
ssl_emb_103,ssl_emb_156,0.7142910348286784,0.7142910348286784
ssl_emb_255,ssl_emb_166,-0.7142720663411285,0.7142720663411285
ssl_emb_411,ssl_emb_255,0.7139834577787799,0.7139834577787799
ssl_emb_028,ssl_emb_462,-0.7137264963572658,0.7137264963572658
ssl_emb_255,ssl_emb_462,0.7133293964345239,0.7133293964345239
ssl_emb_217,ssl_emb_228,-0.7131252911821199,0.7131252911821199
ssl_emb_548,ssl_emb_130,0.7131151153938515,0.7131151153938515
ssl_emb_767,ssl_emb_378,-0.7130832110676815,0.7130832110676815
ssl_emb_576,ssl_emb_148,0.7124908740031786,0.7124908740031786
