sample_id,audio_path,base_id,variant_id,suspicious_start_time,suspicious_end_time,n_chunks_inside,n_chunks_outside,inside_region_avg_spoof,outside_region_avg_spoof,inside_region_max_spoof,outside_region_max_spoof,inside_region_dominant_attack,outside_region_dominant_attack,region_delta,partial_region_detected,notes
ai_017_fabricated,data/phase7c1/raw/ai_fabricated/ai_017_fabricated.wav,base_017,ai_fabricated,24.26,33.894,5,16,0.7994311176240444,0.4797055315284524,1.0,0.994562566280365,conversion,bonafide,0.319726,True,evaluated
human_017_fabricated,data/phase7c1/raw/human_fabricated/human_017_fabricated.wav,base_017,human_fabricated,2.103,11.913,4,15,0.4994592937735156,0.9887171467145284,0.9999998807907104,1.0,bonafide,conversion,-0.489258,True,evaluated
ai_018_fabricated,data/phase7c1/raw/ai_fabricated/ai_018_fabricated.wav,base_018,ai_fabricated,45.994,54.836,4,15,0.9801880121231079,0.37292954782024024,0.999998927116394,0.9999998807907104,conversion,bonafide,0.607258,True,evaluated
human_018_fabricated,data/phase7c1/raw/human_fabricated/human_018_fabricated.wav,base_018,human_fabricated,29.714,38.679,4,11,0.5253826114349067,0.6744906048883091,0.9726234674453735,0.9956262111663818,bonafide,bonafide,-0.149108,True,evaluated
ai_019_fabricated,data/phase7c1/raw/ai_fabricated/ai_019_fabricated.wav,base_019,ai_fabricated,39.92,51.003,6,15,0.6881051603704691,0.46020544298614063,1.0,0.9981433153152466,conversion,bonafide,0.2279,True,evaluated
human_019_fabricated,data/phase7c1/raw/human_fabricated/human_019_fabricated.wav,base_019,human_fabricated,4.337,13.506,3,13,0.3471358628770152,0.9583131464628073,0.9997262358665466,1.0,bonafide,conversion,-0.611177,True,evaluated
ai_020_fabricated,data/phase7c1/raw/ai_fabricated/ai_020_fabricated.wav,base_020,ai_fabricated,10.708,20.214,3,16,0.08961369593938191,0.7452258884441108,0.23213601112365723,1.0,bonafide,conversion,-0.655612,False,evaluated
human_020_fabricated,data/phase7c1/raw/human_fabricated/human_020_fabricated.wav,base_020,human_fabricated,20.622,27.612,4,13,0.7577911112457514,0.9999997615814209,1.0,1.0,synthesis,synthesis,-0.242209,True,evaluated
ai_021_fabricated,data/phase7c1/raw/ai_fabricated/ai_021_fabricated.wav,base_021,ai_fabricated,14.392,22.878,4,14,0.9452777802944183,0.20164764782046923,0.9997569918632507,0.9017477631568909,synthesis,bonafide,0.74363,True,evaluated
human_021_fabricated,data/phase7c1/raw/human_fabricated/human_021_fabricated.wav,base_021,human_fabricated,24.26,32.978,4,14,0.020688895095052118,0.5349954815049257,0.08218025416135788,0.9997761845588684,bonafide,bonafide,-0.514307,False,evaluated
ai_022_fabricated,data/phase7c1/raw/ai_fabricated/ai_022_fabricated.wav,base_022,ai_fabricated,53.857,63.793,4,17,0.9833623319864273,0.26352765678733275,0.9998476505279541,0.9999998807907104,synthesis,bonafide,0.719835,True,evaluated
human_022_fabricated,data/phase7c1/raw/human_fabricated/human_022_fabricated.wav,base_022,human_fabricated,4.679,11.408,3,11,0.826142410437266,0.9354615915905345,0.9870795607566833,1.0,conversion,synthesis,-0.109319,True,evaluated
ai_023_fabricated,data/phase7c1/raw/ai_fabricated/ai_023_fabricated.wav,base_023,ai_fabricated,17.546,24.021,4,14,0.842906191945076,0.46740601461754394,0.9983674883842468,0.9999288320541382,synthesis,bonafide,0.3755,True,evaluated
human_023_fabricated,data/phase7c1/raw/human_fabricated/human_023_fabricated.wav,base_023,human_fabricated,16.043,24.428,4,13,0.018522473139455542,0.15958824659781412,0.04035123810172081,0.9246196150779724,bonafide,bonafide,-0.141066,False,evaluated
