sample_id,audio_path,base_id,variant_id,speaker_id,speaker_gender,language,source_origin,manipulation_type,ground_truth_origin,ground_truth_manipulation,origin_label,manipulation_label,attack_hint,risk_level,partial_fabrication_binary,suspicious_start_time,suspicious_end_time,split,split_group_id,prediction,confidence,decision_score,effective_threshold,attack_type,attack_type_conf,bonafide_prob,synthesis_prob,conversion_prob,replay_prob,n_chunks_used,n_chunks_total,suspicious_chunk_count,suspicious_chunk_ratio,max_chunk_spoof,mean_chunk_spoof,median_chunk_spoof,dominant_chunk_attack,n_chunks_inside,n_chunks_outside,inside_region_avg_spoof,outside_region_avg_spoof,inside_region_max_spoof,outside_region_max_spoof,inside_region_dominant_attack,outside_region_dominant_attack,partial_region_detected,baseline_status,final_baseline_interpretation,error
human_002_mixer_processed,data/phase7c1/raw/human_mixer/human_002_mixer_processed.wav,base_002,human_mixer_processed,speaker_002,unknown,unknown,human,mixer_processed,human,processed,human_likely,channel_processed,unknown,medium,0,,,train,base_002,FAKE,1.0,1.0,0.7,replay,0.899999737739563,3.26633255554043e-07,0.09999991953372955,1.8249894054734456e-14,0.899999737739563,10,10,10,1.0,1.0,0.9999999880790711,1.0,replay,0,0,,,,,,,False,human_mixer_manipulation_detected,"Human mixer channel manipulation detected (FAKE, score=1.000).",
human_002_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_002_replay_laptop_mobile.wav,base_002,human_replay_laptop_mobile,speaker_002,unknown,unknown,human,human_replay,human,replayed,human_likely,replayed_or_re_recorded,replay,medium,0,,,train,base_002,FAKE,1.0,1.0,0.7,synthesis,0.862519383430481,0.0017630094662308693,0.862519383430481,0.13533276319503784,0.00038486404810100794,8,8,8,1.0,1.0,0.9999722391366959,0.9999949932098389,synthesis,0,0,,,,,,,False,human_replay_manipulation_detected,"Human replay manipulation signal detected (FAKE, score=1.000).",
ai_003_direct,data/phase7c1/raw/ai_direct/ai_003_direct.wav,base_003,ai_direct,speaker_003,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_003,REAL,0.6,0.4,0.7,bonafide,0.6229211688041687,0.6229211688041687,0.03863462060689926,0.3384438157081604,3.4722754094218544e-07,15,15,6,0.4,0.9999990463256836,0.42039008378732395,0.1870584338903427,bonafide,0,0,,,,,,,False,direct_ai_file_level_missed_but_segment_suspicious,Direct AI file-level REAL but segment-suspicious chunks (max spoof elevated).,
ai_003_fabricated,data/phase7c1/raw/ai_fabricated/ai_003_fabricated.wav,base_003,ai_fabricated,speaker_003,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,1.952,8.531,train,base_003,REAL,0.5294117647058824,0.47058823529411764,0.7,bonafide,0.597021222114563,0.597021222114563,0.11783231049776077,0.24348986148834229,0.04165661334991455,17,17,8,0.47058823529411764,0.9999958276748657,0.4830994498800411,0.5782397985458374,bonafide,3,14,0.7970901727676392,0.4158157235469844,0.9999958276748657,0.990044355392456,conversion,bonafide,True,partial_fabrication_detected,Partial fabrication: suspicious region shows higher spoof signal than outside.,
ai_003_mixer_processed,data/phase7c1/raw/ai_mixer/ai_003_mixer_processed.wav,base_003,ai_mixer_processed,speaker_003,unknown,unknown,ai,mixer_processed,ai,processed,ai_likely,channel_processed,synthesis,high,0,,,train,base_003,FAKE,1.0,1.0,0.7,synthesis,0.8504881858825684,0.0006945575005374849,0.8504881858825684,0.14881592988967896,1.3019997595620225e-06,16,16,16,1.0,1.0,0.9999280236661434,0.9999997019767761,synthesis,0,0,,,,,,,False,ai_mixer_detected,"AI mixer detected (FAKE, score=1.000).",
ai_003_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_003_replay_laptop_mobile.wav,base_003,ai_replay_laptop_mobile,speaker_003,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_003,FAKE,0.7857142857142857,0.7857142857142857,0.7,conversion,0.4456704258918762,0.2926139533519745,0.23602862656116486,0.4456704258918762,0.025686990469694138,14,14,11,0.7857142857142857,0.9996155500411987,0.7372086300913777,0.8258057236671448,conversion,0,0,,,,,,,False,ai_replay_detected,"AI replay detected (FAKE, score=0.786).",
human_003_clean,data/phase7c1/raw/human_clean/human_003_clean.wav,base_003,human_clean,speaker_003,unknown,unknown,human,clean_direct,human,clean,human_likely,clean_original,bonafide,low,0,,,train,base_003,REAL,0.36363636363636365,0.6363636363636364,0.7,conversion,0.5346838235855103,0.362915575504303,0.1023961529135704,0.5346838235855103,4.385888587421505e-06,11,12,7,0.6363636363636364,0.9990149736404419,0.6526722949506207,0.9096665382385254,conversion,0,0,,,,,,,False,clean_human_accepted,Clean human accepted as REAL (score=0.636).,
human_003_fabricated,data/phase7c1/raw/human_fabricated/human_003_fabricated.wav,base_003,human_fabricated,speaker_003,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,6.14,13.891,train,base_003,REAL,0.7142857142857143,0.2857142857142857,0.7,bonafide,0.6865821480751038,0.6865821480751038,0.09859076887369156,0.21480533480644226,2.1743684555985965e-05,14,15,4,0.2857142857142857,0.9873993396759033,0.3364692365052114,0.11043567210435867,bonafide,4,10,0.2387322136549983,0.37556404564529655,0.9548583030700684,0.9873993396759033,bonafide,bonafide,True,partial_fabrication_detected,Partial fabrication: suspicious region shows higher spoof signal than outside.,
human_003_mixer_processed,data/phase7c1/raw/human_mixer/human_003_mixer_processed.wav,base_003,human_mixer_processed,speaker_003,unknown,unknown,human,mixer_processed,human,processed,human_likely,channel_processed,unknown,medium,0,,,train,base_003,FAKE,1.0,1.0,0.7,synthesis,0.6093168258666992,0.008271549828350544,0.6093168258666992,3.741472391993739e-05,0.38237419724464417,11,12,11,1.0,1.0,0.9994538805701516,0.9999799728393555,synthesis,0,0,,,,,,,False,human_mixer_manipulation_detected,"Human mixer channel manipulation detected (FAKE, score=1.000).",
human_003_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_003_replay_laptop_mobile.wav,base_003,human_replay_laptop_mobile,speaker_003,unknown,unknown,human,human_replay,human,replayed,human_likely,replayed_or_re_recorded,replay,medium,0,,,train,base_003,FAKE,1.0,1.0,0.7,conversion,0.6282524466514587,2.836689873220166e-06,0.37174469232559204,0.6282524466514587,5.2473735128117163e-14,9,9,9,1.0,1.0,1.0,1.0,conversion,0,0,,,,,,,False,human_replay_manipulation_detected,"Human replay manipulation signal detected (FAKE, score=1.000).",
ai_004_direct,data/phase7c1/raw/ai_direct/ai_004_direct.wav,base_004,ai_direct,speaker_004,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_004,REAL,0.75,0.25,0.7,bonafide,0.7937653064727783,0.7937653064727783,0.06945064663887024,0.13678386807441711,1.5516798157477751e-07,16,16,4,0.25,0.9988282322883606,0.26980623251779434,0.0531048234552145,bonafide,0,0,,,,,,,False,direct_ai_file_level_missed_but_segment_suspicious,Direct AI file-level REAL but segment-suspicious chunks (max spoof elevated).,
ai_004_fabricated,data/phase7c1/raw/ai_fabricated/ai_004_fabricated.wav,base_004,ai_fabricated,speaker_004,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,39.453,46.277,train,base_004,REAL,0.6666666666666667,0.3333333333333333,0.7,bonafide,0.6746492981910706,0.6746492981910706,0.049258772283792496,0.2760918140411377,1.3711446911202074e-07,18,18,6,0.3333333333333333,1.0,0.38103345388885324,0.10599910840392113,bonafide,4,14,0.9549382328987122,0.21706065988603637,1.0,0.9987744688987732,conversion,bonafide,True,partial_fabrication_detected,Partial fabrication: suspicious region shows higher spoof signal than outside.,
ai_004_mixer_processed,data/phase7c1/raw/ai_mixer/ai_004_mixer_processed.wav,base_004,ai_mixer_processed,speaker_004,unknown,unknown,ai,mixer_processed,ai,processed,ai_likely,channel_processed,synthesis,high,0,,,train,base_004,FAKE,1.0,1.0,0.7,synthesis,0.8354753255844116,0.008569594472646713,0.8354753255844116,0.006899077445268631,0.1490560919046402,17,17,17,1.0,1.0,0.9994612266035641,0.9999992847442627,synthesis,0,0,,,,,,,False,ai_mixer_detected,"AI mixer detected (FAKE, score=1.000).",
ai_004_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_004_replay_laptop_mobile.wav,base_004,ai_replay_laptop_mobile,speaker_004,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_004,FAKE,0.8181818181818182,0.8181818181818182,0.7,synthesis,0.6563560962677002,0.1755366176366806,0.6563560962677002,0.1679016798734665,0.00020560133270919323,11,12,9,0.8181818181818182,0.9997757077217102,0.8823896050453186,0.9574770927429199,synthesis,0,0,,,,,,,False,ai_replay_detected,"AI replay detected (FAKE, score=0.818).",
human_004_clean,data/phase7c1/raw/human_clean/human_004_clean.wav,base_004,human_clean,speaker_004,unknown,unknown,human,clean_direct,human,clean,human_likely,clean_original,bonafide,low,0,,,train,base_004,FAKE,0.9166666666666666,0.9166666666666666,0.7,conversion,0.4904036223888397,0.08376935124397278,0.42582669854164124,0.4904036223888397,3.520269729051506e-07,12,12,11,0.9166666666666666,1.0,0.9233306820193926,0.9989178776741028,conversion,0,0,,,,,,,False,clean_human_false_alarm,Clean human false alarm: predicted FAKE (score=0.917).,
human_004_fabricated,data/phase7c1/raw/human_fabricated/human_004_fabricated.wav,base_004,human_fabricated,speaker_004,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,1.739,8.153,train,base_004,FAKE,0.8461538461538461,0.8461538461538461,0.7,conversion,0.4843129515647888,0.18135787546634674,0.33430320024490356,0.4843129515647888,2.6003592211054638e-05,13,14,11,0.8461538461538461,1.0,0.8479536426110337,0.9913892149925232,conversion,2,11,0.4894159871619195,0.9131423072381453,0.9769127368927002,1.0,bonafide,conversion,True,partial_fabrication_detected,Partial fabrication: suspicious region shows higher spoof signal than outside.,
human_004_mixer_processed,data/phase7c1/raw/human_mixer/human_004_mixer_processed.wav,base_004,human_mixer_processed,speaker_004,unknown,unknown,human,mixer_processed,human,processed,human_likely,channel_processed,unknown,medium,0,,,train,base_004,FAKE,1.0,1.0,0.7,synthesis,0.998467743396759,0.0009085980127565563,0.998467743396759,0.0006173945148475468,6.245931217563339e-06,12,12,12,1.0,1.0,0.999067967136701,1.0,synthesis,0,0,,,,,,,False,human_mixer_manipulation_detected,"Human mixer channel manipulation detected (FAKE, score=1.000).",
human_004_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_004_replay_laptop_mobile.wav,base_004,human_replay_laptop_mobile,speaker_004,unknown,unknown,human,human_replay,human,replayed,human_likely,replayed_or_re_recorded,replay,medium,0,,,train,base_004,FAKE,1.0,1.0,0.7,synthesis,0.9377759695053101,0.012670660391449928,0.9377759695053101,0.04905141517519951,0.0005019180243834853,11,11,11,1.0,1.0,0.984922089359977,0.9996672868728638,synthesis,0,0,,,,,,,False,human_replay_manipulation_detected,"Human replay manipulation signal detected (FAKE, score=1.000).",
ai_005_direct,data/phase7c1/raw/ai_direct/ai_005_direct.wav,base_005,ai_direct,speaker_005,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_005,REAL,0.7222222222222222,0.2777777777777778,0.7,bonafide,0.7135502099990845,0.7135502099990845,0.15349113941192627,0.13295835256576538,3.018614052052726e-07,18,18,5,0.2777777777777778,0.999808132648468,0.3775997422957921,0.22129637002944946,bonafide,0,0,,,,,,,False,direct_ai_file_level_missed_but_segment_suspicious,Direct AI file-level REAL but segment-suspicious chunks (max spoof elevated).,
ai_005_fabricated,data/phase7c1/raw/ai_fabricated/ai_005_fabricated.wav,base_005,ai_fabricated,speaker_005,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,42.59,49.433,train,base_005,REAL,0.55,0.45,0.7,bonafide,0.573447048664093,0.573447048664093,0.19724899530410767,0.22930371761322021,2.7358493071005796e-07,20,20,9,0.45,1.0,0.5250984236490239,0.47304826974868774,bonafide,4,16,0.9949477910995483,0.4076360817863929,1.0,0.9997743964195251,conversion,bonafide,True,partial_fabrication_detected,Partial fabrication: suspicious region shows higher spoof signal than outside.,
ai_005_mixer_processed,data/phase7c1/raw/ai_mixer/ai_005_mixer_processed.wav,base_005,ai_mixer_processed,speaker_005,unknown,unknown,ai,mixer_processed,ai,processed,ai_likely,channel_processed,synthesis,high,0,,,train,base_005,FAKE,1.0,1.0,0.7,synthesis,0.965678870677948,0.002843899419531226,0.965678870677948,0.03145324066281319,2.38766133406898e-05,18,18,18,1.0,1.0,0.9984085063139597,0.9999975562095642,synthesis,0,0,,,,,,,False,ai_mixer_detected,"AI mixer detected (FAKE, score=1.000).",
ai_005_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_005_replay_laptop_mobile.wav,base_005,ai_replay_laptop_mobile,speaker_005,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_005,REAL,0.4285714285714286,0.5714285714285714,0.7,synthesis,0.6415117383003235,0.2945139706134796,0.6415117383003235,0.06271298229694366,0.0012613021535798907,14,14,8,0.5714285714285714,0.999966025352478,0.6846272306782859,0.7845577299594879,synthesis,0,0,,,,,,,False,ai_replay_file_level_missed_but_segment_suspicious,AI replay file-level REAL but segment-suspicious chunks present.,
human_005_clean,data/phase7c1/raw/human_clean/human_005_clean.wav,base_005,human_clean,speaker_005,unknown,unknown,human,clean_direct,human,clean,human_likely,clean_original,bonafide,low,0,,,train,base_005,FAKE,1.0,1.0,0.7,synthesis,0.7520877718925476,0.05346861481666565,0.7520877718925476,0.194443479180336,1.0561623042804058e-07,14,14,14,1.0,1.0,0.9738754374640328,0.9996487200260162,synthesis,0,0,,,,,,,False,clean_human_false_alarm,Clean human false alarm: predicted FAKE (score=1.000).,
human_005_fabricated,data/phase7c1/raw/human_fabricated/human_005_fabricated.wav,base_005,human_fabricated,speaker_005,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,27.493,35.762,train,base_005,FAKE,0.8235294117647058,0.8235294117647058,0.7,synthesis,0.7002548575401306,0.2079181969165802,0.7002548575401306,0.09182628244161606,7.649891813343856e-07,17,17,14,0.8235294117647058,1.0,0.8300289487918181,0.9979493021965027,synthesis,4,13,0.4090421396831516,0.9595633515944848,0.9999948740005493,1.0,bonafide,synthesis,True,partial_fabrication_detected,Partial fabrication: suspicious region shows higher spoof signal than outside.,
human_005_mixer_processed,data/phase7c1/raw/human_mixer/human_005_mixer_processed.wav,base_005,human_mixer_processed,speaker_005,unknown,unknown,human,mixer_processed,human,processed,human_likely,channel_processed,unknown,medium,0,,,train,base_005,FAKE,1.0,1.0,0.7,synthesis,0.9264264106750488,0.0008443407714366913,0.9264264106750488,0.00010330331133445725,0.07262588292360306,14,14,14,1.0,1.0,1.0,1.0,synthesis,0,0,,,,,,,False,human_mixer_manipulation_detected,"Human mixer channel manipulation detected (FAKE, score=1.000).",
human_005_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_005_replay_laptop_mobile.wav,base_005,human_replay_laptop_mobile,speaker_005,unknown,unknown,human,human_replay,human,replayed,human_likely,replayed_or_re_recorded,replay,medium,0,,,train,base_005,FAKE,1.0,1.0,0.7,conversion,0.7784023880958557,0.0018095819978043437,0.21978804469108582,0.7784023880958557,1.1268130178931912e-10,8,8,8,1.0,1.0,0.9998019337654114,0.9999961256980896,conversion,0,0,,,,,,,False,human_replay_manipulation_detected,"Human replay manipulation signal detected (FAKE, score=1.000).",
ai_006_direct,data/phase7c1/raw/ai_direct/ai_006_direct.wav,base_006,ai_direct,speaker_006,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_006,REAL,0.8125,0.1875,0.7,bonafide,0.8581131100654602,0.8581131100654602,0.12326978147029877,0.018613850697875023,3.2478012599312933e-06,16,16,3,0.1875,0.7550956010818481,0.18707714240059659,0.02440105937421322,bonafide,0,0,,,,,,,False,direct_ai_missed,"Direct AI missed at file level (REAL, score=0.188).",
ai_006_fabricated,data/phase7c1/raw/ai_fabricated/ai_006_fabricated.wav,base_006,ai_fabricated,speaker_006,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,29.439,38.986,train,base_006,REAL,0.8,0.2,0.7,bonafide,0.8233250379562378,0.8233250379562378,0.15999458730220795,0.01667821779847145,2.1403627670224523e-06,20,20,4,0.2,0.9999634027481079,0.19894207409929549,0.01599344750866294,bonafide,4,16,0.45450245519168675,0.13505197882619768,0.9999634027481079,0.9945730566978455,bonafide,bonafide,True,partial_fabrication_detected,Partial fabrication: suspicious region shows higher spoof signal than outside.,
ai_006_mixer_processed,data/phase7c1/raw/ai_mixer/ai_006_mixer_processed.wav,base_006,ai_mixer_processed,speaker_006,unknown,unknown,ai,mixer_processed,ai,processed,ai_likely,channel_processed,synthesis,high,0,,,train,base_006,FAKE,1.0,1.0,0.7,synthesis,0.9334612488746643,0.002189681166782975,0.9334612488746643,0.0643082708120346,4.079715290572494e-05,17,17,17,1.0,1.0,0.9955547241603627,0.9999974966049194,synthesis,0,0,,,,,,,False,ai_mixer_detected,"AI mixer detected (FAKE, score=1.000).",
ai_006_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_006_replay_laptop_mobile.wav,base_006,ai_replay_laptop_mobile,speaker_006,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_006,FAKE,0.7058823529411765,0.7058823529411765,0.7,conversion,0.5880906581878662,0.319179892539978,0.0926438421010971,0.5880906581878662,8.553609950467944e-05,17,17,12,0.7058823529411765,0.9999996423721313,0.7101447685238194,0.9103862047195435,conversion,0,0,,,,,,,False,ai_replay_detected,"AI replay detected (FAKE, score=0.706).",
human_006_clean,data/phase7c1/raw/human_clean/human_006_clean.wav,base_006,human_clean,speaker_006,unknown,unknown,human,clean_direct,human,clean,human_likely,clean_original,bonafide,low,0,,,train,base_006,FAKE,0.8333333333333334,0.8333333333333334,0.7,synthesis,0.4467877149581909,0.24916516244411469,0.4467877149581909,0.3040456473827362,1.521316335129086e-06,12,12,10,0.8333333333333334,0.9999985694885254,0.7670339044028273,0.9218447208404541,synthesis,0,0,,,,,,,False,clean_human_false_alarm,Clean human false alarm: predicted FAKE (score=0.833).,
