sample_id,audio_path,base_id,variant_id,speaker_id,speaker_gender,language,source_origin,manipulation_type,ground_truth_origin,ground_truth_manipulation,origin_label,manipulation_label,attack_hint,risk_level,partial_fabrication_binary,suspicious_start_time,suspicious_end_time,split,split_group_id,prediction,confidence,decision_score,effective_threshold,attack_type,attack_type_conf,bonafide_prob,synthesis_prob,conversion_prob,replay_prob,n_chunks_used,n_chunks_total,suspicious_chunk_count,suspicious_chunk_ratio,max_chunk_spoof,mean_chunk_spoof,median_chunk_spoof,dominant_chunk_attack,n_chunks_inside,n_chunks_outside,inside_region_avg_spoof,outside_region_avg_spoof,inside_region_max_spoof,outside_region_max_spoof,inside_region_dominant_attack,outside_region_dominant_attack,partial_region_detected,baseline_status,final_baseline_interpretation,error
human_014_clean,data/phase7c1/raw/human_clean/human_014_clean.wav,base_014,human_clean,speaker_014,unknown,unknown,human,clean_direct,human,clean,human_likely,clean_original,bonafide,low,0,,,train,base_014,FAKE,1.0,1.0,0.7,synthesis,0.571984589099884,0.0115513671189546,0.571984589099884,0.4164640605449676,9.508345222286609e-09,13,13,13,1.0,1.0,0.991580408353072,0.9999407529830932,synthesis,0,0,,,,,,,False,clean_human_false_alarm,Clean human false alarm: predicted FAKE (score=1.000).,
human_015_clean,data/phase7c1/raw/human_clean/human_015_clean.wav,base_015,human_clean,speaker_015,unknown,unknown,human,clean_direct,human,clean,human_likely,clean_original,bonafide,low,0,,,train,base_015,FAKE,0.8333333333333334,0.8333333333333334,0.7,synthesis,0.8082975745201111,0.1017697975039482,0.8082975745201111,0.089889295399189,4.327874557930045e-05,12,13,10,0.8333333333333334,1.0,0.8483971568445364,0.9943603873252868,synthesis,0,0,,,,,,,False,clean_human_false_alarm,Clean human false alarm: predicted FAKE (score=0.833).,
human_016_clean,data/phase7c1/raw/human_clean/human_016_clean.wav,base_016,human_clean,speaker_016,unknown,unknown,human,clean_direct,human,clean,human_likely,clean_original,bonafide,low,0,,,train,base_016,FAKE,0.75,0.75,0.7,synthesis,0.4091450870037079,0.3279827833175659,0.4091450870037079,0.0135834822431206,0.2492886334657669,16,16,12,0.75,0.998039186000824,0.6599636187929718,0.8544636368751526,synthesis,0,0,,,,,,,False,clean_human_false_alarm,Clean human false alarm: predicted FAKE (score=0.750).,
human_017_clean,data/phase7c1/raw/human_clean/human_017_clean.wav,base_017,human_clean,speaker_017,unknown,unknown,human,clean_direct,human,clean,human_likely,clean_original,bonafide,low,0,,,val,base_017,FAKE,1.0,1.0,0.7,conversion,0.836029589176178,0.0357089824974536,0.1282614320516586,0.836029589176178,3.0613090729048054e-08,15,15,15,1.0,1.0,0.980421761671702,0.9999947547912598,conversion,0,0,,,,,,,False,clean_human_false_alarm,Clean human false alarm: predicted FAKE (score=1.000).,
human_019_clean,data/phase7c1/raw/human_clean/human_019_clean.wav,base_019,human_clean,speaker_019,unknown,unknown,human,clean_direct,human,clean,human_likely,clean_original,bonafide,low,0,,,val,base_019,FAKE,1.0,1.0,0.7,conversion,0.9141674041748048,0.0393237061798572,0.0465088486671447,0.9141674041748048,9.136410739074564e-08,14,14,14,1.0,1.0,0.9801449435097832,1.0,conversion,0,0,,,,,,,False,clean_human_false_alarm,Clean human false alarm: predicted FAKE (score=1.000).,
human_020_clean,data/phase7c1/raw/human_clean/human_020_clean.wav,base_020,human_clean,speaker_020,unknown,unknown,human,clean_direct,human,clean,human_likely,clean_original,bonafide,low,0,,,test,base_020,FAKE,1.0,1.0,0.7,synthesis,0.5456028580665588,2.025122375926003e-05,0.5456028580665588,0.4543768465518951,9.505154441313832e-10,15,15,15,1.0,1.0,0.9999997695287068,1.0,synthesis,0,0,,,,,,,False,clean_human_false_alarm,Clean human false alarm: predicted FAKE (score=1.000).,
human_022_clean,data/phase7c1/raw/human_clean/human_022_clean.wav,base_022,human_clean,speaker_022,unknown,unknown,human,clean_direct,human,clean,human_likely,clean_original,bonafide,low,0,,,test,base_022,FAKE,1.0,1.0,0.7,synthesis,0.8024746775627136,0.0468072779476642,0.8024746775627136,0.1507107019424438,7.323697445826838e-06,12,12,12,1.0,1.0,0.954732025663058,0.9988417029380798,synthesis,0,0,,,,,,,False,clean_human_false_alarm,Clean human false alarm: predicted FAKE (score=1.000).,
ai_006_direct,data/phase7c1/raw/ai_direct/ai_006_direct.wav,base_006,ai_direct,speaker_006,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_006,REAL,0.8125,0.1875,0.7,bonafide,0.8581131100654602,0.8581131100654602,0.1232697814702987,0.018613850697875,3.2478012599312933e-06,16,16,3,0.1875,0.7550956010818481,0.1870771424005965,0.0244010593742132,bonafide,0,0,,,,,,,False,direct_ai_missed,"Direct AI missed at file level (REAL, score=0.188).",
ai_011_direct,data/phase7c1/raw/ai_direct/ai_011_direct.wav,base_011,ai_direct,speaker_011,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_011,REAL,1.0,0.0,0.7,bonafide,0.9997959136962892,0.9997959136962892,0.0001386626245221,6.5431377151981e-05,1.5361279956382923e-11,12,12,0,0.0,0.0194193478673696,0.001660951155209,1.668827529499595e-07,bonafide,0,0,,,,,,,False,direct_ai_missed,"Direct AI missed at file level (REAL, score=0.000).",
ai_012_direct,data/phase7c1/raw/ai_direct/ai_012_direct.wav,base_012,ai_direct,speaker_012,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_012,REAL,1.0,0.0,0.7,bonafide,0.998485505580902,0.998485505580902,0.0007887994870543,0.0007256919634528,2.4268745346667226e-10,14,14,0,0.0,0.1375324726104736,0.0100478596006068,2.925112596585677e-07,bonafide,0,0,,,,,,,False,direct_ai_missed,"Direct AI missed at file level (REAL, score=0.000).",
ai_021_direct,data/phase7c1/raw/ai_direct/ai_021_direct.wav,base_021,ai_direct,speaker_021,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,test,base_021,REAL,0.9333333333333332,0.0666666666666666,0.7,bonafide,0.947815239429474,0.947815239429474,0.0203384701162576,0.0318438000977039,2.4713665425224463e-06,15,16,1,0.0666666666666666,0.6809316277503967,0.1056538220182119,0.0140907354652881,bonafide,0,0,,,,,,,False,direct_ai_missed,"Direct AI missed at file level (REAL, score=0.067).",
ai_020_fabricated,data/phase7c1/raw/ai_fabricated/ai_020_fabricated.wav,base_020,ai_fabricated,speaker_020,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,10.708,20.214,test,base_020,REAL,0.368421052631579,0.631578947368421,0.7,conversion,0.5121114253997803,0.4296997487545013,0.0581883676350116,0.5121114253997803,5.095412234368268e-07,19,20,12,0.631578947368421,1.0,0.641708173838101,0.9842759370803832,conversion,3,16,0.0896136959393819,0.7452258884441108,0.2321360111236572,1.0,bonafide,conversion,False,partial_fabrication_missed,Partial fabrication: region-level detection criteria not met (file-level label secondary).,
human_021_fabricated,data/phase7c1/raw/human_fabricated/human_021_fabricated.wav,base_021,human_fabricated,speaker_021,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,24.26,32.978,test,base_021,REAL,0.6111111111111112,0.3888888888888889,0.7,bonafide,0.6327183842658997,0.6327183842658997,0.1740524470806121,0.1932100504636764,1.9176888599758968e-05,18,18,7,0.3888888888888889,0.9997761845588684,0.4207051289693982,0.2854443751275539,bonafide,4,14,0.0206888950950521,0.5349954815049257,0.0821802541613578,0.9997761845588684,bonafide,bonafide,False,partial_fabrication_missed,Partial fabrication: region-level detection criteria not met (file-level label secondary).,
human_023_fabricated,data/phase7c1/raw/human_fabricated/human_023_fabricated.wav,base_023,human_fabricated,speaker_023,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,16.043,24.428,test,base_023,REAL,0.8823529411764706,0.1176470588235294,0.7,bonafide,0.8789448142051697,0.8789448142051697,0.0868666023015976,0.0341863520443439,2.223169076387421e-06,17,17,2,0.1176470588235294,0.9246196150779724,0.1263962999017297,0.0144756902009248,bonafide,4,13,0.0185224731394555,0.1595882465978141,0.0403512381017208,0.9246196150779724,bonafide,bonafide,False,partial_fabrication_missed,Partial fabrication: region-level detection criteria not met (file-level label secondary).,
ai_002_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_002_replay_laptop_mobile.wav,base_002,ai_replay_laptop_mobile,speaker_002,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_002,REAL,0.4,0.6,0.7,synthesis,0.5802397727966309,0.375764787197113,0.5802397727966309,0.0267443004995584,0.0172510556876659,10,10,6,0.6,0.9941232800483704,0.5855814661830664,0.8033185601234436,synthesis,0,0,,,,,,,False,ai_replay_file_level_missed_but_segment_suspicious,AI replay file-level REAL but segment-suspicious chunks present.,
ai_005_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_005_replay_laptop_mobile.wav,base_005,ai_replay_laptop_mobile,speaker_005,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_005,REAL,0.4285714285714286,0.5714285714285714,0.7,synthesis,0.6415117383003235,0.2945139706134796,0.6415117383003235,0.0627129822969436,0.0012613021535798,14,14,8,0.5714285714285714,0.999966025352478,0.6846272306782859,0.7845577299594879,synthesis,0,0,,,,,,,False,ai_replay_file_level_missed_but_segment_suspicious,AI replay file-level REAL but segment-suspicious chunks present.,
ai_011_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_011_replay_laptop_mobile.wav,base_011,ai_replay_laptop_mobile,speaker_011,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_011,REAL,0.5625,0.4375,0.7,bonafide,0.5187309980392456,0.5187309980392456,0.4099671244621277,0.0677817985415458,0.003520059864968,16,16,7,0.4375,0.9874479174613952,0.4985528271645307,0.438046395778656,bonafide,0,0,,,,,,,False,ai_replay_file_level_missed_but_segment_suspicious,AI replay file-level REAL but segment-suspicious chunks present.,
ai_014_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_014_replay_laptop_mobile.wav,base_014,ai_replay_laptop_mobile,speaker_014,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_014,REAL,0.5,0.5,0.7,bonafide,0.4666048288345337,0.4666048288345337,0.4024073183536529,0.1013198792934417,0.0296680033206939,18,18,9,0.5,0.9998511075973512,0.5566614508214924,0.6105682849884033,bonafide,0,0,,,,,,,False,ai_replay_file_level_missed_but_segment_suspicious,AI replay file-level REAL but segment-suspicious chunks present.,
ai_016_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_016_replay_laptop_mobile.wav,base_016,ai_replay_laptop_mobile,speaker_016,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_016,REAL,0.375,0.625,0.7,synthesis,0.5191912651062012,0.3926724195480346,0.5191912651062012,0.0868315920233726,0.0013046727981418,16,16,10,0.625,0.9956005811691284,0.6046477141790092,0.7549417912960052,synthesis,0,0,,,,,,,False,ai_replay_file_level_missed_but_segment_suspicious,AI replay file-level REAL but segment-suspicious chunks present.,
ai_017_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_017_replay_laptop_mobile.wav,base_017,ai_replay_laptop_mobile,speaker_017,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,val,base_017,REAL,0.3846153846153846,0.6153846153846154,0.7,bonafide,0.46647709608078,0.46647709608078,0.3055929541587829,0.2270401269197464,0.0008898533415049,13,13,8,0.6153846153846154,0.9970073103904724,0.6085953349963977,0.7083638906478882,bonafide,0,0,,,,,,,False,ai_replay_file_level_missed_but_segment_suspicious,AI replay file-level REAL but segment-suspicious chunks present.,
ai_018_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_018_replay_laptop_mobile.wav,base_018,ai_replay_laptop_mobile,speaker_018,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,val,base_018,REAL,0.4,0.6,0.7,synthesis,0.6297218203544617,0.3521738052368164,0.6297218203544617,0.013786282390356,0.0043180915527045,15,15,9,0.6,0.9902350902557372,0.6224633477628231,0.7570766806602478,synthesis,0,0,,,,,,,False,ai_replay_file_level_missed_but_segment_suspicious,AI replay file-level REAL but segment-suspicious chunks present.,
ai_021_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_021_replay_laptop_mobile.wav,base_021,ai_replay_laptop_mobile,speaker_021,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,test,base_021,REAL,0.4375,0.5625,0.7,synthesis,0.486275851726532,0.3850409686565399,0.486275851726532,0.0239249505102634,0.1047581955790519,16,16,9,0.5625,0.9959298968315125,0.5835007725981995,0.675000786781311,synthesis,0,0,,,,,,,False,ai_replay_file_level_missed_but_segment_suspicious,AI replay file-level REAL but segment-suspicious chunks present.,
human_010_clean,data/phase7c1/raw/human_clean/human_010_clean.wav,base_010,human_clean,speaker_010,unknown,unknown,human,clean_direct,human,clean,human_likely,clean_original,bonafide,low,0,,,train,base_010,FAKE,0.7,0.7,0.7,synthesis,0.7012888789176941,0.1685851961374282,0.7012888789176941,0.1300550997257232,7.070495485095307e-05,10,11,7,0.7,0.9999998807907104,0.8048047423362732,0.9950108230113984,synthesis,0,0,,,,,,,False,clean_human_borderline,Clean human borderline near threshold (score=0.700).,
human_012_clean,data/phase7c1/raw/human_clean/human_012_clean.wav,base_012,human_clean,speaker_012,unknown,unknown,human,clean_direct,human,clean,human_likely,clean_original,bonafide,low,0,,,train,base_012,REAL,0.3076923076923077,0.6923076923076923,0.7,conversion,0.6633248925209045,0.3353878557682037,0.0012872132938355,0.6633248925209045,1.8971361143821884e-14,13,14,9,0.6923076923076923,0.9999997615814208,0.6728399007938518,0.9694111943244934,conversion,0,0,,,,,,,False,clean_human_borderline,Clean human borderline near threshold (score=0.692).,
ai_001_direct,data/phase7c1/raw/ai_direct/ai_001_direct.wav,base_001,ai_direct,speaker_001,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_001,REAL,0.7222222222222222,0.2777777777777778,0.7,bonafide,0.7853395342826843,0.7853395342826843,0.0303890015929937,0.184271439909935,4.66724152659026e-08,18,18,5,0.2777777777777778,0.99858957529068,0.2827872806310488,0.0412204004824161,bonafide,0,0,,,,,,,False,direct_ai_file_level_missed_but_segment_suspicious,Direct AI file-level REAL but segment-suspicious chunks (max spoof elevated).,
ai_002_direct,data/phase7c1/raw/ai_direct/ai_002_direct.wav,base_002,ai_direct,speaker_002,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_002,REAL,0.7692307692307692,0.2307692307692307,0.7,bonafide,0.8117710947990417,0.8117710947990417,0.0136991189792752,0.1745295226573944,2.348606358282268e-07,13,13,3,0.2307692307692307,0.9983579516410828,0.2474616840595445,0.0069576082751154,bonafide,0,0,,,,,,,False,direct_ai_file_level_missed_but_segment_suspicious,Direct AI file-level REAL but segment-suspicious chunks (max spoof elevated).,
ai_003_direct,data/phase7c1/raw/ai_direct/ai_003_direct.wav,base_003,ai_direct,speaker_003,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_003,REAL,0.6,0.4,0.7,bonafide,0.6229211688041687,0.6229211688041687,0.0386346206068992,0.3384438157081604,3.472275409421855e-07,15,15,6,0.4,0.9999990463256836,0.4203900837873239,0.1870584338903427,bonafide,0,0,,,,,,,False,direct_ai_file_level_missed_but_segment_suspicious,Direct AI file-level REAL but segment-suspicious chunks (max spoof elevated).,
ai_004_direct,data/phase7c1/raw/ai_direct/ai_004_direct.wav,base_004,ai_direct,speaker_004,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_004,REAL,0.75,0.25,0.7,bonafide,0.7937653064727783,0.7937653064727783,0.0694506466388702,0.1367838680744171,1.5516798157477754e-07,16,16,4,0.25,0.9988282322883606,0.2698062325177943,0.0531048234552145,bonafide,0,0,,,,,,,False,direct_ai_file_level_missed_but_segment_suspicious,Direct AI file-level REAL but segment-suspicious chunks (max spoof elevated).,
ai_005_direct,data/phase7c1/raw/ai_direct/ai_005_direct.wav,base_005,ai_direct,speaker_005,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_005,REAL,0.7222222222222222,0.2777777777777778,0.7,bonafide,0.7135502099990845,0.7135502099990845,0.1534911394119262,0.1329583525657653,3.018614052052726e-07,18,18,5,0.2777777777777778,0.999808132648468,0.3775997422957921,0.2212963700294494,bonafide,0,0,,,,,,,False,direct_ai_file_level_missed_but_segment_suspicious,Direct AI file-level REAL but segment-suspicious chunks (max spoof elevated).,
ai_007_direct,data/phase7c1/raw/ai_direct/ai_007_direct.wav,base_007,ai_direct,speaker_007,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_007,REAL,0.3333333333333333,0.6666666666666666,0.7,conversion,0.5522894263267517,0.331614226102829,0.116096056997776,0.5522894263267517,2.3904766521809506e-07,15,15,10,0.6666666666666666,0.9999922513961792,0.6871065486222505,0.9959219694137572,conversion,0,0,,,,,,,False,direct_ai_file_level_missed_but_segment_suspicious,Direct AI file-level REAL but segment-suspicious chunks (max spoof elevated).,
ai_008_direct,data/phase7c1/raw/ai_direct/ai_008_direct.wav,base_008,ai_direct,speaker_008,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_008,REAL,0.7272727272727273,0.2727272727272727,0.7,bonafide,0.7207586765289307,0.7207586765289307,0.0062480773776769,0.2729931771755218,4.50106441007847e-08,11,11,3,0.2727272727272727,1.0,0.3197713074147362,0.0118233943358063,bonafide,0,0,,,,,,,False,direct_ai_file_level_missed_but_segment_suspicious,Direct AI file-level REAL but segment-suspicious chunks (max spoof elevated).,
ai_009_direct,data/phase7c1/raw/ai_direct/ai_009_direct.wav,base_009,ai_direct,speaker_009,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_009,REAL,0.9285714285714286,0.0714285714285714,0.7,bonafide,0.8849764466285706,0.8849764466285706,0.0591008141636848,0.055921982973814,7.73810086229787e-07,14,14,1,0.0714285714285714,0.9926113486289978,0.1501123584125057,0.00891835661605,bonafide,0,0,,,,,,,False,direct_ai_file_level_missed_but_segment_suspicious,Direct AI file-level REAL but segment-suspicious chunks (max spoof elevated).,
ai_010_direct,data/phase7c1/raw/ai_direct/ai_010_direct.wav,base_010,ai_direct,speaker_010,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_010,REAL,0.7142857142857143,0.2857142857142857,0.7,bonafide,0.8635749220848083,0.8635749220848083,0.0192199684679508,0.1172050386667251,3.088884881208287e-08,14,14,4,0.2857142857142857,0.9929881691932678,0.2500588597358728,0.0033318680943921,bonafide,0,0,,,,,,,False,direct_ai_file_level_missed_but_segment_suspicious,Direct AI file-level REAL but segment-suspicious chunks (max spoof elevated).,
ai_013_direct,data/phase7c1/raw/ai_direct/ai_013_direct.wav,base_013,ai_direct,speaker_013,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_013,REAL,0.6470588235294117,0.3529411764705882,0.7,bonafide,0.6992648839950562,0.6992648839950562,0.192106157541275,0.1086285263299942,4.121173731164163e-07,17,17,6,0.3529411764705882,0.9999908208847046,0.3481898801923815,0.0234870463609695,bonafide,0,0,,,,,,,False,direct_ai_file_level_missed_but_segment_suspicious,Direct AI file-level REAL but segment-suspicious chunks (max spoof elevated).,
ai_014_direct,data/phase7c1/raw/ai_direct/ai_014_direct.wav,base_014,ai_direct,speaker_014,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_014,REAL,0.7333333333333334,0.2666666666666666,0.7,bonafide,0.7540381550788879,0.7540381550788879,0.2391555309295654,0.0068043950013816,1.9086965039605275e-06,15,15,4,0.2666666666666666,0.9998701810836792,0.2750791861831212,0.0041259350255131,bonafide,0,0,,,,,,,False,direct_ai_file_level_missed_but_segment_suspicious,Direct AI file-level REAL but segment-suspicious chunks (max spoof elevated).,
ai_015_direct,data/phase7c1/raw/ai_direct/ai_015_direct.wav,base_015,ai_direct,speaker_015,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_015,REAL,0.3529411764705882,0.6470588235294118,0.7,bonafide,0.4102565348148346,0.4102565348148346,0.200121060013771,0.3896223306655884,1.1055212922883585e-07,17,17,11,0.6470588235294118,0.9999849796295166,0.6637519109884605,0.9643549919128418,bonafide,0,0,,,,,,,False,direct_ai_file_level_missed_but_segment_suspicious,Direct AI file-level REAL but segment-suspicious chunks (max spoof elevated).,
ai_016_direct,data/phase7c1/raw/ai_direct/ai_016_direct.wav,base_016,ai_direct,speaker_016,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_016,REAL,0.4117647058823529,0.5882352941176471,0.7,bonafide,0.4827302992343902,0.4827302992343902,0.0880263522267341,0.4292432963848114,1.093169856858367e-07,17,17,10,0.5882352941176471,0.9999997615814208,0.5809886196648757,0.8142744302749634,bonafide,0,0,,,,,,,False,direct_ai_file_level_missed_but_segment_suspicious,Direct AI file-level REAL but segment-suspicious chunks (max spoof elevated).,
