file_path,file_name,variant,base_id,ssl_origin_label,ssl_origin_text,shadow_device,aasist_status,aasist_label,aasist_score_ai,aasist_runtime_sec,aasist_error,hybrid_resnet_status,hybrid_resnet_label,hybrid_resnet_score_ai,hybrid_resnet_runtime_sec,hybrid_resnet_error,aasist_agrees_ssl,hybrid_agrees_ssl,pipeline_error,file_runtime_sec
E:\FYP\data\phase7c1\raw\ai_fabricated\ai_003_fabricated.wav,ai_003_fabricated.wav,ai_fabricated,003,likely_ai_generated,Voice origin: Likely AI-generated,cuda,shadow_runnable,likely_ai_generated,0.9839532971382141,0.4260385000015958,,shadow_runnable,inconclusive,0.48291244575461056,0.4469673999992665,,True,False,,4.181
E:\FYP\data\phase7c1\raw\ai_fabricated\ai_004_fabricated.wav,ai_004_fabricated.wav,ai_fabricated,004,likely_ai_generated,Voice origin: Likely AI-generated,cuda,shadow_runnable,likely_ai_generated,0.9999984502792358,0.44254709999950137,,shadow_runnable,likely_human,0.3811876929349738,0.5178545000017039,,True,False,,4.517
E:\FYP\data\phase7c1\raw\ai_fabricated\ai_005_fabricated.wav,ai_005_fabricated.wav,ai_fabricated,005,likely_ai_generated,Voice origin: Likely AI-generated,cuda,shadow_runnable,likely_ai_generated,1.0,0.4990823000043747,,shadow_runnable,likely_ai_generated,0.5243675309454489,0.5354412000015145,,True,True,,4.935
E:\FYP\data\phase7c1\raw\ai_fabricated\ai_006_fabricated.wav,ai_006_fabricated.wav,ai_fabricated,006,likely_ai_generated,Voice origin: Likely AI-generated,cuda,shadow_runnable,likely_ai_generated,0.9808347821235657,0.4750123000048916,,shadow_runnable,likely_human,0.19877967081533826,0.5283664999951725,,True,False,,4.817
E:\FYP\data\phase7c1\raw\ai_fabricated\ai_007_fabricated.wav,ai_007_fabricated.wav,ai_fabricated,007,likely_ai_generated,Voice origin: Likely AI-generated,cuda,shadow_runnable,likely_ai_generated,0.9977972507476807,0.44488380000257166,,shadow_runnable,likely_ai_generated,0.7341201951365091,0.46899219999613706,,True,True,,4.418
E:\FYP\data\phase7c1\raw\ai_fabricated\ai_008_fabricated.wav,ai_008_fabricated.wav,ai_fabricated,008,likely_ai_generated,Voice origin: Likely AI-generated,cuda,shadow_runnable,likely_ai_generated,0.9995958209037781,0.3446747999987565,,shadow_runnable,likely_human,0.329874242873562,0.3754432999994606,,True,False,,3.218
E:\FYP\data\phase7c1\raw\ai_fabricated\ai_009_fabricated.wav,ai_009_fabricated.wav,ai_fabricated,009,likely_ai_generated,Voice origin: Likely AI-generated,cuda,shadow_runnable,likely_ai_generated,0.9914050102233887,0.4165837000036845,,shadow_runnable,inconclusive,0.43784185219283245,0.4422623999998905,,True,False,,3.985
E:\FYP\data\phase7c1\raw\ai_fabricated\ai_010_fabricated.wav,ai_010_fabricated.wav,ai_fabricated,010,likely_ai_generated,Voice origin: Likely AI-generated,cuda,shadow_runnable,likely_ai_generated,0.9993564486503601,0.39611889999650884,,shadow_runnable,likely_human,0.3463177613410835,0.4295622999998159,,True,False,,3.902
E:\FYP\data\phase7c1\raw\ai_fabricated\ai_011_fabricated.wav,ai_011_fabricated.wav,ai_fabricated,011,likely_ai_generated,Voice origin: Likely AI-generated,cuda,shadow_runnable,likely_ai_generated,0.9961937665939331,0.3480697999984841,,shadow_runnable,likely_human,0.1440526177981564,0.3731058999983361,,True,False,,3.298
E:\FYP\data\phase7c1\raw\ai_fabricated\ai_012_fabricated.wav,ai_012_fabricated.wav,ai_fabricated,012,likely_ai_generated,Voice origin: Likely AI-generated,cuda,shadow_runnable,likely_ai_generated,0.9982640147209167,0.39765620000252966,,shadow_runnable,likely_human,0.20643856305190145,0.43730860000505345,,True,False,,3.883
E:\FYP\data\phase7c1\raw\ai_fabricated\ai_013_fabricated.wav,ai_013_fabricated.wav,ai_fabricated,013,likely_ai_generated,Voice origin: Likely AI-generated,cuda,shadow_runnable,likely_ai_generated,0.999929666519165,0.47329619999800343,,shadow_runnable,likely_human,0.3767619450485086,0.5198743000000832,,True,False,,4.907
E:\FYP\data\phase7c1\raw\ai_fabricated\ai_014_fabricated.wav,ai_014_fabricated.wav,ai_fabricated,014,likely_ai_generated,Voice origin: Likely AI-generated,cuda,shadow_runnable,likely_ai_generated,0.9997825026512146,0.4160792999973637,,shadow_runnable,inconclusive,0.41973187179177907,0.45781340000394266,,True,False,,4.224
E:\FYP\data\phase7c1\raw\ai_fabricated\ai_015_fabricated.wav,ai_015_fabricated.wav,ai_fabricated,015,likely_ai_generated,Voice origin: Likely AI-generated,cuda,shadow_runnable,likely_ai_generated,0.9998971223831177,0.499502400001802,,shadow_runnable,likely_ai_generated,0.7093401593036274,0.5492649000007077,,True,True,,5.136
E:\FYP\data\phase7c1\raw\ai_fabricated\ai_016_fabricated.wav,ai_016_fabricated.wav,ai_fabricated,016,likely_ai_generated,Voice origin: Likely AI-generated,cuda,shadow_runnable,likely_ai_generated,0.9966224431991577,0.4996356999981799,,shadow_runnable,likely_ai_generated,0.6473480973814038,0.552871599997161,,True,True,,5.165
E:\FYP\data\phase7c1\raw\ai_fabricated\ai_017_fabricated.wav,ai_017_fabricated.wav,ai_fabricated,017,likely_ai_generated,Voice origin: Likely AI-generated,cuda,shadow_runnable,likely_ai_generated,0.9997106194496155,0.503628700003901,,shadow_runnable,likely_ai_generated,0.5554041649946677,0.5574534999977914,,True,True,,5.03
E:\FYP\data\phase7c1\raw\ai_fabricated\ai_018_fabricated.wav,ai_018_fabricated.wav,ai_fabricated,018,likely_ai_generated,Voice origin: Likely AI-generated,cuda,shadow_runnable,likely_ai_generated,0.9999979734420776,0.5433418000029633,,shadow_runnable,inconclusive,0.47962627729504415,0.582041499998013,,True,False,,6.399
E:\FYP\data\phase7c1\raw\ai_fabricated\ai_019_fabricated.wav,ai_019_fabricated.wav,ai_fabricated,019,likely_ai_generated,Voice origin: Likely AI-generated,cuda,shadow_runnable,likely_ai_generated,0.9999904632568359,0.5034319999977015,,shadow_runnable,likely_ai_generated,0.5245520042565962,0.5571609000035096,,True,True,,6.035
E:\FYP\data\phase7c1\raw\ai_fabricated\ai_020_fabricated.wav,ai_020_fabricated.wav,ai_fabricated,020,likely_ai_generated,Voice origin: Likely AI-generated,cuda,shadow_runnable,likely_ai_generated,0.9951323866844177,0.4991805000026943,,shadow_runnable,likely_ai_generated,0.6093828189744155,0.5273233999978402,,True,True,,5.245
E:\FYP\data\phase7c1\raw\ai_fabricated\ai_021_fabricated.wav,ai_021_fabricated.wav,ai_fabricated,021,likely_ai_generated,Voice origin: Likely AI-generated,cuda,shadow_runnable,likely_ai_generated,0.9541515111923218,0.4672664999961853,,shadow_runnable,likely_human,0.34841609297319864,0.515768700002809,,True,False,,5.194
E:\FYP\data\phase7c1\raw\ai_fabricated\ai_022_fabricated.wav,ai_022_fabricated.wav,ai_fabricated,022,likely_ai_generated,Voice origin: Likely AI-generated,cuda,shadow_runnable,likely_ai_generated,0.999554455280304,0.5054433000041172,,shadow_runnable,inconclusive,0.4003229479459107,0.5567735999939032,,True,False,,5.65
E:\FYP\data\phase7c1\raw\ai_fabricated\ai_023_fabricated.wav,ai_023_fabricated.wav,ai_fabricated,023,likely_ai_generated,Voice origin: Likely AI-generated,cuda,shadow_runnable,likely_ai_generated,0.9883193969726562,0.44321969999873545,,shadow_runnable,likely_ai_generated,0.550188947900804,0.47876849999738624,,True,True,,4.637
E:\FYP\data\phase7c1\raw\ai_mixer\ai_001_mixer_processed.wav,ai_001_mixer_processed.wav,ai_mixer,001,likely_ai_generated_with_processing,Voice origin: Likely AI-generated with processing indicators,cuda,shadow_runnable,likely_ai_generated,0.999768078327179,0.47221880000142846,,shadow_runnable,likely_ai_generated,0.9958161811033884,0.5058342999982415,,True,True,,5.176
E:\FYP\data\phase7c1\raw\ai_mixer\ai_002_mixer_processed.wav,ai_002_mixer_processed.wav,ai_mixer,002,likely_ai_generated_with_processing,Voice origin: Likely AI-generated with processing indicators,cuda,shadow_runnable,likely_ai_generated,0.9999452829360962,0.3372616000051494,,shadow_runnable,likely_ai_generated,0.9965779047745925,0.37281049999728566,,True,True,,3.216
E:\FYP\data\phase7c1\raw\ai_mixer\ai_003_mixer_processed.wav,ai_003_mixer_processed.wav,ai_mixer,003,likely_ai_generated_with_processing,Voice origin: Likely AI-generated with processing indicators,cuda,shadow_runnable,likely_ai_generated,0.9995231628417969,0.4027669000060996,,shadow_runnable,likely_ai_generated,0.9999273158609867,0.4537571000037133,,True,True,,3.961
E:\FYP\data\phase7c1\raw\ai_mixer\ai_004_mixer_processed.wav,ai_004_mixer_processed.wav,ai_mixer,004,likely_ai_generated_with_processing,Voice origin: Likely AI-generated with processing indicators,cuda,shadow_runnable,likely_ai_generated,0.9999501705169678,0.4265813000019989,,shadow_runnable,likely_ai_generated,0.999458859948551,0.4762897000036901,,True,True,,4.23
E:\FYP\data\phase7c1\raw\ai_mixer\ai_005_mixer_processed.wav,ai_005_mixer_processed.wav,ai_mixer,005,likely_ai_generated_with_processing,Voice origin: Likely AI-generated with processing indicators,cuda,shadow_runnable,likely_ai_generated,0.9999980926513672,0.45662060000177007,,shadow_runnable,likely_ai_generated,0.9984090427557627,0.50814569999784,,True,True,,4.545
E:\FYP\data\phase7c1\raw\ai_mixer\ai_006_mixer_processed.wav,ai_006_mixer_processed.wav,ai_mixer,006,likely_ai_generated_with_processing,Voice origin: Likely AI-generated with processing indicators,cuda,shadow_runnable,likely_ai_generated,0.9999889135360718,0.44084619999921415,,shadow_runnable,likely_ai_generated,0.9955529430333305,0.4776904999962426,,True,True,,4.266
E:\FYP\data\phase7c1\raw\ai_mixer\ai_007_mixer_processed.wav,ai_007_mixer_processed.wav,ai_mixer,007,likely_ai_generated_with_processing,Voice origin: Likely AI-generated with processing indicators,cuda,shadow_runnable,likely_ai_generated,0.999984860420227,0.4179013999964809,,shadow_runnable,likely_ai_generated,0.9971700787544251,0.44001530000241473,,True,True,,3.901
E:\FYP\data\phase7c1\raw\ai_mixer\ai_008_mixer_processed.wav,ai_008_mixer_processed.wav,ai_mixer,008,likely_ai_generated_with_processing,Voice origin: Likely AI-generated with processing indicators,cuda,shadow_runnable,likely_ai_generated,0.9998502731323242,0.3719803999993019,,shadow_runnable,likely_ai_generated,0.9999995072682698,0.4329291000030935,,True,True,,3.817
E:\FYP\data\phase7c1\raw\ai_mixer\ai_009_mixer_processed.wav,ai_009_mixer_processed.wav,ai_mixer,009,likely_ai_generated_with_processing,Voice origin: Likely AI-generated with processing indicators,cuda,shadow_runnable,likely_ai_generated,0.9999725818634033,0.310583399994357,,shadow_runnable,likely_ai_generated,0.9991472909847895,0.33880219999991823,,True,True,,2.885
E:\FYP\data\phase7c1\raw\ai_mixer\ai_010_mixer_processed.wav,ai_010_mixer_processed.wav,ai_mixer,010,likely_ai_generated_with_processing,Voice origin: Likely AI-generated with processing indicators,cuda,shadow_runnable,likely_ai_generated,0.9999547004699707,0.3693695000038133,,shadow_runnable,likely_ai_generated,0.9991707376071385,0.4058876000053715,,True,True,,3.563
E:\FYP\data\phase7c1\raw\ai_mixer\ai_011_mixer_processed.wav,ai_011_mixer_processed.wav,ai_mixer,011,likely_ai_generated_with_processing,Voice origin: Likely AI-generated with processing indicators,cuda,shadow_runnable,likely_ai_generated,0.9992930889129639,0.3214886999994633,,shadow_runnable,likely_ai_generated,0.9998122178591214,0.37052240000048187,,True,True,,3.114
E:\FYP\data\phase7c1\raw\ai_mixer\ai_012_mixer_processed.wav,ai_012_mixer_processed.wav,ai_mixer,012,inconclusive_under_processing,Voice origin: Inconclusive under replay/channel processing,cuda,shadow_runnable,likely_ai_generated,0.9998114705085754,0.3641806000014185,,shadow_runnable,likely_ai_generated,0.9999922599111285,0.4058431000012206,,False,False,,3.438
E:\FYP\data\phase7c1\raw\ai_mixer\ai_013_mixer_processed.wav,ai_013_mixer_processed.wav,ai_mixer,013,likely_ai_generated_with_processing,Voice origin: Likely AI-generated with processing indicators,cuda,shadow_runnable,likely_ai_generated,0.9999982118606567,0.45870380000269506,,shadow_runnable,likely_ai_generated,0.9984206241719863,0.4969812000053935,,True,True,,4.53
E:\FYP\data\phase7c1\raw\ai_mixer\ai_014_mixer_processed.wav,ai_014_mixer_processed.wav,ai_mixer,014,likely_ai_generated_with_processing,Voice origin: Likely AI-generated with processing indicators,cuda,shadow_runnable,likely_ai_generated,0.999871015548706,0.4025837000008323,,shadow_runnable,likely_ai_generated,0.9971806526184082,0.43667850000201724,,True,True,,3.88
E:\FYP\data\phase7c1\raw\ai_mixer\ai_015_mixer_processed.wav,ai_015_mixer_processed.wav,ai_mixer,015,likely_ai_generated_with_processing,Voice origin: Likely AI-generated with processing indicators,cuda,shadow_runnable,likely_ai_generated,0.9999879598617554,0.4538516999964486,,shadow_runnable,likely_ai_generated,0.9935853713088565,0.5051479000030668,,True,True,,4.462
E:\FYP\data\phase7c1\raw\ai_mixer\ai_016_mixer_processed.wav,ai_016_mixer_processed.wav,ai_mixer,016,inconclusive_under_processing,Voice origin: Inconclusive under replay/channel processing,cuda,shadow_runnable,likely_ai_generated,0.9999858140945435,0.46143470000242814,,shadow_runnable,likely_ai_generated,0.9998986195115482,0.4883652999997139,,False,False,,4.495
E:\FYP\data\phase7c1\raw\ai_mixer\ai_017_mixer_processed.wav,ai_017_mixer_processed.wav,ai_mixer,017,inconclusive_under_processing,Voice origin: Inconclusive under replay/channel processing,cuda,shadow_runnable,likely_ai_generated,0.9998409748077393,0.4607202999977744,,shadow_runnable,likely_ai_generated,0.9994680715931786,0.5137681999985944,,False,False,,4.581
E:\FYP\data\phase7c1\raw\ai_mixer\ai_018_mixer_processed.wav,ai_018_mixer_processed.wav,ai_mixer,018,inconclusive_under_processing,Voice origin: Inconclusive under replay/channel processing,cuda,shadow_runnable,likely_ai_generated,0.9999960660934448,0.5100835999983246,,shadow_runnable,likely_ai_generated,0.9613434791564941,0.5776129000005312,,False,False,,5.417
E:\FYP\data\phase7c1\raw\ai_mixer\ai_019_mixer_processed.wav,ai_019_mixer_processed.wav,ai_mixer,019,inconclusive_under_processing,Voice origin: Inconclusive under replay/channel processing,cuda,shadow_runnable,likely_ai_generated,0.9999946355819702,0.4534663000013097,,shadow_runnable,likely_ai_generated,0.9794087045722537,0.49748530000215396,,False,False,,4.621
E:\FYP\data\phase7c1\raw\ai_mixer\ai_020_mixer_processed.wav,ai_020_mixer_processed.wav,ai_mixer,020,likely_ai_generated_with_processing,Voice origin: Likely AI-generated with processing indicators,cuda,shadow_runnable,likely_ai_generated,0.9999282360076904,0.4539375000022119,,shadow_runnable,likely_ai_generated,0.999897665447659,0.5128143999972963,,True,True,,4.435
E:\FYP\data\phase7c1\raw\ai_mixer\ai_021_mixer_processed.wav,ai_021_mixer_processed.wav,ai_mixer,021,likely_ai_generated_with_processing,Voice origin: Likely AI-generated with processing indicators,cuda,shadow_runnable,likely_ai_generated,0.999876856803894,0.44765280000137864,,shadow_runnable,likely_ai_generated,0.9966287788222817,0.48436600000422914,,True,True,,4.368
E:\FYP\data\phase7c1\raw\ai_mixer\ai_022_mixer_processed.wav,ai_022_mixer_processed.wav,ai_mixer,022,likely_ai_generated_with_processing,Voice origin: Likely AI-generated with processing indicators,cuda,shadow_runnable,likely_ai_generated,0.9999971389770508,0.4748124000034295,,shadow_runnable,likely_ai_generated,0.9990987976392111,0.5304307999977027,,True,True,,4.949
E:\FYP\data\phase7c1\raw\ai_mixer\ai_023_mixer_processed.wav,ai_023_mixer_processed.wav,ai_mixer,023,likely_ai_generated_with_processing,Voice origin: Likely AI-generated with processing indicators,cuda,shadow_runnable,likely_ai_generated,0.9999740123748779,0.3396504999982426,,shadow_runnable,likely_ai_generated,0.9955980529387792,0.38889519999793265,,True,True,,3.898
E:\FYP\data\phase7c1\raw\ai_repeat\ai_001_replay_laptop_mobile.wav,ai_001_replay_laptop_mobile.wav,ai_replayed,001,inconclusive_under_processing,Voice origin: Inconclusive under replay/channel processing,cuda,shadow_runnable,likely_ai_generated,0.9183356761932373,0.46171469999535475,,shadow_runnable,likely_ai_generated,0.679491955993904,0.510407399997348,,False,False,,4.482
E:\FYP\data\phase7c1\raw\ai_repeat\ai_002_replay_laptop_mobile.wav,ai_002_replay_laptop_mobile.wav,ai_replayed,002,inconclusive_under_processing,Voice origin: Inconclusive under replay/channel processing,cuda,shadow_runnable,likely_ai_generated,0.9728853702545166,0.2623264000067138,,shadow_runnable,likely_ai_generated,0.5856448717415332,0.2865980999995372,,False,False,,2.403
E:\FYP\data\phase7c1\raw\ai_repeat\ai_003_replay_laptop_mobile.wav,ai_003_replay_laptop_mobile.wav,ai_replayed,003,inconclusive_under_processing,Voice origin: Inconclusive under replay/channel processing,cuda,shadow_runnable,likely_ai_generated,0.9757950901985168,0.36926550000498537,,shadow_runnable,likely_ai_generated,0.7370434934273362,0.4227522000001045,,False,False,,3.473
E:\FYP\data\phase7c1\raw\ai_repeat\ai_004_replay_laptop_mobile.wav,ai_004_replay_laptop_mobile.wav,ai_replayed,004,inconclusive_under_processing,Voice origin: Inconclusive under replay/channel processing,cuda,shadow_runnable,likely_ai_generated,0.9848784804344177,0.3223624000020209,,shadow_runnable,likely_ai_generated,0.8781991228461266,0.3633125000051223,,False,False,,3.152
E:\FYP\data\phase7c1\raw\ai_repeat\ai_005_replay_laptop_mobile.wav,ai_005_replay_laptop_mobile.wav,ai_replayed,005,inconclusive_under_processing,Voice origin: Inconclusive under replay/channel processing,cuda,shadow_runnable,likely_ai_generated,0.9874581694602966,0.36746750000020256,,shadow_runnable,likely_ai_generated,0.684698968061379,0.3973531000010553,,False,False,,3.48
E:\FYP\data\phase7c1\raw\ai_repeat\ai_006_replay_laptop_mobile.wav,ai_006_replay_laptop_mobile.wav,ai_replayed,006,inconclusive_under_processing,Voice origin: Inconclusive under replay/channel processing,cuda,shadow_runnable,likely_ai_generated,0.8682836294174194,0.4505963999981759,,shadow_runnable,likely_ai_generated,0.7100398576654056,0.48183769999741344,,False,False,,4.543
E:\FYP\data\phase7c1\raw\ai_repeat\ai_007_replay_laptop_mobile.wav,ai_007_replay_laptop_mobile.wav,ai_replayed,007,inconclusive_under_processing,Voice origin: Inconclusive under replay/channel processing,cuda,shadow_runnable,likely_ai_generated,0.9007246494293213,0.3684536000000662,,shadow_runnable,likely_ai_generated,0.719628848011295,0.4468831999984104,,False,False,,3.898
E:\FYP\data\phase7c1\raw\ai_repeat\ai_008_replay_laptop_mobile.wav,ai_008_replay_laptop_mobile.wav,ai_replayed,008,inconclusive_under_processing,Voice origin: Inconclusive under replay/channel processing,cuda,shadow_runnable,likely_ai_generated,0.968370258808136,0.4405429999969783,,shadow_runnable,likely_ai_generated,0.813542162451674,0.49395360000198707,,False,False,,4.372
E:\FYP\data\phase7c1\raw\ai_repeat\ai_009_replay_laptop_mobile.wav,ai_009_replay_laptop_mobile.wav,ai_replayed,009,inconclusive_under_processing,Voice origin: Inconclusive under replay/channel processing,cuda,shadow_runnable,likely_ai_generated,0.9736537337303162,0.45996290000039153,,shadow_runnable,likely_ai_generated,0.9444649324697607,0.4939005999985966,,False,False,,4.568
E:\FYP\data\phase7c1\raw\ai_repeat\ai_010_replay_laptop_mobile.wav,ai_010_replay_laptop_mobile.wav,ai_replayed,010,inconclusive_under_processing,Voice origin: Inconclusive under replay/channel processing,cuda,shadow_runnable,likely_ai_generated,0.9966346621513367,0.44632239999918966,,shadow_runnable,likely_ai_generated,0.8230320405872429,0.48807269999815617,,False,False,,4.471
