clip_path,domain,source_video,duration,sr,label
clips\NUSXP5jAMc8_clip0000.wav,social,NUSXP5jAMc8,10,16000,bonafide
clips\NUSXP5jAMc8_clip0001.wav,social,NUSXP5jAMc8,10,16000,bonafide
clips\NUSXP5jAMc8_clip0002.wav,social,NUSXP5jAMc8,10,16000,bonafide
clips\-NlPgZgS1zw_clip0000.wav,social,-NlPgZgS1zw,10,16000,bonafide
clips\-NlPgZgS1zw_clip0001.wav,social,-NlPgZgS1zw,10,16000,bonafide
clips\-NlPgZgS1zw_clip0002.wav,social,-NlPgZgS1zw,10,16000,bonafide
clips\-NlPgZgS1zw_clip0003.wav,social,-NlPgZgS1zw,10,16000,bonafide
clips\-NlPgZgS1zw_clip0004.wav,social,-NlPgZgS1zw,10,16000,bonafide
clips\-NlPgZgS1zw_clip0005.wav,social,-NlPgZgS1zw,10,16000,bonafide
clips\-NlPgZgS1zw_clip0006.wav,social,-NlPgZgS1zw,10,16000,bonafide
clips\-NlPgZgS1zw_clip0007.wav,social,-NlPgZgS1zw,10,16000,bonafide
clips\o-uD2JUCfN0_clip0000.wav,social,o-uD2JUCfN0,10,16000,bonafide
clips\o-uD2JUCfN0_clip0001.wav,social,o-uD2JUCfN0,10,16000,bonafide
clips\o-uD2JUCfN0_clip0002.wav,social,o-uD2JUCfN0,10,16000,bonafide
clips\o-uD2JUCfN0_clip0003.wav,social,o-uD2JUCfN0,10,16000,bonafide
clips\o-uD2JUCfN0_clip0004.wav,social,o-uD2JUCfN0,10,16000,bonafide
clips\C5uXIlqbAbs_clip0000.wav,social,C5uXIlqbAbs,10,16000,bonafide
clips\C5uXIlqbAbs_clip0001.wav,social,C5uXIlqbAbs,10,16000,bonafide
clips\0P303_IkVA4_clip0000.wav,social,0P303_IkVA4,10,16000,bonafide
clips\Yg9eP_1oUTk_clip0000.wav,social,Yg9eP_1oUTk,10,16000,bonafide
clips\WeCQ0tmUpM4_clip0000.wav,social,WeCQ0tmUpM4,10,16000,bonafide
clips\WeCQ0tmUpM4_clip0001.wav,social,WeCQ0tmUpM4,10,16000,bonafide
clips\WeCQ0tmUpM4_clip0002.wav,social,WeCQ0tmUpM4,10,16000,bonafide
clips\kUGtbwR22eQ_clip0000.wav,social,kUGtbwR22eQ,10,16000,bonafide
clips\kUGtbwR22eQ_clip0001.wav,social,kUGtbwR22eQ,10,16000,bonafide
clips\kUGtbwR22eQ_clip0002.wav,social,kUGtbwR22eQ,10,16000,bonafide
clips\N1AMaQdD9wQ_clip0000.wav,social,N1AMaQdD9wQ,10,16000,bonafide
clips\Hw9mZWXIykM_clip0000.wav,social,Hw9mZWXIykM,10,16000,bonafide
clips\Hw9mZWXIykM_clip0001.wav,social,Hw9mZWXIykM,10,16000,bonafide
clips\k11liDUKmVA_clip0000.wav,social,k11liDUKmVA,10,16000,bonafide
clips\k11liDUKmVA_clip0001.wav,social,k11liDUKmVA,10,16000,bonafide
clips\k11liDUKmVA_clip0002.wav,social,k11liDUKmVA,10,16000,bonafide
clips\k11liDUKmVA_clip0003.wav,social,k11liDUKmVA,10,16000,bonafide
clips\FFnXmxRQrXk_clip0000.wav,social,FFnXmxRQrXk,10,16000,bonafide
clips\FFnXmxRQrXk_clip0001.wav,social,FFnXmxRQrXk,10,16000,bonafide
clips\FFnXmxRQrXk_clip0002.wav,social,FFnXmxRQrXk,10,16000,bonafide
clips\FFnXmxRQrXk_clip0003.wav,social,FFnXmxRQrXk,10,16000,bonafide
clips\FFnXmxRQrXk_clip0004.wav,social,FFnXmxRQrXk,10,16000,bonafide
clips\NuZWcrxAGh4_clip0000.wav,social,NuZWcrxAGh4,10,16000,bonafide
clips\RIp87qfmOgc_clip0000.wav,social,RIp87qfmOgc,10,16000,bonafide
clips\OR3pKtODqX4_clip0000.wav,social,OR3pKtODqX4,10,16000,bonafide
clips\OR3pKtODqX4_clip0001.wav,social,OR3pKtODqX4,10,16000,bonafide
clips\OR3pKtODqX4_clip0002.wav,social,OR3pKtODqX4,10,16000,bonafide
clips\OR3pKtODqX4_clip0003.wav,social,OR3pKtODqX4,10,16000,bonafide
clips\OR3pKtODqX4_clip0004.wav,social,OR3pKtODqX4,10,16000,bonafide
clips\OR3pKtODqX4_clip0005.wav,social,OR3pKtODqX4,10,16000,bonafide
clips\-pYnyXiimZY_clip0000.wav,social,-pYnyXiimZY,10,16000,bonafide
clips\-pYnyXiimZY_clip0001.wav,social,-pYnyXiimZY,10,16000,bonafide
clips\-pYnyXiimZY_clip0002.wav,social,-pYnyXiimZY,10,16000,bonafide
clips\-pYnyXiimZY_clip0003.wav,social,-pYnyXiimZY,10,16000,bonafide
clips\-pYnyXiimZY_clip0004.wav,social,-pYnyXiimZY,10,16000,bonafide
clips\-pYnyXiimZY_clip0005.wav,social,-pYnyXiimZY,10,16000,bonafide
clips\uEO7TDwJ74g_clip0000.wav,social,uEO7TDwJ74g,10,16000,bonafide
clips\uEO7TDwJ74g_clip0001.wav,social,uEO7TDwJ74g,10,16000,bonafide
clips\uEO7TDwJ74g_clip0002.wav,social,uEO7TDwJ74g,10,16000,bonafide
clips\uEO7TDwJ74g_clip0003.wav,social,uEO7TDwJ74g,10,16000,bonafide
clips\uEO7TDwJ74g_clip0004.wav,social,uEO7TDwJ74g,10,16000,bonafide
clips\XA1eIkfajmg_clip0000.wav,social,XA1eIkfajmg,10,16000,bonafide
clips\XA1eIkfajmg_clip0001.wav,social,XA1eIkfajmg,10,16000,bonafide
clips\XA1eIkfajmg_clip0002.wav,social,XA1eIkfajmg,10,16000,bonafide
clips\CrPJGLT9mTo_clip0000.wav,social,CrPJGLT9mTo,10,16000,bonafide
clips\CrPJGLT9mTo_clip0001.wav,social,CrPJGLT9mTo,10,16000,bonafide
clips\CrPJGLT9mTo_clip0002.wav,social,CrPJGLT9mTo,10,16000,bonafide
clips\LFg8ENn1FrE_clip0000.wav,social,LFg8ENn1FrE,10,16000,bonafide
clips\LFg8ENn1FrE_clip0001.wav,social,LFg8ENn1FrE,10,16000,bonafide
clips\x_06euUPkiI_clip0000.wav,social,x_06euUPkiI,10,16000,bonafide
clips\LqQY9W64Um0_clip0000.wav,social,LqQY9W64Um0,10,16000,bonafide
clips\LqQY9W64Um0_clip0001.wav,social,LqQY9W64Um0,10,16000,bonafide
clips\LqQY9W64Um0_clip0002.wav,social,LqQY9W64Um0,10,16000,bonafide
clips\xDmzbRMfoAs_clip0000.wav,social,xDmzbRMfoAs,10,16000,bonafide
clips\xDmzbRMfoAs_clip0001.wav,social,xDmzbRMfoAs,10,16000,bonafide
clips\xDmzbRMfoAs_clip0002.wav,social,xDmzbRMfoAs,10,16000,bonafide
clips\H_GKDXeHBCg_clip0000.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0001.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0002.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0003.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0004.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0005.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0006.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0007.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0008.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0009.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0010.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0011.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0012.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0013.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0014.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0015.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0016.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0017.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0018.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0019.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0020.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0021.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0022.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0023.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0024.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0025.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0026.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0027.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0028.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0029.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0030.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0031.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0032.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0033.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0034.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0035.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0036.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0037.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0038.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0039.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0040.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0041.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0042.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0043.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0044.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0045.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0046.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0047.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0048.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0049.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0050.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0051.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0052.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0053.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0054.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0055.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0056.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0057.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0058.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0059.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0060.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0061.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0062.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0063.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0064.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0065.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0066.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0067.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0068.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0069.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0070.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0071.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0072.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0073.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0074.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0075.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0076.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0077.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0078.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\H_GKDXeHBCg_clip0079.wav,social,H_GKDXeHBCg,10,16000,bonafide
clips\fYNEhm3tRIU_clip0000.wav,social,fYNEhm3tRIU,10,16000,bonafide
clips\fYNEhm3tRIU_clip0001.wav,social,fYNEhm3tRIU,10,16000,bonafide
clips\fYNEhm3tRIU_clip0002.wav,social,fYNEhm3tRIU,10,16000,bonafide
clips\Dg90p3NUP_8_clip0000.wav,social,Dg90p3NUP_8,10,16000,bonafide
clips\Dg90p3NUP_8_clip0001.wav,social,Dg90p3NUP_8,10,16000,bonafide
clips\7yEZfj_N0BY_clip0000.wav,social,7yEZfj_N0BY,10,16000,bonafide
clips\7yEZfj_N0BY_clip0001.wav,social,7yEZfj_N0BY,10,16000,bonafide
clips\7yEZfj_N0BY_clip0002.wav,social,7yEZfj_N0BY,10,16000,bonafide
clips\7yEZfj_N0BY_clip0003.wav,social,7yEZfj_N0BY,10,16000,bonafide
clips\7yEZfj_N0BY_clip0004.wav,social,7yEZfj_N0BY,10,16000,bonafide
clips\7yEZfj_N0BY_clip0005.wav,social,7yEZfj_N0BY,10,16000,bonafide
clips\7yEZfj_N0BY_clip0006.wav,social,7yEZfj_N0BY,10,16000,bonafide
clips\7yEZfj_N0BY_clip0007.wav,social,7yEZfj_N0BY,10,16000,bonafide
clips\smmTSOHgi9Y_clip0000.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0001.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0002.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0003.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0004.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0005.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0006.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0007.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0008.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0009.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0010.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0011.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0012.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0013.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0014.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0015.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0016.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0017.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0018.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0019.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0020.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0021.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0022.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0023.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0024.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0025.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0026.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0027.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0028.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0029.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0030.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0031.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0032.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0033.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0034.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0035.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0036.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0037.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0038.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0039.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0040.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0041.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0042.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0043.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0044.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0045.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0046.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0047.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0048.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0049.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0050.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0051.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0052.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0053.wav,social,smmTSOHgi9Y,10,16000,bonafide
clips\smmTSOHgi9Y_clip0054.wav,social,smmTSOHgi9Y,10,16000,bonafide
