task_name,feature_set,file_id,total_segments,true_fabricated_segments,true_outside_segments,predicted_top_k_segments,top_k_hit_any_fabricated_region,top_k_hit_rate,max_probability_in_true_fabricated_region,max_probability_outside_region,mean_probability_fabricated_region,mean_probability_outside_region,localization_review_note
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000001_ai_001_fabricated,33,6,27,phase7c1_collection_manifest_000001_ai_001_fabricated_w0008;phase7c1_collection_manifest_000001_ai_001_fabricated_w0013;phase7c1_collection_manifest_000001_ai_001_fabricated_w0027;phase7c1_collection_manifest_000001_ai_001_fabricated_w0007;phase7c1_collection_manifest_000001_ai_001_fabricated_w0032,true,0.4,0.659641185813443,0.606211981845756,0.5288761985280183,0.5239864266124541,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000045_human_006_fabricated,22,3,19,phase7c1_collection_manifest_000045_human_006_fabricated_w0012;phase7c1_collection_manifest_000045_human_006_fabricated_w0016;phase7c1_collection_manifest_000045_human_006_fabricated_w0015;phase7c1_collection_manifest_000045_human_006_fabricated_w0011;phase7c1_collection_manifest_000045_human_006_fabricated_w0010,false,0.0,0.5382185399936807,0.5994995421934091,0.5311049334633494,0.4916000240542245,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000049_ai_007_fabricated,28,5,23,phase7c1_collection_manifest_000049_ai_007_fabricated_w0019;phase7c1_collection_manifest_000049_ai_007_fabricated_w0010;phase7c1_collection_manifest_000049_ai_007_fabricated_w0020;phase7c1_collection_manifest_000049_ai_007_fabricated_w0003;phase7c1_collection_manifest_000049_ai_007_fabricated_w0016,false,0.0,0.5655413610702626,0.752562396278817,0.4931320426040179,0.582803037027991,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000053_human_007_fabricated,19,4,15,phase7c1_collection_manifest_000053_human_007_fabricated_w0007;phase7c1_collection_manifest_000053_human_007_fabricated_w0000;phase7c1_collection_manifest_000053_human_007_fabricated_w0002;phase7c1_collection_manifest_000053_human_007_fabricated_w0018;phase7c1_collection_manifest_000053_human_007_fabricated_w0009,true,0.2,0.6365500066044603,0.6308828077228841,0.5599178537125353,0.5460653165939304,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000057_ai_008_fabricated,21,5,16,phase7c1_collection_manifest_000057_ai_008_fabricated_w0016;phase7c1_collection_manifest_000057_ai_008_fabricated_w0015;phase7c1_collection_manifest_000057_ai_008_fabricated_w0002;phase7c1_collection_manifest_000057_ai_008_fabricated_w0011;phase7c1_collection_manifest_000057_ai_008_fabricated_w0006,true,0.2,0.507536503975981,0.5724312366242463,0.4825016705597651,0.4790109119955435,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000061_human_008_fabricated,10,3,7,phase7c1_collection_manifest_000061_human_008_fabricated_w0000;phase7c1_collection_manifest_000061_human_008_fabricated_w0009;phase7c1_collection_manifest_000061_human_008_fabricated_w0001;phase7c1_collection_manifest_000061_human_008_fabricated_w0002;phase7c1_collection_manifest_000061_human_008_fabricated_w0008,true,0.4,0.6233915088943094,0.7513392585425637,0.5908198507363952,0.5959069738606992,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000065_ai_009_fabricated,26,6,20,phase7c1_collection_manifest_000065_ai_009_fabricated_w0013;phase7c1_collection_manifest_000065_ai_009_fabricated_w0016;phase7c1_collection_manifest_000065_ai_009_fabricated_w0017;phase7c1_collection_manifest_000065_ai_009_fabricated_w0012;phase7c1_collection_manifest_000065_ai_009_fabricated_w0010,false,0.0,0.4874171674395162,0.5403993293470705,0.44840541139293855,0.4117967761237306,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000069_human_009_fabricated,28,5,23,phase7c1_collection_manifest_000069_human_009_fabricated_w0009;phase7c1_collection_manifest_000069_human_009_fabricated_w0014;phase7c1_collection_manifest_000069_human_009_fabricated_w0002;phase7c1_collection_manifest_000069_human_009_fabricated_w0001;phase7c1_collection_manifest_000069_human_009_fabricated_w0016,true,0.2,0.6071091082916473,0.6123646845774982,0.5222250294843744,0.5042461341542045,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000073_ai_010_fabricated,25,4,21,phase7c1_collection_manifest_000073_ai_010_fabricated_w0009;phase7c1_collection_manifest_000073_ai_010_fabricated_w0008;phase7c1_collection_manifest_000073_ai_010_fabricated_w0012;phase7c1_collection_manifest_000073_ai_010_fabricated_w0011;phase7c1_collection_manifest_000073_ai_010_fabricated_w0014,false,0.0,0.6030465453510473,0.740242811251779,0.5047702988733507,0.550436952686375,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000077_human_010_fabricated,22,5,17,phase7c1_collection_manifest_000077_human_010_fabricated_w0014;phase7c1_collection_manifest_000077_human_010_fabricated_w0020;phase7c1_collection_manifest_000077_human_010_fabricated_w0000;phase7c1_collection_manifest_000077_human_010_fabricated_w0019;phase7c1_collection_manifest_000077_human_010_fabricated_w0021,true,0.2,0.6048241697931385,0.5970012502521308,0.5240439617735565,0.5377811714273477,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000081_ai_011_fabricated,22,4,18,phase7c1_collection_manifest_000081_ai_011_fabricated_w0021;phase7c1_collection_manifest_000081_ai_011_fabricated_w0008;phase7c1_collection_manifest_000081_ai_011_fabricated_w0013;phase7c1_collection_manifest_000081_ai_011_fabricated_w0020;phase7c1_collection_manifest_000081_ai_011_fabricated_w0009,false,0.0,0.45260646698890916,0.5493541862383174,0.4304724883949674,0.42285315852830213,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000085_human_011_fabricated,24,5,19,phase7c1_collection_manifest_000085_human_011_fabricated_w0023;phase7c1_collection_manifest_000085_human_011_fabricated_w0022;phase7c1_collection_manifest_000085_human_011_fabricated_w0017;phase7c1_collection_manifest_000085_human_011_fabricated_w0018;phase7c1_collection_manifest_000085_human_011_fabricated_w0000,true,0.4,0.5581132912972496,0.6782690367556802,0.4955295716704229,0.48925232322081,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000089_ai_012_fabricated,25,5,20,phase7c1_collection_manifest_000089_ai_012_fabricated_w0003;phase7c1_collection_manifest_000089_ai_012_fabricated_w0020;phase7c1_collection_manifest_000089_ai_012_fabricated_w0000;phase7c1_collection_manifest_000089_ai_012_fabricated_w0006;phase7c1_collection_manifest_000089_ai_012_fabricated_w0004,true,0.2,0.5471228775735704,0.5513215184325724,0.477455404758887,0.47795943032568866,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000093_human_012_fabricated,25,4,21,phase7c1_collection_manifest_000093_human_012_fabricated_w0002;phase7c1_collection_manifest_000093_human_012_fabricated_w0016;phase7c1_collection_manifest_000093_human_012_fabricated_w0004;phase7c1_collection_manifest_000093_human_012_fabricated_w0020;phase7c1_collection_manifest_000093_human_012_fabricated_w0006,true,0.2,0.5718822271292725,0.6491513310010056,0.49157174265014303,0.3624990907696315,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000097_ai_013_fabricated,31,5,26,phase7c1_collection_manifest_000097_ai_013_fabricated_w0026;phase7c1_collection_manifest_000097_ai_013_fabricated_w0020;phase7c1_collection_manifest_000097_ai_013_fabricated_w0007;phase7c1_collection_manifest_000097_ai_013_fabricated_w0029;phase7c1_collection_manifest_000097_ai_013_fabricated_w0025,false,0.0,0.5217456693169458,0.6555031323319988,0.4243837469928328,0.506251720655063,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000101_human_013_fabricated,23,5,18,phase7c1_collection_manifest_000101_human_013_fabricated_w0019;phase7c1_collection_manifest_000101_human_013_fabricated_w0002;phase7c1_collection_manifest_000101_human_013_fabricated_w0020;phase7c1_collection_manifest_000101_human_013_fabricated_w0018;phase7c1_collection_manifest_000101_human_013_fabricated_w0014,true,0.2,0.7273053082928029,0.8166616133944332,0.6127480929499609,0.5887164977983609,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000105_ai_014_fabricated,27,5,22,phase7c1_collection_manifest_000105_ai_014_fabricated_w0014;phase7c1_collection_manifest_000105_ai_014_fabricated_w0003;phase7c1_collection_manifest_000105_ai_014_fabricated_w0015;phase7c1_collection_manifest_000105_ai_014_fabricated_w0002;phase7c1_collection_manifest_000105_ai_014_fabricated_w0018,true,0.4,0.7125576553279965,0.7199422058099861,0.6048981555477569,0.5653757681456703,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000109_human_014_fabricated,23,4,19,phase7c1_collection_manifest_000109_human_014_fabricated_w0001;phase7c1_collection_manifest_000109_human_014_fabricated_w0002;phase7c1_collection_manifest_000109_human_014_fabricated_w0003;phase7c1_collection_manifest_000109_human_014_fabricated_w0015;phase7c1_collection_manifest_000109_human_014_fabricated_w0019,false,0.0,0.4006062109898576,0.5412804340308621,0.32347512524563693,0.48482779502761725,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000113_ai_015_fabricated,32,5,27,phase7c1_collection_manifest_000113_ai_015_fabricated_w0011;phase7c1_collection_manifest_000113_ai_015_fabricated_w0027;phase7c1_collection_manifest_000113_ai_015_fabricated_w0030;phase7c1_collection_manifest_000113_ai_015_fabricated_w0020;phase7c1_collection_manifest_000113_ai_015_fabricated_w0006,true,0.2,0.6912816716774903,0.5972100352777161,0.5536576620539453,0.36159114534374504,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000117_human_015_fabricated,24,4,20,phase7c1_collection_manifest_000117_human_015_fabricated_w0005;phase7c1_collection_manifest_000117_human_015_fabricated_w0011;phase7c1_collection_manifest_000117_human_015_fabricated_w0004;phase7c1_collection_manifest_000117_human_015_fabricated_w0007;phase7c1_collection_manifest_000117_human_015_fabricated_w0023,true,0.2,0.5785471965320327,0.65765139736005,0.5105157962738968,0.5098754914534366,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000121_ai_016_fabricated,32,6,26,phase7c1_collection_manifest_000121_ai_016_fabricated_w0029;phase7c1_collection_manifest_000121_ai_016_fabricated_w0007;phase7c1_collection_manifest_000121_ai_016_fabricated_w0008;phase7c1_collection_manifest_000121_ai_016_fabricated_w0024;phase7c1_collection_manifest_000121_ai_016_fabricated_w0013,false,0.0,0.5006059693930914,0.7362346245579474,0.4046118521293149,0.5540646927287726,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000125_human_016_fabricated,30,5,25,phase7c1_collection_manifest_000125_human_016_fabricated_w0003;phase7c1_collection_manifest_000125_human_016_fabricated_w0005;phase7c1_collection_manifest_000125_human_016_fabricated_w0004;phase7c1_collection_manifest_000125_human_016_fabricated_w0025;phase7c1_collection_manifest_000125_human_016_fabricated_w0002,false,0.0,0.505155988784861,0.7509193536742231,0.3695673598166097,0.5536052498418242,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000129_ai_017_fabricated,32,6,26,phase7c1_collection_manifest_000129_ai_017_fabricated_w0003;phase7c1_collection_manifest_000129_ai_017_fabricated_w0013;phase7c1_collection_manifest_000129_ai_017_fabricated_w0025;phase7c1_collection_manifest_000129_ai_017_fabricated_w0012;phase7c1_collection_manifest_000129_ai_017_fabricated_w0031,true,0.4,0.5696981172868069,0.5844311007793513,0.4725973768808635,0.41405088143088786,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000133_human_017_fabricated,29,6,23,phase7c1_collection_manifest_000133_human_017_fabricated_w0023;phase7c1_collection_manifest_000133_human_017_fabricated_w0024;phase7c1_collection_manifest_000133_human_017_fabricated_w0008;phase7c1_collection_manifest_000133_human_017_fabricated_w0020;phase7c1_collection_manifest_000133_human_017_fabricated_w0021,false,0.0,0.5951963820253694,0.7211508140792039,0.49339014611960025,0.5408063780660239,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000137_ai_018_fabricated,34,5,29,phase7c1_collection_manifest_000137_ai_018_fabricated_w0021;phase7c1_collection_manifest_000137_ai_018_fabricated_w0020;phase7c1_collection_manifest_000137_ai_018_fabricated_w0024;phase7c1_collection_manifest_000137_ai_018_fabricated_w0025;phase7c1_collection_manifest_000137_ai_018_fabricated_w0006,true,0.4,0.6768536136665795,0.9538894047745125,0.5162572187589757,0.4416381063188122,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000141_human_018_fabricated,24,5,19,phase7c1_collection_manifest_000141_human_018_fabricated_w0023;phase7c1_collection_manifest_000141_human_018_fabricated_w0009;phase7c1_collection_manifest_000141_human_018_fabricated_w0014;phase7c1_collection_manifest_000141_human_018_fabricated_w0015;phase7c1_collection_manifest_000141_human_018_fabricated_w0016,true,0.6,0.5840256346614972,0.6149117903175982,0.5276315722666374,0.517368737058613,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000145_ai_019_fabricated,33,7,26,phase7c1_collection_manifest_000145_ai_019_fabricated_w0025;phase7c1_collection_manifest_000145_ai_019_fabricated_w0024;phase7c1_collection_manifest_000145_ai_019_fabricated_w0007;phase7c1_collection_manifest_000145_ai_019_fabricated_w0006;phase7c1_collection_manifest_000145_ai_019_fabricated_w0019,true,0.6,0.7033310280574112,0.6351980747039303,0.6100156187226197,0.5308390766758817,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000149_human_019_fabricated,26,6,20,phase7c1_collection_manifest_000149_human_019_fabricated_w0000;phase7c1_collection_manifest_000149_human_019_fabricated_w0023;phase7c1_collection_manifest_000149_human_019_fabricated_w0017;phase7c1_collection_manifest_000149_human_019_fabricated_w0022;phase7c1_collection_manifest_000149_human_019_fabricated_w0018,false,0.0,0.6385694031817707,0.7520061147912588,0.4632113530578139,0.4425074594275138,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000153_ai_020_fabricated,31,6,25,phase7c1_collection_manifest_000153_ai_020_fabricated_w0000;phase7c1_collection_manifest_000153_ai_020_fabricated_w0004;phase7c1_collection_manifest_000153_ai_020_fabricated_w0023;phase7c1_collection_manifest_000153_ai_020_fabricated_w0010;phase7c1_collection_manifest_000153_ai_020_fabricated_w0007,true,0.4,0.6630039400763255,0.6686239507813077,0.5899590698432488,0.44581587239281484,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000157_human_020_fabricated,26,5,21,phase7c1_collection_manifest_000157_human_020_fabricated_w0000;phase7c1_collection_manifest_000157_human_020_fabricated_w0007;phase7c1_collection_manifest_000157_human_020_fabricated_w0018;phase7c1_collection_manifest_000157_human_020_fabricated_w0025;phase7c1_collection_manifest_000157_human_020_fabricated_w0016,false,0.0,0.6942356241021066,0.8145918036205247,0.46176028527179724,0.6229288708934718,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000161_ai_021_fabricated,30,5,25,phase7c1_collection_manifest_000161_ai_021_fabricated_w0010;phase7c1_collection_manifest_000161_ai_021_fabricated_w0014;phase7c1_collection_manifest_000161_ai_021_fabricated_w0006;phase7c1_collection_manifest_000161_ai_021_fabricated_w0022;phase7c1_collection_manifest_000161_ai_021_fabricated_w0004,true,0.4,0.5578232920902831,0.5443268579176983,0.4878454752142387,0.37607080596182924,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000165_human_021_fabricated,27,5,22,phase7c1_collection_manifest_000165_human_021_fabricated_w0011;phase7c1_collection_manifest_000165_human_021_fabricated_w0022;phase7c1_collection_manifest_000165_human_021_fabricated_w0010;phase7c1_collection_manifest_000165_human_021_fabricated_w0023;phase7c1_collection_manifest_000165_human_021_fabricated_w0018,true,0.2,0.6211887075206366,0.609877748243585,0.5436793592090756,0.4885455453500791,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000169_ai_022_fabricated,32,6,26,phase7c1_collection_manifest_000169_ai_022_fabricated_w0000;phase7c1_collection_manifest_000169_ai_022_fabricated_w0005;phase7c1_collection_manifest_000169_ai_022_fabricated_w0001;phase7c1_collection_manifest_000169_ai_022_fabricated_w0020;phase7c1_collection_manifest_000169_ai_022_fabricated_w0031,true,0.2,0.5291363421518654,0.572168655107048,0.4041706389501023,0.42412925391535594,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000173_human_022_fabricated,22,5,17,phase7c1_collection_manifest_000173_human_022_fabricated_w0020;phase7c1_collection_manifest_000173_human_022_fabricated_w0021;phase7c1_collection_manifest_000173_human_022_fabricated_w0001;phase7c1_collection_manifest_000173_human_022_fabricated_w0000;phase7c1_collection_manifest_000173_human_022_fabricated_w0008,true,0.2,0.43280002335712014,0.47909922950011224,0.359370889202259,0.3803670083708907,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000177_ai_023_fabricated,28,4,24,phase7c1_collection_manifest_000177_ai_023_fabricated_w0022;phase7c1_collection_manifest_000177_ai_023_fabricated_w0023;phase7c1_collection_manifest_000177_ai_023_fabricated_w0018;phase7c1_collection_manifest_000177_ai_023_fabricated_w0005;phase7c1_collection_manifest_000177_ai_023_fabricated_w0017,false,0.0,0.51627792306194,0.7162235949940992,0.4670360017321185,0.5091444280152974,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,acoustic,phase7c1_collection_manifest_000181_human_023_fabricated,26,5,21,phase7c1_collection_manifest_000181_human_023_fabricated_w0018;phase7c1_collection_manifest_000181_human_023_fabricated_w0012;phase7c1_collection_manifest_000181_human_023_fabricated_w0019;phase7c1_collection_manifest_000181_human_023_fabricated_w0024;phase7c1_collection_manifest_000181_human_023_fabricated_w0025,false,0.0,0.601070631823674,0.7238088881557101,0.4842488172634306,0.6052731657992088,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000001_ai_001_fabricated,33,6,27,phase7c1_collection_manifest_000001_ai_001_fabricated_w0010;phase7c1_collection_manifest_000001_ai_001_fabricated_w0008;phase7c1_collection_manifest_000001_ai_001_fabricated_w0011;phase7c1_collection_manifest_000001_ai_001_fabricated_w0009;phase7c1_collection_manifest_000001_ai_001_fabricated_w0013,true,1.0,0.9993731806964683,0.956722650668875,0.9931927856310422,0.13048544226251826,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000005_human_001_fabricated,25,5,20,phase7c1_collection_manifest_000005_human_001_fabricated_w0007;phase7c1_collection_manifest_000005_human_001_fabricated_w0008;phase7c1_collection_manifest_000005_human_001_fabricated_w0009;phase7c1_collection_manifest_000005_human_001_fabricated_w0011;phase7c1_collection_manifest_000005_human_001_fabricated_w0010,true,1.0,0.9999945900660262,0.2482395969990261,0.9773663019287543,0.061667514491152084,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000009_ai_002_fabricated,23,4,19,phase7c1_collection_manifest_000009_ai_002_fabricated_w0017;phase7c1_collection_manifest_000009_ai_002_fabricated_w0020;phase7c1_collection_manifest_000009_ai_002_fabricated_w0018;phase7c1_collection_manifest_000009_ai_002_fabricated_w0019;phase7c1_collection_manifest_000009_ai_002_fabricated_w0021,true,0.8,0.999770129768014,0.7392186888217185,0.9925376527382312,0.10651166755198145,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000013_human_002_fabricated,20,4,16,phase7c1_collection_manifest_000013_human_002_fabricated_w0002;phase7c1_collection_manifest_000013_human_002_fabricated_w0005;phase7c1_collection_manifest_000013_human_002_fabricated_w0003;phase7c1_collection_manifest_000013_human_002_fabricated_w0004;phase7c1_collection_manifest_000013_human_002_fabricated_w0006,true,0.8,0.999993897252683,0.6621443987297899,0.9981329410587857,0.16771797195983806,experimental timestamp-aligned localization summary; not proof of fabrication
partial_fabrication_segment_model,combined,phase7c1_collection_manifest_000017_ai_003_fabricated,27,4,23,phase7c1_collection_manifest_000017_ai_003_fabricated_w0016;phase7c1_collection_manifest_000017_ai_003_fabricated_w0000;phase7c1_collection_manifest_000017_ai_003_fabricated_w0007;phase7c1_collection_manifest_000017_ai_003_fabricated_w0003;phase7c1_collection_manifest_000017_ai_003_fabricated_w0001,true,0.6,0.5749836874526165,0.7434213631529023,0.35311873353795536,0.08913938548434439,experimental timestamp-aligned localization summary; not proof of fabrication
