sample_id,audio_path,base_id,variant_id,suspicious_start_time,suspicious_end_time,n_chunks_inside,n_chunks_outside,inside_region_avg_spoof,outside_region_avg_spoof,inside_region_max_spoof,outside_region_max_spoof,inside_region_dominant_attack,outside_region_dominant_attack,region_delta,partial_region_detected,notes
ai_007_fabricated,data/phase7c1/raw/ai_fabricated/ai_007_fabricated.wav,base_007,ai_fabricated,45.753,54.448,4,14,0.7174273388664005,0.43077001365600154,0.9934991598129272,0.9967899918556213,synthesis,synthesis,0.286657,True,evaluated
human_007_fabricated,data/phase7c1/raw/human_fabricated/human_007_fabricated.wav,base_007,human_fabricated,11.149,18.612,4,8,0.2614367353853595,0.9045943766832352,0.9549424648284912,1.0,bonafide,synthesis,-0.643158,True,evaluated
ai_008_fabricated,data/phase7c1/raw/ai_fabricated/ai_008_fabricated.wav,base_008,ai_fabricated,14.11,21.003,4,10,0.06673671284619331,0.10375319105183393,0.2635993957519531,0.9999324083328247,bonafide,bonafide,-0.037016,False,evaluated
human_008_fabricated,data/phase7c1/raw/human_fabricated/human_008_fabricated.wav,base_008,human_fabricated,3.349,8.052,3,3,0.6514146547027243,0.8718124429384867,0.9922444224357605,0.9976310729980469,synthesis,synthesis,-0.220398,True,evaluated
ai_009_fabricated,data/phase7c1/raw/ai_fabricated/ai_009_fabricated.wav,base_009,ai_fabricated,6.078,15.785,5,12,0.38067523955833166,0.17826783241253943,0.9946671724319458,0.9836598634719849,bonafide,bonafide,0.202407,True,evaluated
human_009_fabricated,data/phase7c1/raw/human_fabricated/human_009_fabricated.wav,base_009,human_fabricated,22.541,29.261,3,15,0.030393819518697757,0.4472335663313667,0.08647764474153519,0.9833430051803589,bonafide,synthesis,-0.41684,False,evaluated
ai_010_fabricated,data/phase7c1/raw/ai_fabricated/ai_010_fabricated.wav,base_010,ai_fabricated,39.565,46.965,4,12,0.6528709781123325,0.04308908932976507,0.9946150183677673,0.4918525218963623,synthesis,bonafide,0.609782,True,evaluated
human_010_fabricated,data/phase7c1/raw/human_fabricated/human_010_fabricated.wav,base_010,human_fabricated,30.108,37.657,4,9,0.5182181592596891,0.9938621918360392,0.9990942478179932,0.9999804496765137,synthesis,synthesis,-0.475644,True,evaluated
ai_011_fabricated,data/phase7c1/raw/ai_fabricated/ai_011_fabricated.wav,base_011,ai_fabricated,30.108,36.664,3,10,0.615239753545211,7.707852701295789e-05,0.9238675236701965,0.0007657963433302939,synthesis,bonafide,0.615163,True,evaluated
human_011_fabricated,data/phase7c1/raw/human_fabricated/human_011_fabricated.wav,base_011,human_fabricated,36.178,43.987,4,11,0.28520570888213115,0.38723786547780037,0.9707155227661133,0.999555766582489,bonafide,synthesis,-0.102032,True,evaluated
ai_012_fabricated,data/phase7c1/raw/ai_fabricated/ai_012_fabricated.wav,base_012,ai_fabricated,36.178,44.19,4,12,0.2215676446994621,8.697279746871867e-06,0.8354835510253906,0.000103505612059962,bonafide,bonafide,0.221559,True,evaluated
human_012_fabricated,data/phase7c1/raw/human_fabricated/human_012_fabricated.wav,base_012,human_fabricated,41.943,48.54,3,13,0.24473629947947892,0.03420503650939001,0.5871443748474121,0.1391037553548813,bonafide,bonafide,0.210531,True,evaluated
ai_013_fabricated,data/phase7c1/raw/ai_fabricated/ai_013_fabricated.wav,base_013,ai_fabricated,23.7,31.661,4,16,0.22557599190622568,0.18791593490626468,0.5291949510574341,0.9980199337005615,synthesis,bonafide,0.03766,True,evaluated
human_013_fabricated,data/phase7c1/raw/human_fabricated/human_013_fabricated.wav,base_013,human_fabricated,21.252,29.382,4,11,0.2523532599880127,0.3481293869554065,0.9600251913070679,0.9912716746330261,bonafide,synthesis,-0.095776,True,evaluated
ai_014_fabricated,data/phase7c1/raw/ai_fabricated/ai_014_fabricated.wav,base_014,ai_fabricated,3.003,11.423,4,13,0.8845002353191376,0.13840009287238042,0.9996222257614136,0.7684726715087891,synthesis,bonafide,0.7461,True,evaluated
human_014_fabricated,data/phase7c1/raw/human_fabricated/human_014_fabricated.wav,base_014,human_fabricated,23.7,30.463,4,11,0.3239599284315773,0.807333579794927,0.960212230682373,0.9989896416664124,bonafide,synthesis,-0.483374,True,evaluated
ai_015_fabricated,data/phase7c1/raw/ai_fabricated/ai_015_fabricated.wav,base_015,ai_fabricated,15.256,24.972,5,16,0.7733006798662245,0.22553319813309014,0.999864935874939,0.9976677298545837,synthesis,bonafide,0.547767,True,evaluated
human_015_fabricated,data/phase7c1/raw/human_fabricated/human_015_fabricated.wav,base_015,human_fabricated,3.003,10.86,4,11,0.44735081297403667,0.6626618375832384,0.9989012479782104,0.9990890026092529,synthesis,synthesis,-0.215311,True,evaluated
ai_016_fabricated,data/phase7c1/raw/ai_fabricated/ai_016_fabricated.wav,base_016,ai_fabricated,29.714,40.282,5,16,0.4449920456796235,0.1900933588610627,0.9983990788459778,0.9782811403274536,synthesis,bonafide,0.254899,True,evaluated
human_016_fabricated,data/phase7c1/raw/human_fabricated/human_016_fabricated.wav,base_016,human_fabricated,15.256,24.535,5,14,0.07371988361496733,0.17471905919956043,0.29818472266197205,0.6804540753364563,bonafide,bonafide,-0.100999,False,evaluated
ai_017_fabricated,data/phase7c1/raw/ai_fabricated/ai_017_fabricated.wav,base_017,ai_fabricated,24.26,33.894,5,16,0.5296095235273242,0.11034234246110941,0.9995575547218323,0.7854732275009155,synthesis,bonafide,0.419267,True,evaluated
human_017_fabricated,data/phase7c1/raw/human_fabricated/human_017_fabricated.wav,base_017,human_fabricated,2.103,11.913,4,15,0.22616221600605968,0.5932754588652945,0.9024378061294556,0.9996316432952881,bonafide,synthesis,-0.367113,True,evaluated
ai_018_fabricated,data/phase7c1/raw/ai_fabricated/ai_018_fabricated.wav,base_018,ai_fabricated,45.994,54.836,4,15,0.4387959975429112,0.4020285551562362,0.9515490531921387,0.9997522234916687,bonafide,bonafide,0.036767,True,evaluated
human_018_fabricated,data/phase7c1/raw/human_fabricated/human_018_fabricated.wav,base_018,human_fabricated,29.714,38.679,4,11,0.13452211979893036,0.09027635159013285,0.4697939157485962,0.230919748544693,bonafide,bonafide,0.044246,False,evaluated
ai_019_fabricated,data/phase7c1/raw/ai_fabricated/ai_019_fabricated.wav,base_019,ai_fabricated,39.92,51.003,6,15,0.5759279973766146,0.28420435959415047,0.9828562140464783,0.9101468920707703,synthesis,bonafide,0.291724,True,evaluated
human_019_fabricated,data/phase7c1/raw/human_fabricated/human_019_fabricated.wav,base_019,human_fabricated,4.337,13.506,3,13,0.019762828014791012,0.844717012001918,0.05893884226679802,0.9999767541885376,bonafide,synthesis,-0.824954,False,evaluated
ai_020_fabricated,data/phase7c1/raw/ai_fabricated/ai_020_fabricated.wav,base_020,ai_fabricated,10.708,20.214,3,16,0.15302406868431717,0.2901367083741775,0.33090347051620483,0.9980353713035583,bonafide,bonafide,-0.137113,False,evaluated
human_020_fabricated,data/phase7c1/raw/human_fabricated/human_020_fabricated.wav,base_020,human_fabricated,20.622,27.612,4,13,0.4868308315053582,0.9909798640471238,0.9678993225097656,1.0,synthesis,synthesis,-0.504149,True,evaluated
ai_021_fabricated,data/phase7c1/raw/ai_fabricated/ai_021_fabricated.wav,base_021,ai_fabricated,14.392,22.878,4,14,0.3238821513950825,0.05483388297301909,0.6874726414680481,0.6868428587913513,synthesis,bonafide,0.269048,True,evaluated
human_021_fabricated,data/phase7c1/raw/human_fabricated/human_021_fabricated.wav,base_021,human_fabricated,24.26,32.978,4,14,0.0005055380489725545,0.13159952578800066,0.0020150821655988693,0.6790723204612732,bonafide,bonafide,-0.131094,False,evaluated
ai_022_fabricated,data/phase7c1/raw/ai_fabricated/ai_022_fabricated.wav,base_022,ai_fabricated,53.857,63.793,4,17,0.5176551192998886,0.19304420374300146,0.7633955478668213,0.9858003854751587,synthesis,bonafide,0.324611,True,evaluated
human_022_fabricated,data/phase7c1/raw/human_fabricated/human_022_fabricated.wav,base_022,human_fabricated,4.679,11.408,3,11,0.3102885019034147,0.7591147250072523,0.8761053681373596,0.9999344348907471,bonafide,synthesis,-0.448826,True,evaluated
ai_023_fabricated,data/phase7c1/raw/ai_fabricated/ai_023_fabricated.wav,base_023,ai_fabricated,17.546,24.021,4,14,0.17440921580418944,0.23254051359270175,0.41899406909942627,0.9555686116218567,bonafide,bonafide,-0.058131,False,evaluated
human_023_fabricated,data/phase7c1/raw/human_fabricated/human_023_fabricated.wav,base_023,human_fabricated,16.043,24.428,4,13,0.01561095571378246,0.12797364606043315,0.0271176565438509,0.5837076902389526,bonafide,bonafide,-0.112363,False,evaluated
