threshold,total,positives,negatives,tn,fp,fn,tp,accuracy,balanced_accuracy,precision,recall,f1,specificity,false_positive_rate,false_negative_rate,clean_false_positive_rate,positive_detected_rate,clean_negative_total,clean_false_mixer_count,clean_false_mixer_rate,mixer_total,mixer_detected_count,mixer_detected_rate,task_name,feature_set,clean_human_total,clean_human_false_ai_count,clean_human_false_ai_rate,clean_ai_total,clean_ai_detected_count,clean_ai_detected_rate,clean_false_replay_count,clean_false_replay_rate,replay_total,replay_detected_count,replay_detected_rate
0.6,92,46,46,45,1,0,46,0.9891304347826086,0.9891304347826086,0.9787234042553191,1.0,0.989247311827957,0.9782608695652174,0.021739130434782608,0.0,0.021739130434782608,1.0,46.0,1.0,0.021739130434782608,46.0,46.0,1.0,mixer_file_model,acoustic,,,,,,,,,,,
0.65,92,46,46,45,1,0,46,0.9891304347826086,0.9891304347826086,0.9787234042553191,1.0,0.989247311827957,0.9782608695652174,0.021739130434782608,0.0,0.021739130434782608,1.0,46.0,1.0,0.021739130434782608,46.0,46.0,1.0,mixer_file_model,acoustic,,,,,,,,,,,
0.7,92,46,46,45,1,0,46,0.9891304347826086,0.9891304347826086,0.9787234042553191,1.0,0.989247311827957,0.9782608695652174,0.021739130434782608,0.0,0.021739130434782608,1.0,46.0,1.0,0.021739130434782608,46.0,46.0,1.0,mixer_file_model,acoustic,,,,,,,,,,,
0.75,92,46,46,46,0,0,46,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,46.0,0.0,0.0,46.0,46.0,1.0,mixer_file_model,acoustic,,,,,,,,,,,
0.8,92,46,46,46,0,0,46,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,46.0,0.0,0.0,46.0,46.0,1.0,mixer_file_model,acoustic,,,,,,,,,,,
0.85,92,46,46,46,0,0,46,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,46.0,0.0,0.0,46.0,46.0,1.0,mixer_file_model,acoustic,,,,,,,,,,,
0.9,92,46,46,46,0,1,45,0.9891304347826086,0.9891304347826086,1.0,0.9782608695652174,0.989010989010989,1.0,0.0,0.021739130434782608,0.0,0.9782608695652174,46.0,0.0,0.0,46.0,45.0,0.9782608695652174,mixer_file_model,acoustic,,,,,,,,,,,
0.1,92,46,46,41,5,0,46,0.9456521739130435,0.9456521739130435,0.9019607843137255,1.0,0.9484536082474226,0.8913043478260869,0.10869565217391304,0.0,0.10869565217391304,1.0,46.0,5.0,0.10869565217391304,46.0,46.0,1.0,mixer_file_model,combined,,,,,,,,,,,
0.15,92,46,46,42,4,0,46,0.9565217391304348,0.9565217391304348,0.92,1.0,0.9583333333333334,0.9130434782608695,0.08695652173913043,0.0,0.08695652173913043,1.0,46.0,4.0,0.08695652173913043,46.0,46.0,1.0,mixer_file_model,combined,,,,,,,,,,,
0.2,92,46,46,42,4,0,46,0.9565217391304348,0.9565217391304348,0.92,1.0,0.9583333333333334,0.9130434782608695,0.08695652173913043,0.0,0.08695652173913043,1.0,46.0,4.0,0.08695652173913043,46.0,46.0,1.0,mixer_file_model,combined,,,,,,,,,,,
0.25,92,46,46,42,4,0,46,0.9565217391304348,0.9565217391304348,0.92,1.0,0.9583333333333334,0.9130434782608695,0.08695652173913043,0.0,0.08695652173913043,1.0,46.0,4.0,0.08695652173913043,46.0,46.0,1.0,mixer_file_model,combined,,,,,,,,,,,
0.3,92,46,46,42,4,0,46,0.9565217391304348,0.9565217391304348,0.92,1.0,0.9583333333333334,0.9130434782608695,0.08695652173913043,0.0,0.08695652173913043,1.0,46.0,4.0,0.08695652173913043,46.0,46.0,1.0,mixer_file_model,combined,,,,,,,,,,,
0.35,92,46,46,43,3,0,46,0.967391304347826,0.9673913043478262,0.9387755102040817,1.0,0.968421052631579,0.9347826086956522,0.06521739130434782,0.0,0.06521739130434782,1.0,46.0,3.0,0.06521739130434782,46.0,46.0,1.0,mixer_file_model,combined,,,,,,,,,,,
0.4,92,46,46,44,2,0,46,0.9782608695652174,0.9782608695652174,0.9583333333333334,1.0,0.9787234042553191,0.9565217391304348,0.043478260869565216,0.0,0.043478260869565216,1.0,46.0,2.0,0.043478260869565216,46.0,46.0,1.0,mixer_file_model,combined,,,,,,,,,,,
0.45,92,46,46,45,1,0,46,0.9891304347826086,0.9891304347826086,0.9787234042553191,1.0,0.989247311827957,0.9782608695652174,0.021739130434782608,0.0,0.021739130434782608,1.0,46.0,1.0,0.021739130434782608,46.0,46.0,1.0,mixer_file_model,combined,,,,,,,,,,,
0.5,92,46,46,45,1,0,46,0.9891304347826086,0.9891304347826086,0.9787234042553191,1.0,0.989247311827957,0.9782608695652174,0.021739130434782608,0.0,0.021739130434782608,1.0,46.0,1.0,0.021739130434782608,46.0,46.0,1.0,mixer_file_model,combined,,,,,,,,,,,
0.55,92,46,46,45,1,0,46,0.9891304347826086,0.9891304347826086,0.9787234042553191,1.0,0.989247311827957,0.9782608695652174,0.021739130434782608,0.0,0.021739130434782608,1.0,46.0,1.0,0.021739130434782608,46.0,46.0,1.0,mixer_file_model,combined,,,,,,,,,,,
0.6,92,46,46,45,1,0,46,0.9891304347826086,0.9891304347826086,0.9787234042553191,1.0,0.989247311827957,0.9782608695652174,0.021739130434782608,0.0,0.021739130434782608,1.0,46.0,1.0,0.021739130434782608,46.0,46.0,1.0,mixer_file_model,combined,,,,,,,,,,,
0.65,92,46,46,45,1,0,46,0.9891304347826086,0.9891304347826086,0.9787234042553191,1.0,0.989247311827957,0.9782608695652174,0.021739130434782608,0.0,0.021739130434782608,1.0,46.0,1.0,0.021739130434782608,46.0,46.0,1.0,mixer_file_model,combined,,,,,,,,,,,
0.7,92,46,46,45,1,0,46,0.9891304347826086,0.9891304347826086,0.9787234042553191,1.0,0.989247311827957,0.9782608695652174,0.021739130434782608,0.0,0.021739130434782608,1.0,46.0,1.0,0.021739130434782608,46.0,46.0,1.0,mixer_file_model,combined,,,,,,,,,,,
0.75,92,46,46,45,1,0,46,0.9891304347826086,0.9891304347826086,0.9787234042553191,1.0,0.989247311827957,0.9782608695652174,0.021739130434782608,0.0,0.021739130434782608,1.0,46.0,1.0,0.021739130434782608,46.0,46.0,1.0,mixer_file_model,combined,,,,,,,,,,,
0.8,92,46,46,45,1,0,46,0.9891304347826086,0.9891304347826086,0.9787234042553191,1.0,0.989247311827957,0.9782608695652174,0.021739130434782608,0.0,0.021739130434782608,1.0,46.0,1.0,0.021739130434782608,46.0,46.0,1.0,mixer_file_model,combined,,,,,,,,,,,
0.85,92,46,46,45,1,1,45,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.9782608695652174,46.0,1.0,0.021739130434782608,46.0,45.0,0.9782608695652174,mixer_file_model,combined,,,,,,,,,,,
0.9,92,46,46,45,1,2,44,0.967391304347826,0.9673913043478262,0.9777777777777777,0.9565217391304348,0.967032967032967,0.9782608695652174,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.9565217391304348,46.0,1.0,0.021739130434782608,46.0,44.0,0.9565217391304348,mixer_file_model,combined,,,,,,,,,,,
0.1,92,46,46,41,5,0,46,0.9456521739130435,0.9456521739130435,0.9019607843137255,1.0,0.9484536082474226,0.8913043478260869,0.10869565217391304,0.0,0.10869565217391304,1.0,46.0,5.0,0.10869565217391304,46.0,46.0,1.0,mixer_file_model,ssl,,,,,,,,,,,
0.15,92,46,46,42,4,0,46,0.9565217391304348,0.9565217391304348,0.92,1.0,0.9583333333333334,0.9130434782608695,0.08695652173913043,0.0,0.08695652173913043,1.0,46.0,4.0,0.08695652173913043,46.0,46.0,1.0,mixer_file_model,ssl,,,,,,,,,,,
0.2,92,46,46,42,4,0,46,0.9565217391304348,0.9565217391304348,0.92,1.0,0.9583333333333334,0.9130434782608695,0.08695652173913043,0.0,0.08695652173913043,1.0,46.0,4.0,0.08695652173913043,46.0,46.0,1.0,mixer_file_model,ssl,,,,,,,,,,,
0.25,92,46,46,43,3,0,46,0.967391304347826,0.9673913043478262,0.9387755102040817,1.0,0.968421052631579,0.9347826086956522,0.06521739130434782,0.0,0.06521739130434782,1.0,46.0,3.0,0.06521739130434782,46.0,46.0,1.0,mixer_file_model,ssl,,,,,,,,,,,
0.3,92,46,46,43,3,0,46,0.967391304347826,0.9673913043478262,0.9387755102040817,1.0,0.968421052631579,0.9347826086956522,0.06521739130434782,0.0,0.06521739130434782,1.0,46.0,3.0,0.06521739130434782,46.0,46.0,1.0,mixer_file_model,ssl,,,,,,,,,,,
0.35,92,46,46,43,3,0,46,0.967391304347826,0.9673913043478262,0.9387755102040817,1.0,0.968421052631579,0.9347826086956522,0.06521739130434782,0.0,0.06521739130434782,1.0,46.0,3.0,0.06521739130434782,46.0,46.0,1.0,mixer_file_model,ssl,,,,,,,,,,,
0.4,92,46,46,43,3,0,46,0.967391304347826,0.9673913043478262,0.9387755102040817,1.0,0.968421052631579,0.9347826086956522,0.06521739130434782,0.0,0.06521739130434782,1.0,46.0,3.0,0.06521739130434782,46.0,46.0,1.0,mixer_file_model,ssl,,,,,,,,,,,
0.45,92,46,46,43,3,0,46,0.967391304347826,0.9673913043478262,0.9387755102040817,1.0,0.968421052631579,0.9347826086956522,0.06521739130434782,0.0,0.06521739130434782,1.0,46.0,3.0,0.06521739130434782,46.0,46.0,1.0,mixer_file_model,ssl,,,,,,,,,,,
0.5,92,46,46,43,3,0,46,0.967391304347826,0.9673913043478262,0.9387755102040817,1.0,0.968421052631579,0.9347826086956522,0.06521739130434782,0.0,0.06521739130434782,1.0,46.0,3.0,0.06521739130434782,46.0,46.0,1.0,mixer_file_model,ssl,,,,,,,,,,,
0.55,92,46,46,43,3,0,46,0.967391304347826,0.9673913043478262,0.9387755102040817,1.0,0.968421052631579,0.9347826086956522,0.06521739130434782,0.0,0.06521739130434782,1.0,46.0,3.0,0.06521739130434782,46.0,46.0,1.0,mixer_file_model,ssl,,,,,,,,,,,
0.6,92,46,46,43,3,0,46,0.967391304347826,0.9673913043478262,0.9387755102040817,1.0,0.968421052631579,0.9347826086956522,0.06521739130434782,0.0,0.06521739130434782,1.0,46.0,3.0,0.06521739130434782,46.0,46.0,1.0,mixer_file_model,ssl,,,,,,,,,,,
0.65,92,46,46,43,3,0,46,0.967391304347826,0.9673913043478262,0.9387755102040817,1.0,0.968421052631579,0.9347826086956522,0.06521739130434782,0.0,0.06521739130434782,1.0,46.0,3.0,0.06521739130434782,46.0,46.0,1.0,mixer_file_model,ssl,,,,,,,,,,,
0.7,92,46,46,43,3,1,45,0.9565217391304348,0.9565217391304348,0.9375,0.9782608695652174,0.9574468085106383,0.9347826086956522,0.06521739130434782,0.021739130434782608,0.06521739130434782,0.9782608695652174,46.0,3.0,0.06521739130434782,46.0,45.0,0.9782608695652174,mixer_file_model,ssl,,,,,,,,,,,
0.75,92,46,46,44,2,2,44,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.9565217391304348,46.0,2.0,0.043478260869565216,46.0,44.0,0.9565217391304348,mixer_file_model,ssl,,,,,,,,,,,
0.8,92,46,46,44,2,3,43,0.9456521739130435,0.9456521739130435,0.9555555555555556,0.9347826086956522,0.945054945054945,0.9565217391304348,0.043478260869565216,0.06521739130434782,0.043478260869565216,0.9347826086956522,46.0,2.0,0.043478260869565216,46.0,43.0,0.9347826086956522,mixer_file_model,ssl,,,,,,,,,,,
0.85,92,46,46,44,2,7,39,0.9021739130434783,0.9021739130434783,0.9512195121951219,0.8478260869565217,0.896551724137931,0.9565217391304348,0.043478260869565216,0.15217391304347827,0.043478260869565216,0.8478260869565217,46.0,2.0,0.043478260869565216,46.0,39.0,0.8478260869565217,mixer_file_model,ssl,,,,,,,,,,,
0.9,92,46,46,45,1,9,37,0.8913043478260869,0.8913043478260869,0.9736842105263158,0.8043478260869565,0.8809523809523809,0.9782608695652174,0.021739130434782608,0.1956521739130435,0.021739130434782608,0.8043478260869565,46.0,1.0,0.021739130434782608,46.0,37.0,0.8043478260869565,mixer_file_model,ssl,,,,,,,,,,,
0.1,46,23,23,20,3,0,23,0.9347826086956522,0.9347826086956521,0.8846153846153846,1.0,0.9387755102040817,0.8695652173913043,0.13043478260869565,0.0,0.13043478260869565,1.0,,,,,,,origin_file_model,acoustic,23.0,3.0,0.13043478260869565,23.0,23.0,1.0,,,,,
0.15,46,23,23,20,3,0,23,0.9347826086956522,0.9347826086956521,0.8846153846153846,1.0,0.9387755102040817,0.8695652173913043,0.13043478260869565,0.0,0.13043478260869565,1.0,,,,,,,origin_file_model,acoustic,23.0,3.0,0.13043478260869565,23.0,23.0,1.0,,,,,
0.2,46,23,23,20,3,0,23,0.9347826086956522,0.9347826086956521,0.8846153846153846,1.0,0.9387755102040817,0.8695652173913043,0.13043478260869565,0.0,0.13043478260869565,1.0,,,,,,,origin_file_model,acoustic,23.0,3.0,0.13043478260869565,23.0,23.0,1.0,,,,,
0.25,46,23,23,20,3,0,23,0.9347826086956522,0.9347826086956521,0.8846153846153846,1.0,0.9387755102040817,0.8695652173913043,0.13043478260869565,0.0,0.13043478260869565,1.0,,,,,,,origin_file_model,acoustic,23.0,3.0,0.13043478260869565,23.0,23.0,1.0,,,,,
0.3,46,23,23,20,3,0,23,0.9347826086956522,0.9347826086956521,0.8846153846153846,1.0,0.9387755102040817,0.8695652173913043,0.13043478260869565,0.0,0.13043478260869565,1.0,,,,,,,origin_file_model,acoustic,23.0,3.0,0.13043478260869565,23.0,23.0,1.0,,,,,
0.35,46,23,23,20,3,0,23,0.9347826086956522,0.9347826086956521,0.8846153846153846,1.0,0.9387755102040817,0.8695652173913043,0.13043478260869565,0.0,0.13043478260869565,1.0,,,,,,,origin_file_model,acoustic,23.0,3.0,0.13043478260869565,23.0,23.0,1.0,,,,,
0.4,46,23,23,20,3,0,23,0.9347826086956522,0.9347826086956521,0.8846153846153846,1.0,0.9387755102040817,0.8695652173913043,0.13043478260869565,0.0,0.13043478260869565,1.0,,,,,,,origin_file_model,acoustic,23.0,3.0,0.13043478260869565,23.0,23.0,1.0,,,,,
0.45,46,23,23,20,3,0,23,0.9347826086956522,0.9347826086956521,0.8846153846153846,1.0,0.9387755102040817,0.8695652173913043,0.13043478260869565,0.0,0.13043478260869565,1.0,,,,,,,origin_file_model,acoustic,23.0,3.0,0.13043478260869565,23.0,23.0,1.0,,,,,
0.5,46,23,23,20,3,0,23,0.9347826086956522,0.9347826086956521,0.8846153846153846,1.0,0.9387755102040817,0.8695652173913043,0.13043478260869565,0.0,0.13043478260869565,1.0,,,,,,,origin_file_model,acoustic,23.0,3.0,0.13043478260869565,23.0,23.0,1.0,,,,,
0.55,46,23,23,20,3,0,23,0.9347826086956522,0.9347826086956521,0.8846153846153846,1.0,0.9387755102040817,0.8695652173913043,0.13043478260869565,0.0,0.13043478260869565,1.0,,,,,,,origin_file_model,acoustic,23.0,3.0,0.13043478260869565,23.0,23.0,1.0,,,,,
0.6,46,23,23,20,3,0,23,0.9347826086956522,0.9347826086956521,0.8846153846153846,1.0,0.9387755102040817,0.8695652173913043,0.13043478260869565,0.0,0.13043478260869565,1.0,,,,,,,origin_file_model,acoustic,23.0,3.0,0.13043478260869565,23.0,23.0,1.0,,,,,
0.65,46,23,23,20,3,0,23,0.9347826086956522,0.9347826086956521,0.8846153846153846,1.0,0.9387755102040817,0.8695652173913043,0.13043478260869565,0.0,0.13043478260869565,1.0,,,,,,,origin_file_model,acoustic,23.0,3.0,0.13043478260869565,23.0,23.0,1.0,,,,,
0.7,46,23,23,20,3,0,23,0.9347826086956522,0.9347826086956521,0.8846153846153846,1.0,0.9387755102040817,0.8695652173913043,0.13043478260869565,0.0,0.13043478260869565,1.0,,,,,,,origin_file_model,acoustic,23.0,3.0,0.13043478260869565,23.0,23.0,1.0,,,,,
0.75,46,23,23,20,3,1,22,0.9130434782608695,0.9130434782608696,0.88,0.9565217391304348,0.9166666666666666,0.8695652173913043,0.13043478260869565,0.043478260869565216,0.13043478260869565,0.9565217391304348,,,,,,,origin_file_model,acoustic,23.0,3.0,0.13043478260869565,23.0,22.0,0.9565217391304348,,,,,
0.8,46,23,23,20,3,1,22,0.9130434782608695,0.9130434782608696,0.88,0.9565217391304348,0.9166666666666666,0.8695652173913043,0.13043478260869565,0.043478260869565216,0.13043478260869565,0.9565217391304348,,,,,,,origin_file_model,acoustic,23.0,3.0,0.13043478260869565,23.0,22.0,0.9565217391304348,,,,,
0.85,46,23,23,21,2,1,22,0.9347826086956522,0.9347826086956521,0.9166666666666666,0.9565217391304348,0.9361702127659575,0.9130434782608695,0.08695652173913043,0.043478260869565216,0.08695652173913043,0.9565217391304348,,,,,,,origin_file_model,acoustic,23.0,2.0,0.08695652173913043,23.0,22.0,0.9565217391304348,,,,,
0.9,46,23,23,21,2,2,21,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.9130434782608695,,,,,,,origin_file_model,acoustic,23.0,2.0,0.08695652173913043,23.0,21.0,0.9130434782608695,,,,,
0.1,46,23,23,22,1,0,23,0.9782608695652174,0.9782608695652174,0.9583333333333334,1.0,0.9787234042553191,0.9565217391304348,0.043478260869565216,0.0,0.043478260869565216,1.0,,,,,,,origin_file_model,combined,23.0,1.0,0.043478260869565216,23.0,23.0,1.0,,,,,
0.15,46,23,23,22,1,0,23,0.9782608695652174,0.9782608695652174,0.9583333333333334,1.0,0.9787234042553191,0.9565217391304348,0.043478260869565216,0.0,0.043478260869565216,1.0,,,,,,,origin_file_model,combined,23.0,1.0,0.043478260869565216,23.0,23.0,1.0,,,,,
0.2,46,23,23,22,1,0,23,0.9782608695652174,0.9782608695652174,0.9583333333333334,1.0,0.9787234042553191,0.9565217391304348,0.043478260869565216,0.0,0.043478260869565216,1.0,,,,,,,origin_file_model,combined,23.0,1.0,0.043478260869565216,23.0,23.0,1.0,,,,,
0.25,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,combined,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.3,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,combined,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.35,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,combined,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.4,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,combined,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.45,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,combined,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.5,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,combined,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.55,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,combined,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.6,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,combined,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.65,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,combined,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.7,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,combined,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.75,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,combined,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.8,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,combined,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.85,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,combined,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.9,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,combined,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.1,46,23,23,22,1,0,23,0.9782608695652174,0.9782608695652174,0.9583333333333334,1.0,0.9787234042553191,0.9565217391304348,0.043478260869565216,0.0,0.043478260869565216,1.0,,,,,,,origin_file_model,ssl,23.0,1.0,0.043478260869565216,23.0,23.0,1.0,,,,,
0.15,46,23,23,22,1,0,23,0.9782608695652174,0.9782608695652174,0.9583333333333334,1.0,0.9787234042553191,0.9565217391304348,0.043478260869565216,0.0,0.043478260869565216,1.0,,,,,,,origin_file_model,ssl,23.0,1.0,0.043478260869565216,23.0,23.0,1.0,,,,,
0.2,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,ssl,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.25,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,ssl,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.3,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,ssl,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.35,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,ssl,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.4,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,ssl,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.45,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,ssl,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.5,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,ssl,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.55,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,ssl,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.6,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,ssl,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.65,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,ssl,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.7,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,ssl,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.75,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,ssl,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.8,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,ssl,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
0.85,46,23,23,23,0,0,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,origin_file_model,ssl,23.0,0.0,0.0,23.0,23.0,1.0,,,,,
