clip_path,domain,source_video,duration,sr,label
E:\FYP\data\realworld\youtube\broadcast\clips\-94hXndQc8s_clip0041.wav,broadcast,-94hXndQc8s,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-94hXndQc8s_clip0042.wav,broadcast,-94hXndQc8s,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-94hXndQc8s_clip0043.wav,broadcast,-94hXndQc8s,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-94hXndQc8s_clip0044.wav,broadcast,-94hXndQc8s,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-94hXndQc8s_clip0045.wav,broadcast,-94hXndQc8s,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-94hXndQc8s_clip0046.wav,broadcast,-94hXndQc8s,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-94hXndQc8s_clip0047.wav,broadcast,-94hXndQc8s,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-94hXndQc8s_clip0048.wav,broadcast,-94hXndQc8s,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-94hXndQc8s_clip0049.wav,broadcast,-94hXndQc8s,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-94hXndQc8s_clip0050.wav,broadcast,-94hXndQc8s,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-94hXndQc8s_clip0051.wav,broadcast,-94hXndQc8s,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-nV6vJJgCkg_clip0000.wav,broadcast,-nV6vJJgCkg,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-nV6vJJgCkg_clip0001.wav,broadcast,-nV6vJJgCkg,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-nV6vJJgCkg_clip0002.wav,broadcast,-nV6vJJgCkg,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-nV6vJJgCkg_clip0003.wav,broadcast,-nV6vJJgCkg,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-nV6vJJgCkg_clip0004.wav,broadcast,-nV6vJJgCkg,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-nV6vJJgCkg_clip0005.wav,broadcast,-nV6vJJgCkg,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-nV6vJJgCkg_clip0006.wav,broadcast,-nV6vJJgCkg,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-nV6vJJgCkg_clip0007.wav,broadcast,-nV6vJJgCkg,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-nV6vJJgCkg_clip0008.wav,broadcast,-nV6vJJgCkg,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-nV6vJJgCkg_clip0009.wav,broadcast,-nV6vJJgCkg,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-nV6vJJgCkg_clip0010.wav,broadcast,-nV6vJJgCkg,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-nV6vJJgCkg_clip0011.wav,broadcast,-nV6vJJgCkg,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-nV6vJJgCkg_clip0012.wav,broadcast,-nV6vJJgCkg,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-nV6vJJgCkg_clip0013.wav,broadcast,-nV6vJJgCkg,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-nV6vJJgCkg_clip0014.wav,broadcast,-nV6vJJgCkg,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-nV6vJJgCkg_clip0015.wav,broadcast,-nV6vJJgCkg,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-nV6vJJgCkg_clip0016.wav,broadcast,-nV6vJJgCkg,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-nV6vJJgCkg_clip0017.wav,broadcast,-nV6vJJgCkg,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-nV6vJJgCkg_clip0018.wav,broadcast,-nV6vJJgCkg,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-nV6vJJgCkg_clip0019.wav,broadcast,-nV6vJJgCkg,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\-nV6vJJgCkg_clip0020.wav,broadcast,-nV6vJJgCkg,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\01lQJLlgmlM_clip0000.wav,broadcast,01lQJLlgmlM,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\01lQJLlgmlM_clip0001.wav,broadcast,01lQJLlgmlM,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\01lQJLlgmlM_clip0002.wav,broadcast,01lQJLlgmlM,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\01lQJLlgmlM_clip0003.wav,broadcast,01lQJLlgmlM,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\01lQJLlgmlM_clip0004.wav,broadcast,01lQJLlgmlM,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\01lQJLlgmlM_clip0005.wav,broadcast,01lQJLlgmlM,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\01lQJLlgmlM_clip0006.wav,broadcast,01lQJLlgmlM,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\01lQJLlgmlM_clip0007.wav,broadcast,01lQJLlgmlM,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\01lQJLlgmlM_clip0008.wav,broadcast,01lQJLlgmlM,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\01lQJLlgmlM_clip0009.wav,broadcast,01lQJLlgmlM,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\01lQJLlgmlM_clip0010.wav,broadcast,01lQJLlgmlM,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\01lQJLlgmlM_clip0011.wav,broadcast,01lQJLlgmlM,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\01lQJLlgmlM_clip0012.wav,broadcast,01lQJLlgmlM,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\01lQJLlgmlM_clip0013.wav,broadcast,01lQJLlgmlM,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\01lQJLlgmlM_clip0014.wav,broadcast,01lQJLlgmlM,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\01lQJLlgmlM_clip0015.wav,broadcast,01lQJLlgmlM,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\01lQJLlgmlM_clip0016.wav,broadcast,01lQJLlgmlM,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\01lQJLlgmlM_clip0017.wav,broadcast,01lQJLlgmlM,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\01lQJLlgmlM_clip0018.wav,broadcast,01lQJLlgmlM,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\01lQJLlgmlM_clip0019.wav,broadcast,01lQJLlgmlM,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\01lQJLlgmlM_clip0020.wav,broadcast,01lQJLlgmlM,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\01lQJLlgmlM_clip0021.wav,broadcast,01lQJLlgmlM,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\01lQJLlgmlM_clip0022.wav,broadcast,01lQJLlgmlM,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\01lQJLlgmlM_clip0023.wav,broadcast,01lQJLlgmlM,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\090U1ta1Fl8_clip0000.wav,broadcast,090U1ta1Fl8,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\090U1ta1Fl8_clip0001.wav,broadcast,090U1ta1Fl8,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\090U1ta1Fl8_clip0002.wav,broadcast,090U1ta1Fl8,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\090U1ta1Fl8_clip0003.wav,broadcast,090U1ta1Fl8,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\090U1ta1Fl8_clip0004.wav,broadcast,090U1ta1Fl8,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\090U1ta1Fl8_clip0005.wav,broadcast,090U1ta1Fl8,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\090U1ta1Fl8_clip0006.wav,broadcast,090U1ta1Fl8,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\090U1ta1Fl8_clip0007.wav,broadcast,090U1ta1Fl8,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\090U1ta1Fl8_clip0008.wav,broadcast,090U1ta1Fl8,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\090U1ta1Fl8_clip0009.wav,broadcast,090U1ta1Fl8,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\090U1ta1Fl8_clip0010.wav,broadcast,090U1ta1Fl8,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\090U1ta1Fl8_clip0011.wav,broadcast,090U1ta1Fl8,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\090U1ta1Fl8_clip0012.wav,broadcast,090U1ta1Fl8,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\090U1ta1Fl8_clip0013.wav,broadcast,090U1ta1Fl8,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\090U1ta1Fl8_clip0014.wav,broadcast,090U1ta1Fl8,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\090U1ta1Fl8_clip0015.wav,broadcast,090U1ta1Fl8,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\090U1ta1Fl8_clip0016.wav,broadcast,090U1ta1Fl8,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\090U1ta1Fl8_clip0017.wav,broadcast,090U1ta1Fl8,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\090U1ta1Fl8_clip0018.wav,broadcast,090U1ta1Fl8,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\090U1ta1Fl8_clip0019.wav,broadcast,090U1ta1Fl8,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\090U1ta1Fl8_clip0020.wav,broadcast,090U1ta1Fl8,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\090U1ta1Fl8_clip0021.wav,broadcast,090U1ta1Fl8,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\090U1ta1Fl8_clip0022.wav,broadcast,090U1ta1Fl8,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0000.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0001.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0002.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0003.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0004.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0005.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0006.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0007.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0008.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0009.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0010.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0011.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0012.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0013.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0014.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0015.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0016.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0017.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0018.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0019.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0020.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0021.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0022.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0023.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0024.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0025.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0026.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0027.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0028.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0029.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0030.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0031.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0032.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0033.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0034.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0035.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0036.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0037.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0038.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0039.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0040.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0041.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0042.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0043.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0044.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0045.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0046.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0047.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0048.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0049.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0050.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0051.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0052.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0053.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0054.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0055.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0056.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0057.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0058.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0059.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0060.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0AQvjUhV6Lk_clip0061.wav,broadcast,0AQvjUhV6Lk,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0k4rdtL3ysQ_clip0000.wav,broadcast,0k4rdtL3ysQ,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0k4rdtL3ysQ_clip0001.wav,broadcast,0k4rdtL3ysQ,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0k4rdtL3ysQ_clip0002.wav,broadcast,0k4rdtL3ysQ,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0k4rdtL3ysQ_clip0003.wav,broadcast,0k4rdtL3ysQ,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0k4rdtL3ysQ_clip0004.wav,broadcast,0k4rdtL3ysQ,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0k4rdtL3ysQ_clip0005.wav,broadcast,0k4rdtL3ysQ,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0k4rdtL3ysQ_clip0006.wav,broadcast,0k4rdtL3ysQ,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0k4rdtL3ysQ_clip0007.wav,broadcast,0k4rdtL3ysQ,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\0k4rdtL3ysQ_clip0008.wav,broadcast,0k4rdtL3ysQ,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\1BcZP12FMQE_clip0000.wav,broadcast,1BcZP12FMQE,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\1BcZP12FMQE_clip0001.wav,broadcast,1BcZP12FMQE,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\1BcZP12FMQE_clip0002.wav,broadcast,1BcZP12FMQE,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\1BcZP12FMQE_clip0003.wav,broadcast,1BcZP12FMQE,10,16000,bonafide
E:\FYP\data\realworld\youtube\broadcast\clips\1BcZP12FMQE_clip0004.wav,broadcast,1BcZP12FMQE,10,16000,bonafide
