level,comparison_name,level_a,level_b,feature,group_a_count,group_b_count,group_a_mean,group_b_mean,group_a_median,group_b_median,abs_mean_difference,effect_size,missing_percent,direction,interpretation_note
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,mfcc_1_std,23,23,60.37737660869566,135.20004230434782,60.596231,136.54307,74.82266569565215,3.6523793295008256,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,mfcc_11_std,23,23,9.203364043478262,11.878955504347825,9.2802351,12.276049,2.6755914608695637,1.596913801311015,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,mid_band_energy_ratio,23,23,0.6051614869565218,0.37810967347826085,0.63419455,0.41448149,0.22705181347826098,1.5803804122355332,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,mfcc_5_std,23,23,17.543891743478262,24.1622402173913,17.265969,23.693348,6.618348473913038,1.5706284041473668,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,mfcc_13_std,23,23,8.379468260869565,10.10958497826087,8.4253309,10.280345,1.7301167173913043,1.5286310271754064,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,bandwidth_occupied_95,23,23,0.16376528626086956,0.35909901521739135,0.13867188,0.32226562,0.1953337289565218,1.5159606814029427,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,mfcc_6_mean,23,23,-13.468329186956522,-2.0367578108260873,-15.685207,-1.1197102,11.431571376130435,1.481750632801151,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,mfcc_9_std,23,23,11.060270804347827,13.936469260869568,10.773316,14.34759,2.8761984565217418,1.442809036803083,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,high_freq_rolloff_ratio,23,23,0.36826486478260867,0.4441603156521739,0.35568802,0.44887247,0.07589545086956523,1.4245791859832941,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,spectral_rolloff_mean,23,23,2946.1189304347827,3553.2825173913043,2845.5042,3590.9797,607.1635869565216,1.4245791271592618,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,mfcc_12_std,23,23,8.788117399999999,10.835459713043479,8.5254068,10.63833,2.0473423130434796,1.4188129577963513,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,spectral_rolloff_std,46,46,1693.0920923913043,1056.6284434782608,1747.12195,1104.15165,636.4636489130435,2.4252147657545273,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,mfcc_6_mean,46,46,-7.752543498891305,-26.106301369565216,-5.71171335,-25.4227325,18.35375787067391,2.21653935808755,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,mfcc_13_mean,46,46,-6.495289099565216,-16.852720108695653,-6.3579545500000005,-17.072039,10.357431009130437,2.1768240616360113,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,spectral_centroid_std,46,46,988.7895073913044,550.6185997826086,1066.29645,526.299825,438.17090760869576,2.074669110788142,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,spectral_bandwidth_std,46,46,456.6691395652174,331.4931706521739,460.50337,330.66169,125.1759689130435,2.013819939020424,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,mfcc_8_mean,46,46,-8.687820333695651,-21.46776436956522,-7.61552695,-21.184158500000002,12.779944035869569,1.837992169649504,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,mfcc_3_std,46,46,30.99264545652174,19.830962913043482,30.2899975,20.2058945,11.161682543478257,1.797833829272808,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,mfcc_11_mean,46,46,-7.431670455652174,-15.27134155217391,-7.20141955,-14.3622995,7.8396710965217355,1.764576801654841,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,zero_crossing_rate_std,46,46,0.10813080563043478,0.06356967667391304,0.11744284499999999,0.0624881985,0.04456112895652174,1.7644338007386287,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,mfcc_3_mean,46,46,-0.41710358934782615,-22.558720913043476,-1.6397057,-21.51289,22.14161732369565,1.7377198100440985,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,mfcc_10_mean,46,46,-7.798483472608695,-17.978216110869564,-7.42268285,-17.689033000000002,10.17973263826087,1.649838981582965,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,mfcc_1_std,46,46,97.78870945652174,46.81283845652174,98.6570515,47.861532499999996,50.975871000000005,1.637722099173295,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,mfcc_2_std,46,46,53.13205686956521,31.644348956521732,51.873109,30.257043,21.48770791304348,1.6203406452387321,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,mfcc_1_mean,46,46,-257.0095286956522,-186.7807610869565,-258.016165,-191.210745,70.2287676086957,1.5365965686566376,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,spectral_flatness_std,46,46,0.04341744839130434,0.026027603782608696,0.043372429,0.0251341355,0.017389844608695644,1.436453204613549,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,mfcc_8_std,46,46,14.179103482608696,10.99490619347826,14.6034365,11.139067,3.184197289130436,1.4227783074462732,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,mfcc_7_std,46,46,15.136327763043477,11.946920347826088,15.6511575,12.1230645,3.1894074152173886,1.2277292049322222,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,mean_amplitude,46,46,0.05092803146956522,0.0694551834347826,0.052474614,0.06743689,0.018527151965217384,1.215286638331974,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,mfcc_5_std,46,46,20.85306598043478,15.438016926086958,22.123144500000002,16.2556765,5.415049054347824,1.195511721845578,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,mfcc_10_std,46,46,11.667019169565215,9.72513961521739,11.520094499999999,9.648363,1.9418795543478247,1.1579494994392439,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,rms_mean,46,46,0.07045808310652175,0.09187847093478262,0.0738006125,0.0886816345,0.021420387828260862,1.0705930807125774,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,std_amplitude,46,46,0.08473236689130434,0.1080182518695652,0.0893725145,0.10227106999999999,0.023285884978260854,1.0506550491135789,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,mfcc_9_std,46,46,12.498370032608697,10.348508236956521,13.0896115,10.178974,2.1498617956521766,1.0255799755157589,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,mfcc_12_std,46,46,9.811788556521737,8.312782608695652,9.9609245,8.38932675,1.4990059478260847,1.0176808109551503,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_mixer_channel_processed,clean,mixer,noise_floor_proxy,46,46,0.008169600898913042,0.01862063160652174,0.0045970336,0.012865858,0.010451030707608699,1.0004411736970569,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,spectral_rolloff_std,46,138,1693.0920923913043,1307.643351884058,1747.12195,1229.7532,385.4487405072464,1.1506959966214028,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,spectral_bandwidth_std,46,138,456.6691395652174,359.78232311594206,460.50337,336.36149,96.88681644927533,1.1231550327334554,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,mfcc_13_mean,46,138,-6.495289099565216,-12.708361766811592,-6.3579545500000005,-13.5417185,6.213072667246376,1.097849448886369,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,mfcc_1_mean,46,138,-257.0095286956522,-188.90549420289855,-258.016165,-188.72653,68.10403449275364,1.0901454003054334,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,mfcc_11_mean,46,138,-7.431670455652174,-12.637655117463769,-7.20141955,-13.149656,5.205984661811595,1.013553264955547,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,noise_floor_proxy,46,138,0.008169600898913042,0.019559889171086958,0.0045970336,0.0164870855,0.011390288272173915,0.9739495425078062,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,mfcc_1_std,46,138,97.78870945652174,59.31585677536232,98.6570515,47.861532499999996,38.472852681159424,0.9455958291131783,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,mfcc_3_mean,46,138,-0.41710358934782615,-14.159685813405797,-1.6397057,-15.6122515,13.742582224057971,0.9270701684779432,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,rms_min,46,138,0.0001829792734347826,0.006891255522534783,3.121818e-05,3.82080395e-05,0.0067082762491,0.9213030661450585,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,mfcc_4_std,46,138,28.190007173913045,22.455976222463768,29.347686500000002,23.502648,5.734030951449277,0.9207352730219,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,mfcc_3_std,46,138,30.99264545652174,23.87254193043478,30.2899975,23.209305999999998,7.120103526086957,0.9107124546863519,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,mfcc_7_std,46,138,15.136327763043477,12.334158825362318,15.6511575,12.012951999999999,2.8021689376811594,0.8982362931835688,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,spectral_contrast_std,46,138,2.795767289130435,2.2705683543478266,2.7403639,2.2792455,0.5251989347826083,0.893960312575904,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,mfcc_2_std,46,138,53.13205686956521,38.61520057101449,51.873109,35.543084500000006,14.51685629855072,0.8755228308271598,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,mfcc_8_std,46,138,14.179103482608696,11.726421875362318,14.6034365,11.4930245,2.4526816072463777,0.8586785435281962,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,mfcc_9_std,46,138,12.498370032608697,10.411920091304347,13.0896115,10.0525765,2.08644994130435,0.852683153679763,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,spectral_centroid_std,46,138,988.7895073913044,771.2937348550726,1066.29645,760.0147400000001,217.4957725362318,0.8151228133704295,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_non_clean,clean,non_clean,mfcc_12_std,46,138,9.811788556521737,8.384356925362319,9.9609245,8.50249945,1.4274316311594184,0.7912628032737745,0.0,higher_in_group_a,moderate descriptive separation — possible candidate for later modeling; requires validation in later phases
file,clean_vs_non_clean,clean,non_clean,spectral_entropy_std,46,138,1.0809729789130436,0.9370893297826088,1.0834025,0.96696705,0.14388364913043472,0.7872916127180649,0.0,higher_in_group_a,moderate descriptive separation — possible candidate for later modeling; requires validation in later phases
file,clean_vs_non_clean,clean,non_clean,mfcc_13_std,46,138,9.244526619565217,8.023593655072464,9.1582097,8.0332568,1.2209329644927536,0.7815329139481502,0.0,higher_in_group_a,moderate descriptive separation — possible candidate for later modeling; requires validation in later phases
file,clean_vs_non_clean,clean,non_clean,mfcc_6_mean,46,138,-7.752543498891305,-15.392015807173912,-5.71171335,-14.339331000000001,7.639472308282607,0.7712318720395227,0.0,higher_in_group_a,moderate descriptive separation — possible candidate for later modeling; requires validation in later phases
file,clean_vs_non_clean,clean,non_clean,spectral_entropy_mean,46,138,3.5668288956521734,3.9150502913043472,3.5641679,3.7925220499999996,0.3482213956521738,0.7525719798197157,0.0,higher_in_group_b,moderate descriptive separation — possible candidate for later modeling; requires validation in later phases
file,clean_vs_non_clean,clean,non_clean,mfcc_10_std,46,138,11.667019169565215,10.040260979710144,11.520094499999999,9.648363,1.626758189855071,0.7359902565661662,0.0,higher_in_group_a,moderate descriptive separation — possible candidate for later modeling; requires validation in later phases
file,clean_vs_non_clean,clean,non_clean,mfcc_8_mean,46,138,-8.687820333695651,-14.112336709855073,-7.61552695,-14.0180495,5.424516376159422,0.6906104471408878,0.0,higher_in_group_a,moderate descriptive separation — possible candidate for later modeling; requires validation in later phases
file,clean_vs_non_clean,clean,non_clean,mfcc_5_std,46,138,20.85306598043478,16.819065747101448,22.123144500000002,15.8106005,4.034000233333334,0.6867868575958327,0.0,higher_in_group_a,moderate descriptive separation — possible candidate for later modeling; requires validation in later phases
file,clean_vs_partial_fabrication_combo,clean,partial_combo,mfcc_10_std,46,46,11.667019169565215,12.54468735869565,11.520094499999999,12.8625235,0.8776681891304356,0.46661331852259824,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_vs_partial_fabrication_combo,clean,partial_combo,mfcc_5_std,46,46,20.85306598043478,23.23169652173913,22.123144500000002,22.782528499999998,2.37863054130435,0.43103390991506735,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_vs_partial_fabrication_combo,clean,partial_combo,mfcc_13_std,46,46,9.244526619565217,9.677583169565219,9.1582097,9.52932675,0.43305655000000165,0.34707588079139906,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_vs_partial_fabrication_combo,clean,partial_combo,mfcc_8_std,46,46,14.179103482608696,14.902078760869566,14.6034365,15.0464335,0.7229752782608703,0.29742018913116003,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_vs_partial_fabrication_combo,clean,partial_combo,peak_amplitude,46,46,0.6969612261086956,0.7532931402173915,0.744681895,0.76378283,0.05633191410869587,0.2779827498504837,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_vs_partial_fabrication_combo,clean,partial_combo,mfcc_6_std,46,46,16.973772306521738,17.79816517826087,18.2016675,18.5504885,0.824392871739132,0.23251720422364347,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_vs_partial_fabrication_combo,clean,partial_combo,dynamic_range_proxy,46,46,0.23866596484782607,0.2606226678260869,0.238007455,0.24239276999999998,0.021956702978260828,0.22263730901939507,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_vs_partial_fabrication_combo,clean,partial_combo,rms_max,46,46,0.23884894458695652,0.26077646847826086,0.23874456,0.24241162,0.02192752389130434,0.22181042447488478,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_vs_partial_fabrication_combo,clean,partial_combo,mfcc_1_std,46,46,97.78870945652174,105.7031229782609,98.6570515,101.5790245,7.914413521739149,0.21755007441184765,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_vs_partial_fabrication_combo,clean,partial_combo,mfcc_2_std,46,46,53.13205686956521,56.33437458695652,51.873109,56.051693,3.2023177173913098,0.2153288653477493,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_vs_partial_fabrication_combo,clean,partial_combo,clipping_ratio,46,46,2.556667136956522e-06,1.225848345652174e-06,0.0,0.0,1.330818791304348e-06,0.1919111370394249,0.0,higher_in_group_a,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_vs_partial_fabrication_combo,clean,partial_combo,mfcc_7_std,46,46,15.136327763043477,15.603147491304348,15.6511575,15.567878499999999,0.46681972826087126,0.17180868646761413,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_vs_partial_fabrication_combo,clean,partial_combo,spectral_flatness_std,46,46,0.04341744839130434,0.045407286478260867,0.043372429,0.0436884085,0.001989838086956526,0.16009822417333214,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_vs_partial_fabrication_combo,clean,partial_combo,spectral_bandwidth_std,46,46,456.6691395652174,467.8852778260869,460.50337,468.6627,11.216138260869513,0.1571765956229933,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_vs_partial_fabrication_combo,clean,partial_combo,spectral_rolloff_std,46,46,1693.0920923913043,1733.2099391304346,1747.12195,1769.9211500000001,40.1178467391303,0.153441455198985,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_vs_partial_fabrication_combo,clean,partial_combo,zero_crossing_rate_std,46,46,0.10813080563043478,0.11197754713043477,0.11744284499999999,0.11750770499999999,0.0038467414999999866,0.1454957639187278,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_vs_partial_fabrication_combo,clean,partial_combo,spectral_centroid_std,46,46,988.7895073913044,1021.7492763043479,1066.29645,1053.4072999999999,32.95976891304349,0.1451096965966913,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_vs_partial_fabrication_combo,clean,partial_combo,mfcc_12_std,46,46,9.811788556521737,10.036634676086958,9.9609245,9.9146571,0.22484611956522116,0.14125797266111909,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_vs_partial_fabrication_combo,clean,partial_combo,mfcc_3_std,46,46,30.99264545652174,31.936919956521745,30.2899975,32.9689355,0.9442745000000059,0.1335513093635496,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_vs_partial_fabrication_combo,clean,partial_combo,spectral_contrast_std,46,46,2.795767289130435,2.8503137413043476,2.7403639,2.819963,0.05454645217391274,0.11475994720669483,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_vs_partial_fabrication_combo,clean,partial_combo,noise_floor_proxy,46,46,0.008169600898913042,0.007258763602391305,0.0045970336,0.005070770400000001,0.0009108372965217371,0.11032883867229613,0.0,higher_in_group_a,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_vs_partial_fabrication_combo,clean,partial_combo,mfcc_11_std,46,46,10.541159773913046,10.74973773478261,10.3199025,10.763837500000001,0.20857796086956348,0.10569592666439671,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_vs_partial_fabrication_combo,clean,partial_combo,spectral_entropy_std,46,46,1.0809729789130436,1.0950473502173912,1.0834025,1.1064017000000002,0.014074371304347633,0.10183583380448666,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_vs_partial_fabrication_combo,clean,partial_combo,mfcc_9_std,46,46,12.498370032608697,12.70614480652174,13.0896115,12.981230499999999,0.20777477391304267,0.09453339210352386,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_vs_partial_fabrication_combo,clean,partial_combo,rms_std,46,46,0.046492423863043475,0.04751377689130436,0.048524287,0.0480760355,0.0010213530282608824,0.06686923164089702,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_vs_replay_rerecorded,clean,replay,rms_min,46,46,0.0001829792734347826,0.020465890862608697,3.121818e-05,0.021017852,0.020282911589173915,4.584080891169062,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_replay_rerecorded,clean,replay,spectral_contrast_std,46,46,2.795767289130435,1.5419668499999999,2.7403639,1.5139429500000001,1.253800439130435,3.2136126674294965,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_replay_rerecorded,clean,replay,mfcc_1_mean,46,46,-257.0095286956522,-123.48663652173914,-258.016165,-124.11336,133.52289217391305,2.9529184270343642,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_replay_rerecorded,clean,replay,noise_floor_proxy,46,46,0.008169600898913042,0.03280027230434782,0.0045970336,0.0299403835,0.024630671405434783,2.9452126215445946,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_replay_rerecorded,clean,replay,mfcc_4_std,46,46,28.190007173913045,15.213028232608698,29.347686500000002,15.0938765,12.976978941304347,2.8598290875551666,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_vs_replay_rerecorded,clean,replay,spectral_bandwidth_std,46,46,456.6691395652174,279.9685208695652,460.50337,277.79749000000004,176.70061869565217,2.818198548136377,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
