file_gate_feature_set,segment_feature_set,file_gate_threshold,segment_threshold,contrast_threshold,broad_limit,partial_file_recall,non_partial_false_alarm_rate,direct_false_partial_rate,replay_false_partial_rate,mixer_false_partial_rate,top1_hit_rate_when_positive,top3_hit_rate_when_positive,top5_hit_rate_when_positive,broad_activation_rate_when_positive,gated_partial_file_count,recommended_threshold_pair,recommendation_reason,candidate_score
combined,combined,0.3,0.85,0.35,0.25,0.8478260869565217,0.11594202898550725,0.34782608695652173,0.0,0.0,0.8974358974358975,0.9743589743589743,1.0,0.0,39,,,0.5213768115942028
combined,combined,0.3,0.85,0.35,0.35,0.8913043478260869,0.11594202898550725,0.34782608695652173,0.0,0.0,0.9024390243902439,0.975609756097561,1.0,0.0,41,,,0.5365942028985506
combined,combined,0.3,0.85,0.35,0.45,0.8913043478260869,0.11594202898550725,0.34782608695652173,0.0,0.0,0.9024390243902439,0.975609756097561,1.0,0.0,41,,,0.5365942028985506
combined,combined,0.3,0.9,0.15,0.25,0.9130434782608695,0.10144927536231885,0.30434782608695654,0.0,0.0,0.8809523809523809,0.9761904761904762,1.0,0.0,42,,,0.5536231884057972
combined,combined,0.3,0.9,0.15,0.35,0.9130434782608695,0.10144927536231885,0.30434782608695654,0.0,0.0,0.8809523809523809,0.9761904761904762,1.0,0.0,42,,,0.5536231884057972
combined,combined,0.3,0.9,0.15,0.45,0.9130434782608695,0.10144927536231885,0.30434782608695654,0.0,0.0,0.8809523809523809,0.9761904761904762,1.0,0.0,42,,,0.5536231884057972
combined,combined,0.3,0.9,0.25,0.25,0.9130434782608695,0.09420289855072464,0.2826086956521739,0.0,0.0,0.8809523809523809,0.9761904761904762,1.0,0.0,42,,,0.5583333333333332
combined,combined,0.3,0.9,0.25,0.35,0.9130434782608695,0.09420289855072464,0.2826086956521739,0.0,0.0,0.8809523809523809,0.9761904761904762,1.0,0.0,42,,,0.5583333333333332
combined,combined,0.3,0.9,0.25,0.45,0.9130434782608695,0.09420289855072464,0.2826086956521739,0.0,0.0,0.8809523809523809,0.9761904761904762,1.0,0.0,42,,,0.5583333333333332
combined,combined,0.3,0.9,0.35,0.25,0.8913043478260869,0.09420289855072464,0.2826086956521739,0.0,0.0,0.9024390243902439,0.975609756097561,1.0,0.0,41,,,0.5507246376811593
combined,combined,0.3,0.9,0.35,0.35,0.8913043478260869,0.09420289855072464,0.2826086956521739,0.0,0.0,0.9024390243902439,0.975609756097561,1.0,0.0,41,,,0.5507246376811593
combined,combined,0.3,0.9,0.35,0.45,0.8913043478260869,0.09420289855072464,0.2826086956521739,0.0,0.0,0.9024390243902439,0.975609756097561,1.0,0.0,41,,,0.5507246376811593
combined,combined,0.4,0.5,0.15,0.25,0.6739130434782609,0.17391304347826086,0.5,0.021739130434782608,0.0,0.8387096774193549,0.967741935483871,1.0,0.0,31,,,0.42608695652173906
combined,combined,0.4,0.5,0.15,0.35,0.8913043478260869,0.18115942028985507,0.5217391304347826,0.021739130434782608,0.0,0.8536585365853658,0.975609756097561,1.0,0.0,41,,,0.49746376811594195
combined,combined,0.4,0.5,0.15,0.45,0.8913043478260869,0.18115942028985507,0.5217391304347826,0.021739130434782608,0.0,0.8536585365853658,0.975609756097561,1.0,0.0,41,,,0.49746376811594195
combined,combined,0.4,0.5,0.25,0.25,0.6739130434782609,0.15942028985507245,0.45652173913043476,0.021739130434782608,0.0,0.8387096774193549,0.967741935483871,1.0,0.0,31,,,0.4355072463768116
combined,combined,0.4,0.5,0.25,0.35,0.8913043478260869,0.16666666666666666,0.4782608695652174,0.021739130434782608,0.0,0.8536585365853658,0.975609756097561,1.0,0.0,41,,,0.5068840579710144
combined,combined,0.4,0.5,0.25,0.45,0.8913043478260869,0.16666666666666666,0.4782608695652174,0.021739130434782608,0.0,0.8536585365853658,0.975609756097561,1.0,0.0,41,,,0.5068840579710144
combined,combined,0.4,0.5,0.35,0.25,0.6521739130434783,0.13043478260869565,0.391304347826087,0.0,0.0,0.8666666666666667,0.9666666666666667,1.0,0.0,30,,,0.4434782608695652
combined,combined,0.4,0.5,0.35,0.35,0.8695652173913043,0.13768115942028986,0.41304347826086957,0.0,0.0,0.875,0.975,1.0,0.0,40,,,0.514855072463768
combined,combined,0.4,0.5,0.35,0.45,0.8695652173913043,0.13768115942028986,0.41304347826086957,0.0,0.0,0.875,0.975,1.0,0.0,40,,,0.514855072463768
combined,combined,0.4,0.6,0.15,0.25,0.7608695652173914,0.16666666666666666,0.4782608695652174,0.021739130434782608,0.0,0.8571428571428571,0.9714285714285714,1.0,0.0,35,,,0.461231884057971
combined,combined,0.4,0.6,0.15,0.35,0.8913043478260869,0.17391304347826086,0.5,0.021739130434782608,0.0,0.8536585365853658,0.975609756097561,1.0,0.0,41,,,0.5021739130434782
combined,combined,0.4,0.6,0.15,0.45,0.8913043478260869,0.17391304347826086,0.5,0.021739130434782608,0.0,0.8536585365853658,0.975609756097561,1.0,0.0,41,,,0.5021739130434782
combined,combined,0.4,0.6,0.25,0.25,0.7608695652173914,0.15217391304347827,0.43478260869565216,0.021739130434782608,0.0,0.8571428571428571,0.9714285714285714,1.0,0.0,35,,,0.4706521739130434
combined,combined,0.4,0.6,0.25,0.35,0.8913043478260869,0.15942028985507245,0.45652173913043476,0.021739130434782608,0.0,0.8536585365853658,0.975609756097561,1.0,0.0,41,,,0.5115942028985507
combined,combined,0.4,0.6,0.25,0.45,0.8913043478260869,0.15942028985507245,0.45652173913043476,0.021739130434782608,0.0,0.8536585365853658,0.975609756097561,1.0,0.0,41,,,0.5115942028985507
combined,combined,0.4,0.6,0.35,0.25,0.7391304347826086,0.13043478260869565,0.391304347826087,0.0,0.0,0.8823529411764706,0.9705882352941176,1.0,0.0,34,,,0.4739130434782609
combined,combined,0.4,0.6,0.35,0.35,0.8695652173913043,0.13768115942028986,0.41304347826086957,0.0,0.0,0.875,0.975,1.0,0.0,40,,,0.514855072463768
combined,combined,0.4,0.6,0.35,0.45,0.8695652173913043,0.13768115942028986,0.41304347826086957,0.0,0.0,0.875,0.975,1.0,0.0,40,,,0.514855072463768
combined,combined,0.4,0.7,0.15,0.25,0.8260869565217391,0.15217391304347827,0.43478260869565216,0.021739130434782608,0.0,0.868421052631579,0.9736842105263158,1.0,0.0,38,,,0.4934782608695652
combined,combined,0.4,0.7,0.15,0.35,0.8913043478260869,0.15942028985507245,0.45652173913043476,0.021739130434782608,0.0,0.8536585365853658,0.975609756097561,1.0,0.0,41,,,0.5115942028985507
combined,combined,0.4,0.7,0.15,0.45,0.8913043478260869,0.15942028985507245,0.45652173913043476,0.021739130434782608,0.0,0.8536585365853658,0.975609756097561,1.0,0.0,41,,,0.5115942028985507
combined,combined,0.4,0.7,0.25,0.25,0.8260869565217391,0.14492753623188406,0.41304347826086957,0.021739130434782608,0.0,0.868421052631579,0.9736842105263158,1.0,0.0,38,,,0.4981884057971015
combined,combined,0.4,0.7,0.25,0.35,0.8913043478260869,0.15217391304347827,0.43478260869565216,0.021739130434782608,0.0,0.8536585365853658,0.975609756097561,1.0,0.0,41,,,0.5163043478260869
combined,combined,0.4,0.7,0.25,0.45,0.8913043478260869,0.15217391304347827,0.43478260869565216,0.021739130434782608,0.0,0.8536585365853658,0.975609756097561,1.0,0.0,41,,,0.5163043478260869
combined,combined,0.4,0.7,0.35,0.25,0.8043478260869565,0.13043478260869565,0.391304347826087,0.0,0.0,0.8918918918918919,0.972972972972973,1.0,0.0,37,,,0.4967391304347827
combined,combined,0.4,0.7,0.35,0.35,0.8695652173913043,0.13768115942028986,0.41304347826086957,0.0,0.0,0.875,0.975,1.0,0.0,40,,,0.514855072463768
combined,combined,0.4,0.7,0.35,0.45,0.8695652173913043,0.13768115942028986,0.41304347826086957,0.0,0.0,0.875,0.975,1.0,0.0,40,,,0.514855072463768
combined,combined,0.4,0.8,0.15,0.25,0.8043478260869565,0.13768115942028986,0.391304347826087,0.021739130434782608,0.0,0.8918918918918919,0.972972972972973,1.0,0.0,37,,,0.4952898550724638
combined,combined,0.4,0.8,0.15,0.35,0.8695652173913043,0.13768115942028986,0.391304347826087,0.021739130434782608,0.0,0.875,0.975,1.0,0.0,40,,,0.5181159420289855
combined,combined,0.4,0.8,0.15,0.45,0.8695652173913043,0.13768115942028986,0.391304347826087,0.021739130434782608,0.0,0.875,0.975,1.0,0.0,40,,,0.5181159420289855
combined,combined,0.4,0.8,0.25,0.25,0.8043478260869565,0.13043478260869565,0.3695652173913043,0.021739130434782608,0.0,0.8918918918918919,0.972972972972973,1.0,0.0,37,,,0.5000000000000001
combined,combined,0.4,0.8,0.25,0.35,0.8695652173913043,0.13043478260869565,0.3695652173913043,0.021739130434782608,0.0,0.875,0.975,1.0,0.0,40,,,0.5228260869565218
combined,combined,0.4,0.8,0.25,0.45,0.8695652173913043,0.13043478260869565,0.3695652173913043,0.021739130434782608,0.0,0.875,0.975,1.0,0.0,40,,,0.5228260869565218
combined,combined,0.4,0.8,0.35,0.25,0.782608695652174,0.12318840579710146,0.3695652173913043,0.0,0.0,0.9166666666666666,0.9722222222222222,1.0,0.0,36,,,0.4938405797101449
combined,combined,0.4,0.8,0.35,0.35,0.8478260869565217,0.12318840579710146,0.3695652173913043,0.0,0.0,0.8974358974358975,0.9743589743589743,1.0,0.0,39,,,0.5166666666666666
combined,combined,0.4,0.8,0.35,0.45,0.8478260869565217,0.12318840579710146,0.3695652173913043,0.0,0.0,0.8974358974358975,0.9743589743589743,1.0,0.0,39,,,0.5166666666666666
combined,combined,0.4,0.85,0.15,0.25,0.8043478260869565,0.12318840579710146,0.34782608695652173,0.021739130434782608,0.0,0.8648648648648649,0.972972972972973,1.0,0.0,37,,,0.5047101449275362
combined,combined,0.4,0.85,0.15,0.35,0.8478260869565217,0.12318840579710146,0.34782608695652173,0.021739130434782608,0.0,0.8717948717948718,0.9743589743589743,1.0,0.0,39,,,0.5199275362318839
combined,combined,0.4,0.85,0.15,0.45,0.8478260869565217,0.12318840579710146,0.34782608695652173,0.021739130434782608,0.0,0.8717948717948718,0.9743589743589743,1.0,0.0,39,,,0.5199275362318839
combined,combined,0.4,0.85,0.25,0.25,0.8043478260869565,0.11594202898550725,0.32608695652173914,0.021739130434782608,0.0,0.8648648648648649,0.972972972972973,1.0,0.0,37,,,0.5094202898550725
combined,combined,0.4,0.85,0.25,0.35,0.8478260869565217,0.11594202898550725,0.32608695652173914,0.021739130434782608,0.0,0.8717948717948718,0.9743589743589743,1.0,0.0,39,,,0.5246376811594202
combined,combined,0.4,0.85,0.25,0.45,0.8478260869565217,0.11594202898550725,0.32608695652173914,0.021739130434782608,0.0,0.8717948717948718,0.9743589743589743,1.0,0.0,39,,,0.5246376811594202
combined,combined,0.4,0.85,0.35,0.25,0.782608695652174,0.10869565217391304,0.32608695652173914,0.0,0.0,0.8888888888888888,0.9722222222222222,1.0,0.0,36,,,0.5032608695652174
combined,combined,0.4,0.85,0.35,0.35,0.8260869565217391,0.10869565217391304,0.32608695652173914,0.0,0.0,0.8947368421052632,0.9736842105263158,1.0,0.0,38,,,0.5184782608695653
combined,combined,0.4,0.85,0.35,0.45,0.8260869565217391,0.10869565217391304,0.32608695652173914,0.0,0.0,0.8947368421052632,0.9736842105263158,1.0,0.0,38,,,0.5184782608695653
combined,combined,0.4,0.9,0.15,0.25,0.8478260869565217,0.09420289855072464,0.2826086956521739,0.0,0.0,0.8717948717948718,0.9743589743589743,1.0,0.0,39,,,0.5355072463768115
combined,combined,0.4,0.9,0.15,0.35,0.8478260869565217,0.09420289855072464,0.2826086956521739,0.0,0.0,0.8717948717948718,0.9743589743589743,1.0,0.0,39,,,0.5355072463768115
combined,combined,0.4,0.9,0.15,0.45,0.8478260869565217,0.09420289855072464,0.2826086956521739,0.0,0.0,0.8717948717948718,0.9743589743589743,1.0,0.0,39,,,0.5355072463768115
combined,combined,0.4,0.9,0.25,0.25,0.8478260869565217,0.08695652173913043,0.2608695652173913,0.0,0.0,0.8717948717948718,0.9743589743589743,1.0,0.0,39,,,0.5402173913043478
combined,combined,0.4,0.9,0.25,0.35,0.8478260869565217,0.08695652173913043,0.2608695652173913,0.0,0.0,0.8717948717948718,0.9743589743589743,1.0,0.0,39,,,0.5402173913043478
combined,combined,0.4,0.9,0.25,0.45,0.8478260869565217,0.08695652173913043,0.2608695652173913,0.0,0.0,0.8717948717948718,0.9743589743589743,1.0,0.0,39,,,0.5402173913043478
combined,combined,0.4,0.9,0.35,0.25,0.8260869565217391,0.08695652173913043,0.2608695652173913,0.0,0.0,0.8947368421052632,0.9736842105263158,1.0,0.0,38,,,0.532608695652174
combined,combined,0.4,0.9,0.35,0.35,0.8260869565217391,0.08695652173913043,0.2608695652173913,0.0,0.0,0.8947368421052632,0.9736842105263158,1.0,0.0,38,,,0.532608695652174
combined,combined,0.4,0.9,0.35,0.45,0.8260869565217391,0.08695652173913043,0.2608695652173913,0.0,0.0,0.8947368421052632,0.9736842105263158,1.0,0.0,38,,,0.532608695652174
combined,combined,0.5,0.5,0.15,0.25,0.6086956521739131,0.13043478260869565,0.3695652173913043,0.021739130434782608,0.0,0.8214285714285714,0.9642857142857143,1.0,0.0,28,,,0.4315217391304347
combined,combined,0.5,0.5,0.15,0.35,0.8260869565217391,0.13768115942028986,0.391304347826087,0.021739130434782608,0.0,0.8421052631578947,0.9736842105263158,1.0,0.0,38,,,0.5028985507246377
combined,combined,0.5,0.5,0.15,0.45,0.8260869565217391,0.13768115942028986,0.391304347826087,0.021739130434782608,0.0,0.8421052631578947,0.9736842105263158,1.0,0.0,38,,,0.5028985507246377
combined,combined,0.5,0.5,0.25,0.25,0.6086956521739131,0.11594202898550725,0.32608695652173914,0.021739130434782608,0.0,0.8214285714285714,0.9642857142857143,1.0,0.0,28,,,0.44094202898550716
combined,combined,0.5,0.5,0.25,0.35,0.8260869565217391,0.12318840579710146,0.34782608695652173,0.021739130434782608,0.0,0.8421052631578947,0.9736842105263158,1.0,0.0,38,,,0.5123188405797101
combined,combined,0.5,0.5,0.25,0.45,0.8260869565217391,0.12318840579710146,0.34782608695652173,0.021739130434782608,0.0,0.8421052631578947,0.9736842105263158,1.0,0.0,38,,,0.5123188405797101
combined,combined,0.5,0.5,0.35,0.25,0.5869565217391305,0.09420289855072464,0.2826086956521739,0.0,0.0,0.8518518518518519,0.9629629629629629,1.0,0.0,27,,,0.4442028985507247
combined,combined,0.5,0.5,0.35,0.35,0.8043478260869565,0.10144927536231885,0.30434782608695654,0.0,0.0,0.8648648648648649,0.972972972972973,1.0,0.0,37,,,0.5155797101449276
combined,combined,0.5,0.5,0.35,0.45,0.8043478260869565,0.10144927536231885,0.30434782608695654,0.0,0.0,0.8648648648648649,0.972972972972973,1.0,0.0,37,,,0.5155797101449276
combined,combined,0.5,0.6,0.15,0.25,0.6956521739130435,0.12318840579710146,0.34782608695652173,0.021739130434782608,0.0,0.84375,0.96875,1.0,0.0,32,,,0.4666666666666666
combined,combined,0.5,0.6,0.15,0.35,0.8260869565217391,0.13043478260869565,0.3695652173913043,0.021739130434782608,0.0,0.8421052631578947,0.9736842105263158,1.0,0.0,38,,,0.507608695652174
combined,combined,0.5,0.6,0.15,0.45,0.8260869565217391,0.13043478260869565,0.3695652173913043,0.021739130434782608,0.0,0.8421052631578947,0.9736842105263158,1.0,0.0,38,,,0.507608695652174
combined,combined,0.5,0.6,0.25,0.25,0.6956521739130435,0.10869565217391304,0.30434782608695654,0.021739130434782608,0.0,0.84375,0.96875,1.0,0.0,32,,,0.4760869565217391
combined,combined,0.5,0.6,0.25,0.35,0.8260869565217391,0.11594202898550725,0.32608695652173914,0.021739130434782608,0.0,0.8421052631578947,0.9736842105263158,1.0,0.0,38,,,0.5170289855072464
combined,combined,0.5,0.6,0.25,0.45,0.8260869565217391,0.11594202898550725,0.32608695652173914,0.021739130434782608,0.0,0.8421052631578947,0.9736842105263158,1.0,0.0,38,,,0.5170289855072464
combined,combined,0.5,0.6,0.35,0.25,0.6739130434782609,0.09420289855072464,0.2826086956521739,0.0,0.0,0.8709677419354839,0.967741935483871,1.0,0.0,31,,,0.47463768115942023
combined,combined,0.5,0.6,0.35,0.35,0.8043478260869565,0.10144927536231885,0.30434782608695654,0.0,0.0,0.8648648648648649,0.972972972972973,1.0,0.0,37,,,0.5155797101449276
combined,combined,0.5,0.6,0.35,0.45,0.8043478260869565,0.10144927536231885,0.30434782608695654,0.0,0.0,0.8648648648648649,0.972972972972973,1.0,0.0,37,,,0.5155797101449276
combined,combined,0.5,0.7,0.15,0.25,0.7608695652173914,0.10869565217391304,0.30434782608695654,0.021739130434782608,0.0,0.8571428571428571,0.9714285714285714,1.0,0.0,35,,,0.4989130434782609
combined,combined,0.5,0.7,0.15,0.35,0.8260869565217391,0.11594202898550725,0.32608695652173914,0.021739130434782608,0.0,0.8421052631578947,0.9736842105263158,1.0,0.0,38,,,0.5170289855072464
combined,combined,0.5,0.7,0.15,0.45,0.8260869565217391,0.11594202898550725,0.32608695652173914,0.021739130434782608,0.0,0.8421052631578947,0.9736842105263158,1.0,0.0,38,,,0.5170289855072464
combined,combined,0.5,0.7,0.25,0.25,0.7608695652173914,0.10144927536231885,0.2826086956521739,0.021739130434782608,0.0,0.8571428571428571,0.9714285714285714,1.0,0.0,35,,,0.5036231884057971
combined,combined,0.5,0.7,0.25,0.35,0.8260869565217391,0.10869565217391304,0.30434782608695654,0.021739130434782608,0.0,0.8421052631578947,0.9736842105263158,1.0,0.0,38,,,0.5217391304347827
combined,combined,0.5,0.7,0.25,0.45,0.8260869565217391,0.10869565217391304,0.30434782608695654,0.021739130434782608,0.0,0.8421052631578947,0.9736842105263158,1.0,0.0,38,,,0.5217391304347827
combined,combined,0.5,0.7,0.35,0.25,0.7391304347826086,0.09420289855072464,0.2826086956521739,0.0,0.0,0.8823529411764706,0.9705882352941176,1.0,0.0,34,,,0.497463768115942
combined,combined,0.5,0.7,0.35,0.35,0.8043478260869565,0.10144927536231885,0.30434782608695654,0.0,0.0,0.8648648648648649,0.972972972972973,1.0,0.0,37,,,0.5155797101449276
combined,combined,0.5,0.7,0.35,0.45,0.8043478260869565,0.10144927536231885,0.30434782608695654,0.0,0.0,0.8648648648648649,0.972972972972973,1.0,0.0,37,,,0.5155797101449276
combined,combined,0.5,0.8,0.15,0.25,0.7391304347826086,0.10144927536231885,0.2826086956521739,0.021739130434782608,0.0,0.8823529411764706,0.9705882352941176,1.0,0.0,34,,,0.49601449275362325
combined,combined,0.5,0.8,0.15,0.35,0.8043478260869565,0.10144927536231885,0.2826086956521739,0.021739130434782608,0.0,0.8648648648648649,0.972972972972973,1.0,0.0,37,,,0.518840579710145
combined,combined,0.5,0.8,0.15,0.45,0.8043478260869565,0.10144927536231885,0.2826086956521739,0.021739130434782608,0.0,0.8648648648648649,0.972972972972973,1.0,0.0,37,,,0.518840579710145
combined,combined,0.5,0.8,0.25,0.25,0.7391304347826086,0.09420289855072464,0.2608695652173913,0.021739130434782608,0.0,0.8823529411764706,0.9705882352941176,1.0,0.0,34,,,0.5007246376811594
combined,combined,0.5,0.8,0.25,0.35,0.8043478260869565,0.09420289855072464,0.2608695652173913,0.021739130434782608,0.0,0.8648648648648649,0.972972972972973,1.0,0.0,37,,,0.5235507246376812
