sample_id,audio_path,base_id,variant_id,speaker_id,speaker_gender,language,source_origin,manipulation_type,ground_truth_origin,ground_truth_manipulation,origin_label,manipulation_label,attack_hint,risk_level,partial_fabrication_binary,suspicious_start_time,suspicious_end_time,split,split_group_id,prediction,confidence,decision_score,effective_threshold,attack_type,attack_type_conf,bonafide_prob,synthesis_prob,conversion_prob,replay_prob,n_chunks_used,n_chunks_total,suspicious_chunk_count,suspicious_chunk_ratio,max_chunk_spoof,mean_chunk_spoof,median_chunk_spoof,dominant_chunk_attack,n_chunks_inside,n_chunks_outside,inside_region_avg_spoof,outside_region_avg_spoof,inside_region_max_spoof,outside_region_max_spoof,inside_region_dominant_attack,outside_region_dominant_attack,partial_region_detected,baseline_status,final_baseline_interpretation,error
ai_021_direct,data/phase7c1/raw/ai_direct/ai_021_direct.wav,base_021,ai_direct,speaker_021,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,test,base_021,REAL,0.9333333333333332,0.0666666666666666,0.7,bonafide,0.8737019300460815,0.8737019300460815,0.1256499588489532,0.0002423215919407,0.000405777565902,15,16,1,0.0666666666666666,0.9163345098495485,0.0751869391576065,0.0014953383943066,bonafide,0,0,,,,,,,False,direct_ai_missed,"Direct AI missed at file level (REAL, score=0.067).",
ai_008_fabricated,data/phase7c1/raw/ai_fabricated/ai_008_fabricated.wav,base_008,ai_fabricated,speaker_008,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,14.11,21.003,train,base_008,REAL,0.9285714285714286,0.0714285714285714,0.7,bonafide,0.7581263780593872,0.7581263780593872,0.2393150478601455,0.0004134957853239,0.0021450039930641,14,14,1,0.0714285714285714,0.9999206066131592,0.1316649276402261,0.0135786985047161,bonafide,4,10,0.1688234540633857,0.1168015170709622,0.4370724856853485,0.9999206066131592,bonafide,bonafide,False,partial_fabrication_missed,Partial fabrication: region-level detection criteria not met (file-level label secondary).,
human_001_fabricated,data/phase7c1/raw/human_fabricated/human_001_fabricated.wav,base_001,human_fabricated,speaker_001,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,16.049,24.293,train,base_001,REAL,0.3125,0.6875,0.7,synthesis,0.7545722126960754,0.2280869930982589,0.7545722126960754,0.0006541344337165,0.0166865568608045,16,16,11,0.6875,0.9937829375267028,0.697195435886897,0.8722870051860809,synthesis,4,12,0.2564148381861741,0.844122301787138,0.5499125719070435,0.9937829375267028,bonafide,synthesis,False,partial_fabrication_missed,Partial fabrication: region-level detection criteria not met (file-level label secondary).,
human_002_fabricated,data/phase7c1/raw/human_fabricated/human_002_fabricated.wav,base_002,human_fabricated,speaker_002,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,5.697,11.771,train,base_002,REAL,0.5384615384615384,0.4615384615384615,0.7,synthesis,0.6189054846763611,0.2907244563102722,0.6189054846763611,0.0008914736681617,0.0894785597920417,13,13,6,0.4615384615384615,0.9749884009361268,0.5496259840348592,0.6271523237228394,synthesis,3,10,0.057244769607981,0.6973403483629227,0.1088976636528968,0.9749884009361268,bonafide,synthesis,False,partial_fabrication_missed,Partial fabrication: region-level detection criteria not met (file-level label secondary).,
human_003_fabricated,data/phase7c1/raw/human_fabricated/human_003_fabricated.wav,base_003,human_fabricated,speaker_003,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,6.14,13.891,train,base_003,REAL,1.0,0.0,0.7,bonafide,0.8923836350440979,0.8923836350440979,0.105637602508068,0.0004793901753146,0.0014993386575952,14,15,0,0.0,0.2196721136569976,0.0341016214159505,0.0075545825529843,bonafide,4,10,0.0037999713158427,0.0462222814559936,0.0151744484901428,0.2196721136569976,bonafide,bonafide,False,partial_fabrication_missed,Partial fabrication: region-level detection criteria not met (file-level label secondary).,
human_004_fabricated,data/phase7c1/raw/human_fabricated/human_004_fabricated.wav,base_004,human_fabricated,speaker_004,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,1.739,8.153,train,base_004,REAL,0.6153846153846154,0.3846153846153846,0.7,synthesis,0.5840896964073181,0.406188815832138,0.5840896964073181,0.0010024233488366,0.0087190987542271,13,14,5,0.3846153846153846,0.999705731868744,0.4695814503356814,0.284128874540329,synthesis,2,11,0.0335902268998324,0.5488525818694722,0.0623881369829177,0.999705731868744,bonafide,synthesis,False,partial_fabrication_missed,Partial fabrication: region-level detection criteria not met (file-level label secondary).,
human_009_fabricated,data/phase7c1/raw/human_fabricated/human_009_fabricated.wav,base_009,human_fabricated,speaker_009,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,22.541,29.261,train,base_009,REAL,0.7222222222222222,0.2777777777777778,0.7,synthesis,0.5675164461135864,0.422252893447876,0.5675164461135864,0.0012014728272333,0.0090292496606707,18,18,5,0.2777777777777778,0.9720721244812012,0.3969973240293459,0.4055756330490112,synthesis,3,15,0.1033837096377586,0.4557200469076633,0.2821961939334869,0.9720721244812012,bonafide,synthesis,False,partial_fabrication_missed,Partial fabrication: region-level detection criteria not met (file-level label secondary).,
human_016_fabricated,data/phase7c1/raw/human_fabricated/human_016_fabricated.wav,base_016,human_fabricated,speaker_016,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,15.256,24.535,train,base_016,REAL,0.8947368421052632,0.1052631578947368,0.7,bonafide,0.6600239276885986,0.6600239276885986,0.2264812439680099,0.0006313219782896,0.112863577902317,19,19,2,0.1052631578947368,0.7970043420791626,0.2311494434417047,0.1517806202173233,bonafide,5,14,0.1431396986052277,0.262581495169018,0.5855455994606018,0.7970043420791626,bonafide,bonafide,False,partial_fabrication_missed,Partial fabrication: region-level detection criteria not met (file-level label secondary).,
human_019_fabricated,data/phase7c1/raw/human_fabricated/human_019_fabricated.wav,base_019,human_fabricated,speaker_019,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,4.337,13.506,val,base_019,FAKE,0.75,0.75,0.7,synthesis,0.8056022524833679,0.19244284927845,0.8056022524833679,0.0007617734954692,0.0011931441258639,16,17,12,0.75,0.9999616146087646,0.7280990717772511,0.9434301257133484,synthesis,3,13,0.0277246106804038,0.8897239474149851,0.0810093805193901,0.9999616146087646,bonafide,synthesis,False,partial_fabrication_missed,Partial fabrication: region-level detection criteria not met (file-level label secondary).,
human_021_fabricated,data/phase7c1/raw/human_fabricated/human_021_fabricated.wav,base_021,human_fabricated,speaker_021,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,24.26,32.978,test,base_021,REAL,0.9444444444444444,0.0555555555555555,0.7,bonafide,0.7498422861099243,0.7498422861099243,0.2414504140615463,0.0011355325113981,0.0075716916471719,18,18,1,0.0555555555555555,0.6651931405067444,0.1239303696402895,0.0500794313848018,bonafide,4,14,0.0016939371447212,0.1588550646390233,0.0066153928637504,0.6651931405067444,bonafide,bonafide,False,partial_fabrication_missed,Partial fabrication: region-level detection criteria not met (file-level label secondary).,
human_023_fabricated,data/phase7c1/raw/human_fabricated/human_023_fabricated.wav,base_023,human_fabricated,speaker_023,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,16.043,24.428,test,base_023,REAL,0.8823529411764706,0.1176470588235294,0.7,bonafide,0.618525505065918,0.618525505065918,0.3789474964141845,0.0007242144783958,0.001802775892429,17,17,2,0.1176470588235294,0.7408780455589294,0.1960953376202429,0.0644176602363586,bonafide,4,13,0.1270191320218145,0.2173495547274517,0.2321360111236572,0.7408780455589294,bonafide,bonafide,False,partial_fabrication_missed,Partial fabrication: region-level detection criteria not met (file-level label secondary).,
ai_001_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_001_replay_laptop_mobile.wav,base_001,ai_replay_laptop_mobile,speaker_001,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_001,REAL,0.9444444444444444,0.0555555555555555,0.7,bonafide,0.7032158970832825,0.7032158970832825,0.2377322018146515,0.0005964363808743,0.0584554821252822,18,18,1,0.0555555555555555,0.8441522121429443,0.2116080517363217,0.1161853745579719,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.056).,
ai_002_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_002_replay_laptop_mobile.wav,base_002,ai_replay_laptop_mobile,speaker_002,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_002,REAL,1.0,0.0,0.7,bonafide,0.5264393091201782,0.5264393091201782,0.3263493180274963,0.0006643923697993,0.1465469002723693,10,10,0,0.0,0.6353921294212341,0.34700358659029,0.3647180572152138,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.000).,
ai_003_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_003_replay_laptop_mobile.wav,base_003,ai_replay_laptop_mobile,speaker_003,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_003,REAL,0.9285714285714286,0.0714285714285714,0.7,bonafide,0.7565635442733765,0.7565635442733765,0.1251125484704971,0.0002462710253894,0.1180776357650756,14,14,1,0.0714285714285714,0.7071013450622559,0.1806302653359515,0.1123928986489772,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.071).,
ai_004_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_004_replay_laptop_mobile.wav,base_004,ai_replay_laptop_mobile,speaker_004,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_004,REAL,0.7272727272727273,0.2727272727272727,0.7,synthesis,0.5753113031387329,0.3723103702068329,0.5753113031387329,0.0008587955962866,0.0515196062624454,11,12,3,0.2727272727272727,0.9232470393180848,0.4512115645815026,0.4807072281837463,synthesis,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.273).,
ai_006_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_006_replay_laptop_mobile.wav,base_006,ai_replay_laptop_mobile,speaker_006,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_006,REAL,0.9411764705882352,0.0588235294117647,0.7,bonafide,0.66923588514328,0.66923588514328,0.2697351276874542,0.0006759236566722,0.0603530816733837,17,17,1,0.0588235294117647,0.6804540753364563,0.2061133958837565,0.089136928319931,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.059).,
ai_007_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_007_replay_laptop_mobile.wav,base_007,ai_replay_laptop_mobile,speaker_007,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_007,REAL,0.8,0.2,0.7,bonafide,0.5805880427360535,0.5805880427360535,0.141024962067604,0.0002640209568198,0.2781229615211487,15,15,3,0.2,0.7684726715087891,0.3678072221887608,0.4190832078456878,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.200).,
ai_010_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_010_replay_laptop_mobile.wav,base_010,ai_replay_laptop_mobile,speaker_010,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_010,REAL,0.8666666666666667,0.1333333333333333,0.7,bonafide,0.4753112196922302,0.4753112196922302,0.4289689362049103,0.000684963830281,0.0950348675251007,15,17,2,0.1333333333333333,0.8430570363998413,0.3813728258013725,0.3299852311611175,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.133).,
ai_011_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_011_replay_laptop_mobile.wav,base_011,ai_replay_laptop_mobile,speaker_011,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_011,REAL,0.9375,0.0625,0.7,bonafide,0.6511006355285645,0.6511006355285645,0.2216619253158569,0.0006034484831616,0.1266340315341949,16,16,1,0.0625,0.9091032147407532,0.2391735549317672,0.1415874809026718,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.062).,
ai_012_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_012_replay_laptop_mobile.wav,base_012,ai_replay_laptop_mobile,speaker_012,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_012,REAL,0.7058823529411764,0.2941176470588235,0.7,bonafide,0.5130540132522583,0.5130540132522583,0.3468194305896759,0.0003083724877797,0.1398182362318039,17,17,5,0.2941176470588235,0.8568721413612366,0.4025317224509576,0.2180027067661285,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.294).,
ai_013_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_013_replay_laptop_mobile.wav,base_013,ai_replay_laptop_mobile,speaker_013,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_013,REAL,0.8888888888888888,0.1111111111111111,0.7,bonafide,0.6468489766120911,0.6468489766120911,0.2900635004043579,0.0011981599964201,0.061889324337244,18,19,2,0.1111111111111111,0.7057850360870361,0.2394067786323527,0.1090452522039413,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.111).,
ai_014_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_014_replay_laptop_mobile.wav,base_014,ai_replay_laptop_mobile,speaker_014,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_014,REAL,0.8888888888888888,0.1111111111111111,0.7,bonafide,0.6872633695602417,0.6872633695602417,0.1055972054600715,0.0002824912080541,0.2068568766117096,18,18,2,0.1111111111111111,0.890198826789856,0.2631475514628821,0.0995331592857837,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.111).,
ai_015_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_015_replay_laptop_mobile.wav,base_015,ai_replay_laptop_mobile,speaker_015,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_015,REAL,0.9444444444444444,0.0555555555555555,0.7,bonafide,0.7269562482833862,0.7269562482833862,0.2114275097846985,0.0005606868071481,0.0610555745661258,18,18,1,0.0555555555555555,0.7789857983589172,0.1885365089919004,0.0693128108978271,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.056).,
ai_016_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_016_replay_laptop_mobile.wav,base_016,ai_replay_laptop_mobile,speaker_016,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_016,REAL,0.875,0.125,0.7,bonafide,0.5352692604064941,0.5352692604064941,0.3434722125530243,0.0004228240286465,0.1208357512950897,16,16,2,0.125,0.8640812635421753,0.3630496751866303,0.3034239858388901,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.125).,
ai_017_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_017_replay_laptop_mobile.wav,base_017,ai_replay_laptop_mobile,speaker_017,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,val,base_017,REAL,0.8461538461538461,0.1538461538461538,0.7,bonafide,0.5613008737564087,0.5613008737564087,0.3468250930309295,0.0010636732913553,0.0908103510737419,13,13,2,0.1538461538461538,0.8188092112541199,0.2824048934361109,0.192691221833229,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.154).,
ai_018_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_018_replay_laptop_mobile.wav,base_018,ai_replay_laptop_mobile,speaker_018,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,val,base_018,REAL,0.8666666666666667,0.1333333333333333,0.7,bonafide,0.5356892943382263,0.5356892943382263,0.2668109238147735,0.0004941747174598,0.1970056593418121,15,15,2,0.1333333333333333,0.9330658316612244,0.3657053473095099,0.2776688039302826,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.133).,
ai_019_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_019_replay_laptop_mobile.wav,base_019,ai_replay_laptop_mobile,speaker_019,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,val,base_019,REAL,1.0,0.0,0.7,bonafide,0.7198761105537415,0.7198761105537415,0.201959878206253,0.0005072497297078,0.0776567012071609,16,16,0,0.0,0.5967562794685364,0.1775178615935146,0.1046364717185497,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.000).,
ai_020_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_020_replay_laptop_mobile.wav,base_020,ai_replay_laptop_mobile,speaker_020,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,test,base_020,REAL,1.0,0.0,0.7,bonafide,0.6070400476455688,0.6070400476455688,0.2897917628288269,0.000613392679952,0.1025548949837684,18,18,0,0.0,0.6221150755882263,0.2611401004509793,0.1538081467151641,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.000).,
ai_022_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_022_replay_laptop_mobile.wav,base_022,ai_replay_laptop_mobile,speaker_022,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,test,base_022,REAL,0.8,0.2,0.7,bonafide,0.4572536647319793,0.4572536647319793,0.4360199868679046,0.0008899629465304,0.1058364138007164,15,15,3,0.2,0.9492475390434264,0.3985707317789396,0.2968580722808838,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.200).,
