sample_id,audio_path,base_id,variant_id,suspicious_start_time,suspicious_end_time,n_chunks_inside,n_chunks_outside,inside_region_avg_spoof,outside_region_avg_spoof,inside_region_max_spoof,outside_region_max_spoof,inside_region_dominant_attack,outside_region_dominant_attack,region_delta,partial_region_detected,notes
human_009_fabricated,data/phase7c1/raw/human_fabricated/human_009_fabricated.wav,base_009,human_fabricated,22.541,29.261,3,15,0.10338370963775863,0.4557200469076633,0.28219619393348694,0.9720721244812012,bonafide,synthesis,-0.352336,False,evaluated
ai_010_fabricated,data/phase7c1/raw/ai_fabricated/ai_010_fabricated.wav,base_010,ai_fabricated,39.565,46.965,4,12,0.6777626513503492,0.07790546725254899,0.9955576062202454,0.6693127155303955,synthesis,bonafide,0.599857,True,evaluated
human_010_fabricated,data/phase7c1/raw/human_fabricated/human_010_fabricated.wav,base_010,human_fabricated,30.108,37.657,4,9,0.6324355583848273,0.9936697416835361,0.9995443224906921,0.9999940395355225,synthesis,synthesis,-0.361234,True,evaluated
ai_011_fabricated,data/phase7c1/raw/ai_fabricated/ai_011_fabricated.wav,base_011,ai_fabricated,30.108,36.664,3,10,0.6400548964077947,0.00039850585946574825,0.9665370583534241,0.003854363691061735,synthesis,bonafide,0.639656,True,evaluated
human_011_fabricated,data/phase7c1/raw/human_fabricated/human_011_fabricated.wav,base_011,human_fabricated,36.178,43.987,4,11,0.3615984622229007,0.4811864828860218,0.9621431827545166,0.9980619549751282,synthesis,synthesis,-0.119588,True,evaluated
ai_012_fabricated,data/phase7c1/raw/ai_fabricated/ai_012_fabricated.wav,base_012,ai_fabricated,36.178,44.19,4,12,0.23152466607280076,0.0001329567481941583,0.8299749493598938,0.0015487611526623368,bonafide,bonafide,0.231392,True,evaluated
human_012_fabricated,data/phase7c1/raw/human_fabricated/human_012_fabricated.wav,base_012,human_fabricated,41.943,48.54,3,13,0.3723371518135063,0.09246002960466845,0.6498008370399475,0.3402659296989441,synthesis,bonafide,0.279877,True,evaluated
ai_013_fabricated,data/phase7c1/raw/ai_fabricated/ai_013_fabricated.wav,base_013,ai_fabricated,23.7,31.661,4,16,0.2843019925057888,0.23262583616542543,0.5212198495864868,0.9984573125839233,synthesis,bonafide,0.051676,True,evaluated
human_013_fabricated,data/phase7c1/raw/human_fabricated/human_013_fabricated.wav,base_013,human_fabricated,21.252,29.382,4,11,0.2965058176778257,0.44704044332981785,0.9737696647644043,0.9943690896034241,bonafide,synthesis,-0.150535,True,evaluated
ai_014_fabricated,data/phase7c1/raw/ai_fabricated/ai_014_fabricated.wav,base_014,ai_fabricated,3.003,11.423,4,13,0.9205016642808914,0.18863696461941204,0.9998005032539368,0.8828325867652893,synthesis,bonafide,0.731865,True,evaluated
human_014_fabricated,data/phase7c1/raw/human_fabricated/human_014_fabricated.wav,base_014,human_fabricated,23.7,30.463,4,11,0.4222647221176885,0.8746757426045157,0.9759693741798401,0.9990563988685608,synthesis,synthesis,-0.452411,True,evaluated
ai_015_fabricated,data/phase7c1/raw/ai_fabricated/ai_015_fabricated.wav,base_015,ai_fabricated,15.256,24.972,5,16,0.792440021596849,0.2671432587328537,0.9999376535415649,0.9980276226997375,synthesis,bonafide,0.525297,True,evaluated
human_015_fabricated,data/phase7c1/raw/human_fabricated/human_015_fabricated.wav,base_015,human_fabricated,3.003,10.86,4,11,0.4891873109154403,0.6539276296442206,0.9984269142150879,0.9988840222358704,synthesis,synthesis,-0.16474,True,evaluated
ai_016_fabricated,data/phase7c1/raw/ai_fabricated/ai_016_fabricated.wav,base_016,ai_fabricated,29.714,40.282,5,16,0.477294012105267,0.27270883750952635,0.9978258013725281,0.9828068017959595,synthesis,bonafide,0.204585,True,evaluated
human_016_fabricated,data/phase7c1/raw/human_fabricated/human_016_fabricated.wav,base_016,human_fabricated,15.256,24.535,5,14,0.14313969860522774,0.262581495169018,0.5855455994606018,0.7970043420791626,bonafide,bonafide,-0.119442,False,evaluated
ai_017_fabricated,data/phase7c1/raw/ai_fabricated/ai_017_fabricated.wav,base_017,ai_fabricated,24.26,33.894,5,16,0.5806879788637161,0.1425432012811143,0.9994557499885559,0.8190264105796814,synthesis,bonafide,0.438145,True,evaluated
human_017_fabricated,data/phase7c1/raw/human_fabricated/human_017_fabricated.wav,base_017,human_fabricated,2.103,11.913,4,15,0.24095898658197257,0.5990221184794791,0.95123291015625,0.9997102618217468,bonafide,synthesis,-0.358063,True,evaluated
ai_018_fabricated,data/phase7c1/raw/ai_fabricated/ai_018_fabricated.wav,base_018,ai_fabricated,45.994,54.836,4,15,0.4722130505833775,0.46043417692417277,0.9662834405899048,0.9997761845588684,synthesis,synthesis,0.011779,True,evaluated
human_018_fabricated,data/phase7c1/raw/human_fabricated/human_018_fabricated.wav,base_018,human_fabricated,29.714,38.679,4,11,0.25730609125457704,0.19284688342701306,0.8031737804412842,0.501251220703125,bonafide,bonafide,0.064459,True,evaluated
ai_019_fabricated,data/phase7c1/raw/ai_fabricated/ai_019_fabricated.wav,base_019,ai_fabricated,39.92,51.003,6,15,0.587586596084293,0.3899607705689656,0.9842001795768738,0.9649212956428528,synthesis,synthesis,0.197626,True,evaluated
human_019_fabricated,data/phase7c1/raw/human_fabricated/human_019_fabricated.wav,base_019,human_fabricated,4.337,13.506,3,13,0.02772461068040381,0.8897239474149851,0.0810093805193901,0.9999616146087646,bonafide,synthesis,-0.861999,False,evaluated
ai_020_fabricated,data/phase7c1/raw/ai_fabricated/ai_020_fabricated.wav,base_020,ai_fabricated,10.708,20.214,3,16,0.43440524612863857,0.3869870628905119,0.8092759251594543,0.9990618824958801,synthesis,synthesis,0.047418,True,evaluated
human_020_fabricated,data/phase7c1/raw/human_fabricated/human_020_fabricated.wav,base_020,human_fabricated,20.622,27.612,4,13,0.611551571637392,0.9942867297392625,0.9691494703292847,1.0,synthesis,synthesis,-0.382735,True,evaluated
ai_021_fabricated,data/phase7c1/raw/ai_fabricated/ai_021_fabricated.wav,base_021,ai_fabricated,14.392,22.878,4,14,0.42615777999162674,0.0801435574977195,0.7075562477111816,0.8678778409957886,synthesis,bonafide,0.346014,True,evaluated
human_021_fabricated,data/phase7c1/raw/human_fabricated/human_021_fabricated.wav,base_021,human_fabricated,24.26,32.978,4,14,0.0016939371447212625,0.15885506463902338,0.006615392863750458,0.6651931405067444,bonafide,bonafide,-0.157161,False,evaluated
ai_022_fabricated,data/phase7c1/raw/ai_fabricated/ai_022_fabricated.wav,base_022,ai_fabricated,53.857,63.793,4,17,0.5825110524892807,0.23152368797074066,0.8121978640556335,0.9918910264968872,synthesis,bonafide,0.350987,True,evaluated
human_022_fabricated,data/phase7c1/raw/human_fabricated/human_022_fabricated.wav,base_022,human_fabricated,4.679,11.408,3,11,0.4029065743088722,0.792801206084815,0.9581087231636047,0.9999760389328003,synthesis,synthesis,-0.389895,True,evaluated
ai_023_fabricated,data/phase7c1/raw/ai_fabricated/ai_023_fabricated.wav,base_023,ai_fabricated,17.546,24.021,4,14,0.3529271734878421,0.28828347900915624,0.570540726184845,0.9744104743003845,synthesis,bonafide,0.064644,True,evaluated
human_023_fabricated,data/phase7c1/raw/human_fabricated/human_023_fabricated.wav,base_023,human_fabricated,16.043,24.428,4,13,0.12701913202181458,0.2173495547274517,0.23213601112365723,0.7408780455589294,bonafide,bonafide,-0.09033,False,evaluated
