schema_version,file_id,audio_path,source_dataset,split,known_origin_label,known_manipulation_labels,duration_sec,sample_rate,feature_source,extraction_status,warning_message,rms_mean,rms_std,rms_min,rms_max,peak_amplitude,mean_amplitude,std_amplitude,dc_offset,zero_crossing_rate_mean,zero_crossing_rate_std,clipping_ratio,silence_ratio,active_audio_ratio,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_flatness_mean,spectral_flatness_std,spectral_contrast_mean,spectral_contrast_std,low_band_energy_ratio,mid_band_energy_ratio,high_band_energy_ratio,very_high_band_energy_ratio,noise_floor_proxy,snr_proxy,dynamic_range_proxy,spectral_entropy_mean,spectral_entropy_std,high_freq_rolloff_ratio,bandwidth_occupied_95,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std
phase8c_v1,phase7c1_collection_manifest_000010_ai_002_mixer_processed,data/phase7c1/raw/ai_mixer/ai_002_mixer_processed.wav,phase7c1,train,ai_synthetic,mixer_channel_processed,41.067,16000,phase8c_acoustic_librosa,ok,,0.091109306,0.058286276,1.7299979e-05,0.24617855,0.64811313,0.069098089,0.10818646,-4.4189275e-05,0.12989954,0.0543398,0,0.0007788162,0.99922118,1626.3273,442.68847,1495.5243,306.29175,3082.3598,791.59005,0.020061943,0.029480096,24.936108,3.090713,0.41110186,0.56862817,0.020269975,,0.011557736,14.2232,0.24616125,3.8312167,1.045951,0.38529498,0.28710938,-177.42234,53.923941,102.88944,30.653902,-38.922954,24.489961,32.996549,24.957859,-8.7674978,19.613924,-24.530262,17.982306,-1.6887615,13.786359,-20.829955,13.243337,-4.4834457,9.8859618,-17.300981,11.172885,-16.104997,10.137336,-3.3550299,8.1707996,-20.736552,9.3289556
phase8c_v1,phase7c1_collection_manifest_000011_ai_002_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_002_replay_laptop_mobile.wav,phase7c1,train,ai_synthetic,replay_rerecorded,31.197,16000,phase8c_acoustic_librosa,ok,,0.055046555,0.019815115,0.020256391,0.11420826,0.42858678,0.041693298,0.058513508,-4.6814902e-05,0.22849459,0.10707541,0,0,1,2485.1676,847.36287,1887.8471,302.07023,4637.1074,1151.4309,0.066181638,0.047511786,21.957565,1.5782046,0.072759675,0.59511755,0.33212278,,0.029485211,2.7870183,0.093951866,4.9141519,0.57721653,0.57963842,0.75537109,-124.70579,25.564274,63.710652,28.721609,-15.883499,25.274969,0.89889477,17.333656,-21.239259,15.531787,-3.2153522,9.8428391,-21.131189,8.9320765,-7.5061624,8.8822672,-19.114876,7.5717953,-4.0211342,6.318093,-19.831337,7.1316445,-0.72333923,7.1304759,-12.95816,6.3698702
phase8c_v1,phase7c1_collection_manifest_000012_human_002_clean,data/phase7c1/raw/human_clean/human_002_clean.wav,phase7c1,train,human,clean,34.965,16000,phase8c_acoustic_librosa,ok,,0.068424739,0.03146578,3.1432064e-05,0.17162327,0.50644946,0.051080032,0.075326044,-3.5666841e-05,0.10523153,0.069513029,0,0.00091491308,0.99908509,1644.7671,640.71033,1694.4948,409.05032,3262.1512,1369.4194,0.015907161,0.026146937,24.770695,2.5096999,0.14632075,0.83815573,0.015523514,,0.025350187,4.266832,0.17159185,3.3897753,0.88584162,0.4077689,0.23388672,-188.38286,43.916457,101.00322,29.016354,-16.518989,18.720214,19.379912,21.114235,-3.1074307,14.087821,-19.339409,11.982235,-0.19903366,10.486059,-18.082744,9.7819287,-6.0118834,8.1058944,-19.643227,8.3308271,-14.640929,8.3509574,-2.4348967,8.8656642,-13.056883,7.6095668
phase8c_v1,phase7c1_collection_manifest_000013_human_002_fabricated,data/phase7c1/raw/human_fabricated/human_002_fabricated.wav,phase7c1,train,mixed,edited_spliced;partial_fabrication,41.039,16000,phase8c_acoustic_librosa,ok,,0.06615112,0.034883078,3.1439824e-05,0.22717689,0.66618109,0.048908159,0.074801684,-2.0798962e-05,0.11707713,0.091557214,0,0.00077942323,0.99922058,1714.8276,835.51413,1681.4935,415.61828,3317.9377,1503.9086,0.020681225,0.036181082,24.30506,2.8169725,0.20330173,0.77022536,0.026472903,,0.01880517,5.7822852,0.22714545,3.5462461,0.98530675,0.41474221,0.2578125,-202.89944,79.762955,94.240741,45.912804,-11.927594,23.024137,19.805476,22.311164,-1.3771322,15.362316,-16.774653,15.105402,0.42756151,11.47986,-16.113332,11.506191,-5.4393005,8.847274,-17.152593,10.593181,-13.749879,8.8031705,-2.3762787,8.8318006,-11.924696,8.3087944
phase8c_v1,phase7c1_collection_manifest_000014_human_002_mixer_processed,data/phase7c1/raw/human_mixer/human_002_mixer_processed.wav,phase7c1,train,human,mixer_channel_processed,33.643,16000,phase8c_acoustic_librosa,ok,,0.12126642,0.050553102,7.0299226e-05,0.27193281,0.62107176,0.093567771,0.13142449,-4.2996673e-05,0.088915459,0.039698915,0,0.00095057034,0.99904943,1443.4761,415.55923,1555.8076,322.99926,2984.9914,1042.7385,0.0062327094,0.011108267,26.206648,2.4085669,0.13528588,0.85019196,0.01452216,,0.053264223,3.4866428,0.27186251,2.9541962,0.73557118,0.37312392,0.095703125,-162.55553,32.780854,107.17586,21.965028,-25.521096,14.5211,30.159718,19.52758,-6.2300187,11.224922,-30.337953,10.9539,1.6147944,9.9640527,-38.884605,8.7563223,-6.3715077,7.0772951,-18.372782,6.805455,-24.497701,7.3390714,-6.4491895,7.8018912,-20.015355,7.482866
phase8c_v1,phase7c1_collection_manifest_000015_human_002_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_002_replay_laptop_mobile.wav,phase7c1,train,human,replay_rerecorded,26.692,16000,phase8c_acoustic_librosa,ok,,0.071933828,0.029391287,0.020789912,0.17191389,0.68526495,0.055099467,0.077776455,-6.0846511e-05,0.16871901,0.069316414,0,0,1,2102.4427,545.60857,1866.0793,304.13193,4112.6965,1140.7168,0.049705125,0.039847256,22.401171,1.6997874,0.039014008,0.91013341,0.050852578,,0.036632143,3.1610067,0.15112399,4.4815367,0.73140026,0.51408706,0.37988281,-105.75734,25.659462,74.293358,19.693632,-28.8656,15.421658,-1.9391079,14.192085,-8.2188786,9.9029157,-16.117783,8.5317653,-23.087214,9.8332053,-15.964623,7.969443,-13.515722,7.2694983,-9.5556749,7.8678571,-14.324926,5.7983478,-6.0000547,6.2596718,-13.63606,6.2314709
phase8c_v1,phase7c1_collection_manifest_000016_ai_003_direct,data/phase7c1/raw/ai_direct/ai_003_direct.wav,phase7c1,train,ai_synthetic,clean,48.196,16000,phase8c_acoustic_librosa,ok,,0.042161278,0.029209532,2.7040171e-05,0.14183672,0.6486876,0.030486457,0.05130596,2.0560259e-05,0.15852713,0.14147808,0,0.04844061,0.95155939,2028.6904,1181.413,1611.9765,515.2675,3652.533,1847.3172,0.024836905,0.045662139,24.368645,3.6840373,0.49455508,0.47219502,0.033249899,,0.00036474597,219.35965,0.14180967,3.4123225,1.3370889,0.45656662,0.32226562,-332.07,137.51191,60.799458,64.107921,-10.613789,46.234481,13.961751,33.031007,-17.684097,26.623616,0.17401644,18.14285,-13.355515,19.832979,-6.4957692,14.714686,-9.6173514,14.886292,-10.817914,14.053691,-12.930367,14.123128,-8.5377464,11.893967,-4.9193211,10.204999
phase8c_v1,phase7c1_collection_manifest_000017_ai_003_fabricated,data/phase7c1/raw/ai_fabricated/ai_003_fabricated.wav,phase7c1,train,mixed,edited_spliced;partial_fabrication,54.775,16000,phase8c_acoustic_librosa,ok,,0.040111952,0.027595516,2.7405926e-05,0.14175321,0.63136822,0.029116406,0.048691587,1.2929063e-05,0.15274219,0.13813896,0,0.043808411,0.95619159,1976.9475,1151.2884,1627.6139,497.77601,3577.3812,1818.1033,0.024216674,0.045656833,24.460317,3.5762427,0.48576816,0.48233876,0.031893083,,0.00060878706,124.511,0.14172581,3.4233181,1.3015103,0.44717265,0.30957031,-328.32503,132.05323,66.856944,63.389847,-9.6707247,44.074616,13.853912,32.080334,-15.415325,25.974098,-1.7430299,18.221892,-12.704772,19.145063,-8.7838707,15.742966,-8.4504714,14.665603,-12.278508,14.432954,-12.085416,13.654904,-6.8046805,12.439047,-6.2643675,10.903425
phase8c_v1,phase7c1_collection_manifest_000018_ai_003_mixer_processed,data/phase7c1/raw/ai_mixer/ai_003_mixer_processed.wav,phase7c1,train,ai_synthetic,mixer_channel_processed,49.621,16000,phase8c_acoustic_librosa,ok,,0.079746887,0.054393597,2.9717701e-05,0.24857524,0.7399947,0.060569675,0.096541662,-3.5937234e-05,0.13761755,0.058945809,0,0.00064474533,0.99935525,1717.0641,458.61299,1518.874,334.72058,3125.7606,907.8392,0.021197582,0.031950779,24.608317,2.9523178,0.50875397,0.44652013,0.044725898,,0.011102756,13.658296,0.24854553,3.7311272,1.1697687,0.39072007,0.35546875,-193.13851,50.936192,90.718717,29.451256,-37.32597,27.098466,26.770103,29.379269,-12.044126,17.402434,-17.06355,13.146293,-5.7197378,14.86952,-15.728173,10.49903,-2.6343617,12.020879,-16.620363,10.085954,-16.292538,10.288413,-6.8358606,8.5435368,-14.322229,8.0787312
phase8c_v1,phase7c1_collection_manifest_000019_ai_003_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_003_replay_laptop_mobile.wav,phase7c1,train,ai_synthetic,replay_rerecorded,43.663,16000,phase8c_acoustic_librosa,ok,,0.056439526,0.018477976,0.020337192,0.1090223,0.47441959,0.042009473,0.059402716,-4.7296204e-05,0.23294915,0.1278603,0,0,1,2576.0387,1037.8156,1888.8692,247.05262,4656.1184,1332.2241,0.079362282,0.061013708,21.563061,1.3501212,0.080446064,0.58228792,0.33726601,,0.030462421,2.7051788,0.08868511,5.0669845,0.62512512,0.5820148,0.84912109,-121.66104,28.178332,55.28875,43.725356,-13.786762,27.090181,0.070857229,15.499219,-13.947364,10.565658,-9.501737,12.107573,-20.534631,10.536525,-14.751871,11.036377,-18.59326,9.0178894,-6.7800348,7.4729678,-17.128821,7.2763737,-2.1999013,7.2731647,-18.178848,6.2734473
phase8c_v1,phase7c1_collection_manifest_000020_human_003_clean,data/phase7c1/raw/human_clean/human_003_clean.wav,phase7c1,train,human,clean,39.242,16000,phase8c_acoustic_librosa,ok,,0.0081161559,0.0072705597,6.040977e-06,0.042510152,0.083914481,0.0056968936,0.010899558,1.3814086e-07,0.15368762,0.14464721,0,0.0040749796,0.99592502,1732.9836,1331.3367,1572.2037,602.86536,3172.5818,2204.7338,0.024062741,0.044182289,24.372587,3.0596881,0.44678254,0.5423793,0.010838165,,0.00018229893,98.174604,0.042504109,3.3486513,1.2155142,0.39657272,0.086425781,-535.99365,78.782337,87.603671,61.955213,44.28793,33.174796,19.28289,29.836585,-17.382498,23.160809,-12.750402,19.633288,-5.3827191,14.185581,-10.722056,13.712822,-16.467749,14.264453,-4.990488,10.52026,-15.808912,12.012556,1.6253982,10.713435,-0.13415577,8.3637063
phase8c_v1,phase7c1_collection_manifest_000021_human_003_fabricated,data/phase7c1/raw/human_fabricated/human_003_fabricated.wav,phase7c1,train,mixed,edited_spliced;partial_fabrication,46.993,16000,phase8c_acoustic_librosa,ok,,0.017654095,0.026368698,6.040977e-06,0.12111355,0.4120549,0.012760091,0.031737938,1.0008155e-05,0.14714284,0.1389499,0,0.003403676,0.99659632,1696.7594,1268.9545,1560.3264,583.91665,3122.3781,2110.1701,0.022950983,0.043431617,24.393207,3.1573175,0.42030907,0.57017614,0.0095147965,,0.00019797037,320.63725,0.1211075,3.3636192,1.1854989,0.39029726,0.15722656,-467.20757,119.60736,77.135819,56.575192,31.298221,36.016234,15.63169,25.28958,-13.201074,23.21569,-12.663,18.318501,-5.171097,14.531945,-11.576911,14.440002,-14.290172,13.280133,-6.0788738,10.710519,-13.955705,11.252319,-0.14273303,9.676565,-2.6147798,9.1924862
phase8c_v1,phase7c1_collection_manifest_000022_human_003_mixer_processed,data/phase7c1/raw/human_mixer/human_003_mixer_processed.wav,phase7c1,train,human,mixer_channel_processed,38.741,16000,phase8c_acoustic_librosa,ok,,0.089575581,0.069762304,2.5851865e-05,0.31164348,0.63316083,0.066409348,0.11355263,-4.4007872e-05,0.11009714,0.062883723,0,0.00082576383,0.99917424,1421.437,568.20629,1529.4779,328.09658,2737.6135,1158.0108,0.017141957,0.026615417,24.007683,2.3230823,0.63373814,0.35539547,0.010866395,,0.013841473,13.670125,0.31161764,3.4107029,1.2220098,0.34220169,0.083007812,-213.45615,34.904626,110.35,30.220295,-16.463579,15.838253,10.211516,18.765456,-12.108366,12.988418,-16.677175,15.689545,-5.1339203,10.359645,-33.989891,11.923292,-6.884001,10.592673,-7.7639441,8.1281,-20.263412,9.286441,-10.424414,8.6774976,-7.4360255,6.2942866
phase8c_v1,phase7c1_collection_manifest_000023_human_003_replay_laptop_mobile,data/phase7c1/raw/human_replay/human_003_replay_laptop_mobile.wav,phase7c1,train,human,replay_rerecorded,30.315,16000,phase8c_acoustic_librosa,ok,,0.094776444,0.041571673,0.021567026,0.21861964,0.55687642,0.072829057,0.10357749,-6.3438131e-05,0.15112511,0.056187131,0,0,1,1900.4215,542.86335,1691.4944,365.06135,3634.7491,1320.1257,0.036808464,0.044352996,22.755738,1.612626,0.021140245,0.95652348,0.022336278,,0.037817635,4.0988964,0.19705261,4.0843022,0.89061458,0.45434364,0.27783203,-106.17996,20.564628,84.513235,21.06308,-35.220049,19.048018,0.19277904,14.397447,-16.931489,9.980142,-23.078889,11.323585,-23.912895,10.024416,-14.053405,7.7291812,-18.183855,8.3082194,-2.1725667,9.0210566,-10.399758,6.9747983,-1.1215596,7.3592219,-19.717718,6.8527473
phase8c_v1,phase7c1_collection_manifest_000024_ai_004_direct,data/phase7c1/raw/ai_direct/ai_004_direct.wav,phase7c1,train,ai_synthetic,clean,51.174,16000,phase8c_acoustic_librosa,ok,,0.065855272,0.057408437,2.6102296e-05,0.29581437,0.83622271,0.045965815,0.087387205,9.7330519e-05,0.14534912,0.12713361,0,0.02375,0.97625,1748.8962,1236.8786,1502.1856,457.17392,3141.167,1879.7935,0.039889685,0.067067893,21.63976,2.69547,0.63699002,0.32293356,0.040076426,,0.00023645611,635.73757,0.29578826,4.1362052,1.1122733,0.39264587,0.24902344,-265.51806,145.91933,82.498684,80.166588,-1.1254199,34.045804,23.256438,27.761678,10.089264,21.09487,-3.4428362,18.600714,3.5030982,16.289956,-5.541788,14.062254,-2.7468413,11.980119,-0.88555461,11.555483,-5.1160624,10.32706,-4.3819151,9.4200852,-6.4146839,9.3170196
phase8c_v1,phase7c1_collection_manifest_000025_ai_004_fabricated,data/phase7c1/raw/ai_fabricated/ai_004_fabricated.wav,phase7c1,train,mixed,edited_spliced;partial_fabrication,57.998,16000,phase8c_acoustic_librosa,ok,,0.065413028,0.055692602,1.7800472e-05,0.28696609,0.81106615,0.045778256,0.08592328,5.4955455e-05,0.14416282,0.1285233,0,0.025372311,0.97462769,1699.216,1206.8067,1471.5395,468.14095,3069.1749,1846.1122,0.036597346,0.06453751,21.785232,2.7164091,0.59303876,0.37184959,0.035111657,,0.00026637889,551.23232,0.28694829,4.0667566,1.1133785,0.38364686,0.2265625,-267.48979,140.287,86.89621,78.859331,-1.6608102,33.979673,26.336889,29.605598,9.3514107,21.066261,-4.3781779,19.462712,1.3551003,17.211962,-4.497137,14.43099,-3.4966038,12.659573,-1.3476911,11.328843,-4.5656332,10.29808,-4.0805265,9.4316745,-5.4694364,9.5074987
phase8c_v1,phase7c1_collection_manifest_000026_ai_004_mixer_processed,data/phase7c1/raw/ai_mixer/ai_004_mixer_processed.wav,phase7c1,train,ai_synthetic,mixer_channel_processed,52.011,16000,phase8c_acoustic_librosa,ok,,0.07846006,0.054491844,3.5718451e-05,0.25101459,0.64007258,0.058919665,0.095546487,-5.3453211e-05,0.15184196,0.086329826,0,0.00061500615,0.99938499,1705.5672,670.01305,1485.2193,312.00618,3060.6646,975.78517,0.025861567,0.031270592,23.290585,2.072974,0.50603152,0.4546835,0.03928498,,0.011221651,14.061373,0.25097886,4.1806127,0.9650787,0.38258307,0.31201172,-176.74516,55.694674,98.869599,43.36904,-31.220678,23.949886,33.59492,24.18387,-2.1016764,16.632651,-21.628759,18.794849,-4.7782673,12.996735,-15.39484,10.240296,-3.7036287,10.04619,-17.713723,10.625926,-14.288282,9.6681115,-9.8540668,9.4000344,-17.388925,8.3409357
